method,avg_rank,std_rank,cd
cat,4.214285714285714,2.758413228183001,4.472222059806528
lgbm,4.976190476190476,2.7666215880271503,4.472222059806528
xgb,5.476190476190476,4.028104216969372,4.472222059806528
cif,5.857142857142857,2.3911685584311977,4.472222059806528
et,6.428571428571429,2.460573463383583,4.472222059806528
rfe,6.833333333333333,2.7444026730321545,4.472222059806528
rf,7.023809523809524,2.357744031081358,4.472222059806528
boruta,7.4523809523809526,3.4877498610093185,4.472222059806528
cit,8.833333333333334,4.175704483857536,4.472222059806528
ptest_mc,9.023809523809524,3.1224082222822767,4.472222059806528
ptest_rdc,9.238095238095237,2.589443071299528,4.472222059806528
pi,9.5,3.058944729337694,4.472222059806528
r_ctree,10.785714285714286,3.6370167935359587,4.472222059806528
cpi,11.642857142857142,3.586160093705672,4.472222059806528
r_cforest,12.714285714285714,2.4327694808466287,4.472222059806528
