method,avg_rank,std_rank,cd
cat,5.458333333333333,3.24973289500674,6.659027490953155
rf,6.458333333333333,3.902234046742399,6.659027490953155
rfe,7.125,3.674943310220354,6.659027490953155
boruta,7.291666666666667,3.6881473066508006,6.659027490953155
cif,7.291666666666667,2.6650385654912307,6.659027490953155
pi,7.791666666666667,2.749684325316069,6.659027490953155
et,7.916666666666667,3.5463204718255357,6.659027490953155
ptest_rdc,8.125,2.5010414497431532,6.659027490953155
lgbm,8.208333333333334,2.7038424304846034,6.659027490953155
ptest_pc,8.375,3.195863211507443,6.659027490953155
cit,9.125,4.967079121576382,6.659027490953155
xgb,9.291666666666666,3.6881473066508006,6.659027490953155
cpi,9.458333333333334,3.555853937132714,6.659027490953155
ptest_dc,9.458333333333334,2.9962360647244664,6.659027490953155
r_ctree,10.041666666666666,4.841049874654143,6.659027490953155
r_cforest,14.583333333333334,3.0402393911591163,6.659027490953155
