method,avg_rank,std_rank,cd
pi,1.0,0.0,21.448023533674693
lgbm,2.0,0.0,21.448023533674693
cpi,3.0,0.0,21.448023533674693
r_ctree,4.0,0.0,21.448023533674693
cif,5.0,0.0,21.448023533674693
et,6.0,0.0,21.448023533674693
xgb,7.0,0.0,21.448023533674693
rfe,8.0,0.0,21.448023533674693
ptest_rdc,9.0,0.0,21.448023533674693
ptest_mc,10.0,0.0,21.448023533674693
boruta,11.0,0.0,21.448023533674693
cit,12.0,0.0,21.448023533674693
r_cforest,13.0,0.0,21.448023533674693
rf,14.0,0.0,21.448023533674693
cat,15.0,0.0,21.448023533674693
