method,avg_rank,std_rank,cd
et,5.166666666666667,3.192003898633097,5.956015253524448
cif,5.9,2.9676028485406647,5.956015253524448
cat,6.166666666666667,3.3249895572100003,5.956015253524448
boruta,6.633333333333334,3.318969050105101,5.956015253524448
ptest_rdc,6.966666666666667,4.720404879056692,5.956015253524448
rf,7.066666666666666,2.7133415233291633,5.956015253524448
ptest_dc,7.233333333333333,4.6863869048790905,5.956015253524448
ptest_pc,7.966666666666667,4.205023450852827,5.956015253524448
rfe,8.3,3.92343387013638,5.956015253524448
pi,8.5,2.6267851073127395,5.956015253524448
lgbm,8.633333333333333,3.2169688977186097,5.956015253524448
xgb,9.8,4.942334131426837,5.956015253524448
cit,9.866666666666667,5.165483735549094,5.956015253524448
cpi,10.333333333333334,3.7668141564044397,5.956015253524448
r_ctree,13.4,3.6157064777624486,5.956015253524448
r_cforest,14.066666666666666,2.862788073811185,5.956015253524448
