method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
cat,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
cif,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
cit,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
cpi,-0.019532306322478467,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
et,-0.019532306322478467,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
lgbm,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
pi,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
ptest_dc,-0.019532306322478467,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
ptest_pc,-0.019532306322478467,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
ptest_rdc,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
r_cforest,0.006752925832096144,,,0.007 [insufficient data],8114364.507240679,,,8114364.507 [insufficient data],2087.730125873665,,,2087.730 [insufficient data]
r_ctree,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
rf,-0.019532306322478467,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
rfe,-0.019532306322478474,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.769142501548,,,2125.769 [insufficient data]
xgb,-0.01953230632247847,,,-0.020 [insufficient data],8327029.4074858865,,,8327029.407 [insufficient data],2125.7691425015473,,,2125.769 [insufficient data]
