method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
cat,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
cif,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
cit,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
cpi,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
et,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
lgbm,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
pi,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
ptest_mc,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
ptest_rdc,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
r_cforest,0.8065,,,0.806 [insufficient data],0.7951272855603688,,,0.795 [insufficient data],0.8011559343434344,,,0.801 [insufficient data]
r_ctree,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
rf,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
rfe,0.845,,,0.845 [insufficient data],0.83905093906582,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
xgb,0.845,,,0.845 [insufficient data],0.8390509390658198,,,0.839 [insufficient data],0.8424570707070707,,,0.842 [insufficient data]
