method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
cat,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
cif,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
cit,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
cpi,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
et,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
lgbm,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
pi,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
ptest_mc,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
ptest_rdc,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
r_cforest,,,,,,,,,,,,
r_ctree,,,,,,,,,,,,
rf,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
rfe,0.8786666666666667,,,0.879 [insufficient data],0.8783089920266611,,,0.878 [insufficient data],0.8786666666666667,,,0.879 [insufficient data]
xgb,0.8786666666666666,,,0.879 [insufficient data],0.8783089920266612,,,0.878 [insufficient data],0.8786666666666666,,,0.879 [insufficient data]
