method,avg_rank,std_rank,cd
r_ctree,1.0,0.0,21.448023533674693
cit,2.0,0.0,21.448023533674693
boruta,8.5,0.0,21.448023533674693
cat,8.5,0.0,21.448023533674693
cif,8.5,0.0,21.448023533674693
cpi,8.5,0.0,21.448023533674693
et,8.5,0.0,21.448023533674693
lgbm,8.5,0.0,21.448023533674693
pi,8.5,0.0,21.448023533674693
ptest_mc,8.5,0.0,21.448023533674693
ptest_rdc,8.5,0.0,21.448023533674693
rf,8.5,0.0,21.448023533674693
rfe,8.5,0.0,21.448023533674693
xgb,8.5,0.0,21.448023533674693
r_cforest,15.0,0.0,21.448023533674693
