method,avg_rank,std_rank,cd
cat,5.4375,3.3951942138852678,5.766886971664383
et,5.78125,3.900996467250387,5.766886971664383
rf,5.9375,3.0149367737980843,5.766886971664383
rfe,6.1875,4.746297899415922,5.766886971664383
ptest_dc,6.625,4.1022097703554845,5.766886971664383
pi,7.0,4.06201920231798,5.766886971664383
ptest_pc,7.3125,4.387037012608852,5.766886971664383
ptest_rdc,7.34375,4.17851180894586,5.766886971664383
cif,7.5,2.5495097567963922,5.766886971664383
lgbm,8.8125,3.225266461860167,5.766886971664383
cit,9.3125,3.4949740700039538,5.766886971664383
cpi,9.9375,4.736411484446848,5.766886971664383
boruta,10.5625,4.42957037984498,5.766886971664383
xgb,12.125,3.018174116912409,5.766886971664383
r_cforest,12.375,4.151430476353903,5.766886971664383
r_ctree,13.75,3.191786333700926,5.766886971664383
