method,avg_rank,std_rank,cd
lgbm,4.717391304347826,2.98119500024564,4.289604706734938
cat,4.760869565217392,3.148048274647088,4.289604706734938
rfe,4.826086956521739,3.1951345336449823,4.289604706734938
rf,4.8478260869565215,2.7403378981142477,4.289604706734938
et,4.913043478260869,2.8992209370084066,4.289604706734938
xgb,6.086956521739131,3.105577639726708,4.289604706734938
cif,6.434782608695652,2.41059413489202,4.289604706734938
boruta,7.673913043478261,3.667153545036443,4.289604706734938
ptest_mc,8.891304347826088,3.463965187529441,4.289604706734938
ptest_rdc,9.369565217391305,4.097234993696698,4.289604706734938
cit,9.695652173913043,3.482063139161031,4.289604706734938
pi,10.456521739130435,3.358678063834629,4.289604706734938
r_ctree,12.26086956521739,3.299767993219179,4.289604706734938
r_cforest,12.391304347826088,2.37265454776387,4.289604706734938
cpi,12.673913043478262,3.0560300179643907,4.289604706734938
