study,dataset,task,kind,design_family,n_samples,n_features,n_informative,informative_fraction,dataset_seed,method,seed,n_estimators,n_split_events,n_true_split_events,n_noise_split_events,distinct_noise_features_used,informative_indices,sweep_n_estimators
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,cif_all,0,100,2504,847,1657,468,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,cif_all,1,100,2508,850,1658,468,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,cif_all,2,100,2506,848,1658,467,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,cif_all,3,100,2505,847,1658,466,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,cif_all,4,100,2510,852,1658,466,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,rf,0,100,15743,818,14925,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,rf,1,100,15756,791,14965,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,rf,2,100,15694,786,14908,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,rf,3,100,15709,820,14889,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,rf,4,100,15705,834,14871,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,et,0,100,24900,1449,23451,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,et,1,100,24900,1423,23477,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,et,2,100,24900,1406,23494,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,et,3,100,24900,1426,23474,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p500_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,5,0.01,57218,et,4,100,24900,1411,23489,495,"203,473,284,314,459",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif,0,100,156,27,129,120,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif,1,100,158,27,131,122,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif,2,100,158,27,131,122,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif,3,100,157,27,130,121,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif,4,100,158,27,131,121,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif_all,0,100,2709,777,1932,808,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif_all,1,100,2706,776,1930,810,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif_all,2,100,2710,776,1934,811,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif_all,3,100,2718,778,1940,811,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,cif_all,4,100,2722,782,1940,811,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,rf,0,100,15743,674,15069,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,rf,1,100,15756,664,15092,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,rf,2,100,15694,669,15025,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,rf,3,100,15709,666,15043,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,rf,4,100,15705,676,15029,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,et,0,100,24900,1116,23784,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,et,1,100,24900,1168,23732,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,et,2,100,24900,1134,23766,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,et,3,100,24900,1152,23748,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p1000_i5,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,5,0.005,57718,et,4,100,24900,1163,23737,995,"711,357,339,454,110",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif,0,100,139,86,53,37,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif,1,100,142,88,54,37,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif,2,100,142,88,54,37,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif,3,100,145,89,56,37,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif,4,100,148,91,57,37,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif_all,0,100,1666,938,728,89,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif_all,1,100,1659,933,726,89,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif_all,2,100,1661,933,728,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif_all,3,100,1665,936,729,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,cif_all,4,100,1667,938,729,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rf,0,100,15743,2432,13311,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rf,1,100,15756,2398,13358,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rf,2,100,15694,2388,13306,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rf,3,100,15709,2392,13317,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,rf,4,100,15705,2399,13306,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,et,0,100,24900,4053,20847,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,et,1,100,24900,4124,20776,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,et,2,100,24900,4013,20887,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,et,3,100,24900,4145,20755,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p100_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,10,0.1,106818,et,4,100,24900,3992,20908,90,"70,26,7,90,39,28,0,2,62,56",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif,0,100,119,46,73,64,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif,1,100,122,47,75,66,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif,2,100,122,47,75,65,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif,3,100,122,47,75,65,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif,4,100,123,47,76,66,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif_all,0,100,2106,626,1480,463,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif_all,1,100,2102,627,1475,462,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif_all,2,100,2106,625,1481,460,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif_all,3,100,2104,626,1478,461,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,cif_all,4,100,2103,629,1474,462,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rf,0,100,15743,757,14986,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rf,1,100,15756,750,15006,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rf,2,100,15694,775,14919,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rf,3,100,15709,761,14948,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,rf,4,100,15705,752,14953,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,et,0,100,24900,1397,23503,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,et,1,100,24900,1323,23577,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,et,2,100,24900,1281,23619,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,et,3,100,24900,1312,23588,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p500_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,10,0.02,107218,et,4,100,24900,1301,23599,490,"0,230,294,390,75,16,98,212,103,69",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif,0,100,180,32,148,133,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif,1,100,178,32,146,132,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif,2,100,179,32,147,133,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif,3,100,177,32,145,131,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif,4,100,180,32,148,133,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif_all,0,100,2444,514,1930,826,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif_all,1,100,2441,516,1925,830,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif_all,2,100,2437,516,1921,825,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif_all,3,100,2436,514,1922,829,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,cif_all,4,100,2442,516,1926,830,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rf,0,100,15743,520,15223,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rf,1,100,15756,546,15210,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rf,2,100,15694,532,15162,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rf,3,100,15709,546,15163,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,rf,4,100,15705,557,15148,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,et,0,100,24900,876,24024,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,et,1,100,24900,859,24041,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,et,2,100,24900,866,24034,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,et,3,100,24900,894,24006,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p1000_i10,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,10,0.01,107718,et,4,100,24900,894,24006,990,"960,150,547,817,777,450,185,785,226,93",100
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif,0,500,342,96,246,80,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif,1,500,346,98,248,79,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif,2,500,345,98,247,79,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif,3,500,344,97,247,79,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif,4,500,344,97,247,79,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif_all,0,500,15226,9189,6037,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif_all,1,500,15226,9189,6037,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif_all,2,500,15228,9188,6040,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif_all,3,500,15231,9188,6043,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,cif_all,4,500,15230,9187,6043,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,rf,0,500,78745,8989,69756,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,rf,1,500,78678,9014,69664,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,rf,2,500,78459,8950,69509,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,rf,3,500,78574,9062,69512,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,rf,4,500,78635,8994,69641,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,et,0,500,124500,13516,110984,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,et,1,500,124500,13537,110963,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,et,2,500,124500,13515,110985,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,et,3,500,124500,13511,110989,99,16,500
ensemble_split_counts,make_regression_n250_p100_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,100,1,0.01,16818,et,4,500,124500,13676,110824,99,16,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif,0,500,604,72,532,283,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif,1,500,605,72,533,283,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif,2,500,602,72,530,282,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif,3,500,601,71,530,281,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif,4,500,601,71,530,281,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif_all,0,500,12693,3955,8738,498,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif_all,1,500,12698,3955,8743,498,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif_all,2,500,12694,3956,8738,498,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif_all,3,500,12680,3955,8725,498,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,cif_all,4,500,12669,3956,8713,498,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,rf,0,500,78745,3774,74971,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,rf,1,500,78678,3749,74929,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,rf,2,500,78459,3756,74703,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,rf,3,500,78574,3754,74820,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,rf,4,500,78635,3758,74877,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,et,0,500,124500,6306,118194,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,et,1,500,124500,6346,118154,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,et,2,500,124500,6354,118146,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,et,3,500,124500,6339,118161,499,161,500
ensemble_split_counts,make_regression_n250_p500_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,500,1,0.002,17218,et,4,500,124500,6296,118204,499,161,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif,0,500,583,40,543,367,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif,1,500,583,40,543,367,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif,2,500,582,40,542,367,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif,3,500,582,40,542,367,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif,4,500,583,40,543,368,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif_all,0,500,18492,9245,9247,994,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif_all,1,500,18488,9243,9245,994,953,500
ensemble_split_counts,make_regression_n250_p1000_i1,regression,easy_shuffled_regression,vary_dimension_fixed_signal,250,1000,1,0.001,17718,cif_all,2,500,18486,9244,9242,994,953,500
