method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
cat,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
cif,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
cit,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
cpi,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
et,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
lgbm,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
pi,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
ptest_mc,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
ptest_rdc,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
r_cforest,0.7494285714285713,,,0.749 [insufficient data],0.6585219380797185,,,0.659 [insufficient data],0.6663333333333332,,,0.666 [insufficient data]
r_ctree,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
rf,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
rfe,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555556,,,0.758 [insufficient data]
xgb,0.8245714285714285,,,0.825 [insufficient data],0.7649823108495878,,,0.765 [insufficient data],0.7575555555555555,,,0.758 [insufficient data]
