study,task,n,k,threshold_test,stopping,repeats,censored,timeout_seconds,seconds_per_fit,seconds_min,seconds_max,depth
synthetic_scaling,regression,16000,16,bonferroni,adaptive,3,False,1200.0,0.5635202909998043,0.5550143410000601,0.5702468939998653,9.0
synthetic_scaling,regression,16000,16,bonferroni,exhaustive,3,False,1200.0,0.8228418629998941,0.8190357150001546,0.8232628739999654,9.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.5020136339999226,0.4984184620000178,0.510042841999848,9.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.6292438799998763,0.6245870149998609,0.630606901000192,9.0
synthetic_scaling,regression,16000,16,maxt,adaptive,3,False,1200.0,0.4888604699999632,0.4818259720000242,0.4940326120001828,11.0
synthetic_scaling,regression,16000,16,maxt,exhaustive,3,False,1200.0,1.050456567000083,1.036959965000051,1.1030330470000536,10.0
synthetic_scaling,regression,16000,64,bonferroni,adaptive,3,False,1200.0,1.103189810999993,1.0926244689999294,1.1214319189998605,10.0
synthetic_scaling,regression,16000,64,bonferroni,exhaustive,3,False,1200.0,2.9727545159998954,2.967202534999842,2.978188856000088,10.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.7766760709998834,0.7748543650000101,0.77888817500002,10.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8375162509998972,0.8358484239997779,0.8382185030000073,0.0
synthetic_scaling,regression,16000,64,maxt,adaptive,3,False,1200.0,0.7076220899998589,0.6784320680001201,0.7095505409999987,10.333333333333334
synthetic_scaling,regression,16000,64,maxt,exhaustive,3,False,1200.0,2.1400507790001484,2.1273441280000043,2.432724367999981,9.0
synthetic_scaling,regression,16000,256,bonferroni,adaptive,3,False,1200.0,6.016037433000065,6.004800973000101,6.057327557999997,10.0
synthetic_scaling,regression,16000,256,bonferroni,exhaustive,3,False,1200.0,39.385100162999834,39.3075484200001,40.017725403999975,10.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,4.771035505999862,4.745191525999871,4.933951666000212,10.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.2857828480000535,3.212791069999639,3.5586964369999805,0.0
synthetic_scaling,regression,16000,256,maxt,adaptive,3,False,1200.0,1.3747710069997083,1.355659505999938,1.4576022569999625,11.0
synthetic_scaling,regression,16000,256,maxt,exhaustive,3,False,1200.0,6.156079511000371,6.1227780620001795,6.178500209000049,10.0
synthetic_scaling,classification,1000,16,bonferroni,adaptive,3,False,1200.0,0.0364685010000016,0.0359496079999956,0.0375833949999986,6.0
synthetic_scaling,classification,1000,16,bonferroni,exhaustive,3,False,1200.0,0.0478712649999977,0.0476061269999945,0.048242593999987,6.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.0328815130000066,0.0322669740000094,0.0330375679999974,6.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0398193949999949,0.0397261619999937,0.0423682159999998,6.0
synthetic_scaling,classification,1000,16,maxt,adaptive,3,False,1200.0,0.0374362619999999,0.035813963999999,0.03854643599999,6.0
synthetic_scaling,classification,1000,16,maxt,exhaustive,3,False,1200.0,0.0631450279999796,0.0630872969999813,0.0637922690000039,6.0
synthetic_scaling,classification,1000,64,bonferroni,adaptive,3,False,1200.0,0.0685133540000038,0.0681358239999951,0.0692673879999858,4.0
synthetic_scaling,classification,1000,64,bonferroni,exhaustive,3,False,1200.0,0.1922983149999879,0.1911333790000071,0.1931831520000173,4.0
synthetic_scaling,classification,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.0484151809999957,0.0482322760000215,0.0491866750000156,4.0
synthetic_scaling,classification,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.0619845999999881,0.0618921869999837,0.0629872590000104,0.0
synthetic_scaling,classification,1000,64,maxt,adaptive,3,False,1200.0,0.0516574309999953,0.0504292040000109,0.0523263900000188,5.0
synthetic_scaling,classification,1000,64,maxt,exhaustive,3,False,1200.0,0.1057444300000156,0.1045678440000017,0.106505363000025,5.0
synthetic_scaling,classification,1000,256,bonferroni,adaptive,3,False,1200.0,0.44025275300001,0.4230468540000061,0.4470252600000037,4.0
synthetic_scaling,classification,1000,256,bonferroni,exhaustive,3,False,1200.0,3.516948310999993,3.4404494879999845,3.878606445999992,4.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.3606984939999904,0.3568021430000101,0.397058095999995,4.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.2364753200000109,0.2363034029999937,0.2372912509999878,0.0
synthetic_scaling,classification,1000,256,maxt,adaptive,3,False,1200.0,0.0737971270000059,0.0727131129999918,0.0745604499999785,5.0
synthetic_scaling,classification,1000,256,maxt,exhaustive,3,False,1200.0,0.3423864439999988,0.3374469809999993,0.3448995920000186,6.0
synthetic_scaling,classification,4000,16,bonferroni,adaptive,3,False,1200.0,0.116766082999959,0.1167594030000032,0.1171370140000078,7.0
synthetic_scaling,classification,4000,16,bonferroni,exhaustive,3,False,1200.0,0.181056237000007,0.1788345990000266,0.1812437030000069,7.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.10888202000001,0.1088805489999913,0.1091839790000221,6.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1360447349999844,0.1354194989999655,0.1374996630000282,6.0
synthetic_scaling,classification,4000,16,maxt,adaptive,3,False,1200.0,0.1069867769999746,0.098641629000042,0.1073147160000189,7.0
synthetic_scaling,classification,4000,16,maxt,exhaustive,3,False,1200.0,0.2194162540000093,0.2185147149999693,0.2204944970000042,7.0
synthetic_scaling,classification,4000,64,bonferroni,adaptive,3,False,1200.0,0.2558776259999717,0.2550041680000277,0.2560152750000384,6.0
synthetic_scaling,classification,4000,64,bonferroni,exhaustive,3,False,1200.0,0.7886264659999824,0.7850043529999766,0.7946631319999824,6.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.2159382440000286,0.2158489720000034,0.2204208829999743,6.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.2208103460000074,0.2207654530000127,0.2209054790000095,0.0
synthetic_scaling,classification,4000,64,maxt,adaptive,3,False,1200.0,0.1526645419999681,0.1519986619999827,0.1526939720000086,8.0
synthetic_scaling,classification,4000,64,maxt,exhaustive,3,False,1200.0,0.4419123220000074,0.4383603439999888,0.4425937340000132,6.0
synthetic_scaling,classification,4000,256,bonferroni,adaptive,3,False,1200.0,2.8266114889999585,2.7255881550000254,2.8731424389999916,6.0
synthetic_scaling,classification,4000,256,bonferroni,exhaustive,3,False,1200.0,23.460548673000005,23.367764275000013,23.583603950999983,6.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,2.224344341999995,2.2200056649999738,2.2462845089999632,6.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.8710167890000093,0.8554437269999653,0.88017296299995,0.0
synthetic_scaling,classification,4000,256,maxt,adaptive,3,False,1200.0,0.2937395870000046,0.2764599619999899,0.3114616320000323,7.666666666666667
synthetic_scaling,classification,4000,256,maxt,exhaustive,3,False,1200.0,1.3462020810000013,1.3421818369999985,1.367033126000024,6.333333333333333
synthetic_scaling,classification,16000,16,bonferroni,adaptive,3,False,1200.0,0.5017989689999922,0.4714704040000015,0.5117559379999648,9.0
synthetic_scaling,classification,16000,16,bonferroni,exhaustive,3,False,1200.0,0.7472241909999866,0.7471223269999427,0.749941003999993,9.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.4471397710000246,0.4398735490000263,0.4509738790000028,8.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.5548041530000773,0.5447392110000919,0.5800201929999957,8.0
synthetic_scaling,classification,16000,16,maxt,adaptive,3,False,1200.0,0.3676507360000869,0.3460022969999272,0.3718973820000428,9.0
synthetic_scaling,classification,16000,16,maxt,exhaustive,3,False,1200.0,0.9542116630000236,0.950730765000003,0.9543006940000396,9.0
synthetic_scaling,classification,16000,64,bonferroni,adaptive,3,False,1200.0,1.06569282199996,1.062844033000033,1.071078868000086,8.0
synthetic_scaling,classification,16000,64,bonferroni,exhaustive,3,False,1200.0,3.48010555999997,3.4753715709999824,3.4966533520000667,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.7081652659999236,0.7004764380000097,0.7095444290000614,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8950719289999824,0.8930552900000066,0.898539626999991,0.0
synthetic_scaling,classification,16000,64,maxt,adaptive,3,False,1200.0,0.5610345690000713,0.5597946010000214,0.5836439349999409,9.666666666666666
synthetic_scaling,classification,16000,64,maxt,exhaustive,3,False,1200.0,2.0962484980000227,2.0888130490000094,2.100131927999996,8.0
synthetic_scaling,classification,16000,256,bonferroni,adaptive,3,False,1200.0,7.603198216999999,7.502504330999955,8.014264646000015,7.0
synthetic_scaling,classification,16000,256,bonferroni,exhaustive,3,False,1200.0,50.96565121200001,50.95999962600001,51.0397363809999,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,6.7025122439999905,6.671503781999945,6.7464952589998575,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.4487416590000066,3.443094836,3.4605430460001116,0.0
synthetic_scaling,classification,16000,256,maxt,adaptive,3,False,1200.0,1.2176428590000796,1.1541922669998712,1.2422870719999537,9.0
synthetic_scaling,classification,16000,256,maxt,exhaustive,3,False,1200.0,6.615058529999942,6.5612994170001,6.739771220999955,8.0
synthetic_scaling,regression,1000,16,bonferroni,adaptive,3,False,1200.0,0.0517654549998951,0.0504807949998848,0.0519723810000414,6.0
synthetic_scaling,regression,1000,16,bonferroni,exhaustive,3,False,1200.0,0.0627408430000286,0.0623269800000798,0.0634892670000226,6.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.0471747520000462,0.0470645400000648,0.0476435979999223,6.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0536482410000189,0.0531529859999864,0.0540151440000045,6.0
synthetic_scaling,regression,1000,16,maxt,adaptive,3,False,1200.0,0.0455806239999674,0.0454191589999481,0.045712167999909,7.0
synthetic_scaling,regression,1000,16,maxt,exhaustive,3,False,1200.0,0.0768386980000741,0.0767039329998624,0.0772541009998803,6.0
synthetic_scaling,regression,1000,64,bonferroni,adaptive,3,False,1200.0,0.0712767600000461,0.0709071600001607,0.0717182799999136,5.0
synthetic_scaling,regression,1000,64,bonferroni,exhaustive,3,False,1200.0,0.1233936399999038,0.1231299619998935,0.1237116290001267,5.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.0558480240001699,0.0551543429999128,0.0570756419999725,5.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.0572199770001589,0.0569954989998677,0.0575595870000142,0.0
synthetic_scaling,regression,1000,64,maxt,adaptive,3,False,1200.0,0.0665863350000108,0.0650073280000924,0.0674337420000483,6.333333333333333
synthetic_scaling,regression,1000,64,maxt,exhaustive,3,False,1200.0,0.1416022309999789,0.1408647099999598,0.1419843539999874,7.0
synthetic_scaling,regression,1000,256,bonferroni,adaptive,3,False,1200.0,0.1621413309999297,0.1605153490002067,0.1638358190000417,6.0
synthetic_scaling,regression,1000,256,bonferroni,exhaustive,3,False,1200.0,0.4590631339999618,0.4481101420001323,0.4932069320000209,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.1656608800001322,0.1653737710000768,0.1659851900001285,5.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.221848762000036,0.220689203999882,0.2524649770000451,0.0
synthetic_scaling,regression,1000,256,maxt,adaptive,3,False,1200.0,0.1025378699998782,0.102109437000081,0.1068240829999922,7.333333333333333
synthetic_scaling,regression,1000,256,maxt,exhaustive,3,False,1200.0,0.2711414500001865,0.2670181999999386,0.2729757980000613,6.0
synthetic_scaling,regression,4000,16,bonferroni,adaptive,3,False,1200.0,0.1749578169999495,0.1744257510001716,0.1760473500000898,8.0
synthetic_scaling,regression,4000,16,bonferroni,exhaustive,3,False,1200.0,0.2393809249999776,0.234207736999906,0.2472249340000871,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.1583402010001009,0.1575205829999504,0.1585622000000057,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1847961460000533,0.1834625239998786,0.187597260000075,8.0
synthetic_scaling,regression,4000,16,maxt,adaptive,3,False,1200.0,0.1566211689998908,0.1492360629999893,0.163602304999813,10.0
synthetic_scaling,regression,4000,16,maxt,exhaustive,3,False,1200.0,0.2462254810000104,0.2459943149999617,0.2482643329999518,7.0
synthetic_scaling,regression,4000,64,bonferroni,adaptive,3,False,1200.0,0.2913228049999361,0.2905703310000262,0.2931038679998892,7.0
synthetic_scaling,regression,4000,64,bonferroni,exhaustive,3,False,1200.0,0.6417222789998505,0.6412852810001368,0.6424970690000009,7.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.195495178000101,0.194859727999983,0.1961016159998507,7.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.205869376999999,0.204544844999873,0.2060127800000373,0.0
synthetic_scaling,regression,4000,64,maxt,adaptive,3,False,1200.0,0.2018353030000526,0.2012052620000304,0.2113156030000027,9.0
synthetic_scaling,regression,4000,64,maxt,exhaustive,3,False,1200.0,0.5429651909998938,0.5411179630000333,0.562337216999822,8.0
synthetic_scaling,regression,4000,256,bonferroni,adaptive,3,False,1200.0,1.2267839840001216,1.2101886809998632,1.2303775369998675,7.0
synthetic_scaling,regression,4000,256,bonferroni,exhaustive,3,False,1200.0,7.242094419000068,7.207261434999964,7.289404383000147,7.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.6230545149999216,0.6183275609998873,0.6271484320000127,7.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.7974489250000261,0.7911269180001455,0.8024429619999864,0.0
synthetic_scaling,regression,4000,256,maxt,adaptive,3,False,1200.0,0.403934258000163,0.382162802999801,0.4235858859999553,9.0
synthetic_scaling,regression,4000,256,maxt,exhaustive,3,False,1200.0,1.4164994560001103,1.3892659020000335,1.4364199089998235,7.666666666666667
synthetic_scaling,regression,16000,16,bonferroni,adaptive,3,False,1200.0,0.5785426859999916,0.5661951899999167,0.5914636970001084,10.0
synthetic_scaling,regression,16000,16,bonferroni,exhaustive,3,False,1200.0,0.8168231460001607,0.8120393100000456,0.8256100840001181,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.5140114309999717,0.5109542019999935,0.5174092299998847,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.641825813999958,0.6316968230000839,0.6431236640000861,10.0
synthetic_scaling,regression,16000,16,maxt,adaptive,3,False,1200.0,0.4848775940001815,0.4650579060000837,0.4871069570001509,10.333333333333334
synthetic_scaling,regression,16000,16,maxt,exhaustive,3,False,1200.0,1.003503376000026,0.997264931000018,1.017139025000006,10.0
synthetic_scaling,regression,16000,64,bonferroni,adaptive,3,False,1200.0,1.1953351710001243,1.1906292460000714,1.204035931999897,9.0
synthetic_scaling,regression,16000,64,bonferroni,exhaustive,3,False,1200.0,3.7721092539998153,3.751200515999926,3.7919990580001017,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.7741474609999841,0.77396511500001,0.7874742550000065,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8437559989999954,0.843618645000106,0.8502712990000418,0.0
synthetic_scaling,regression,16000,64,maxt,adaptive,3,False,1200.0,0.7004031419999137,0.6718903159999172,0.7106469089999337,11.666666666666666
synthetic_scaling,regression,16000,64,maxt,exhaustive,3,False,1200.0,2.150311874999943,2.1479000509998514,2.150469000999919,10.0
synthetic_scaling,regression,16000,256,bonferroni,adaptive,3,False,1200.0,7.410030490000054,7.320863358999986,7.4684400819999155,9.0
synthetic_scaling,regression,16000,256,bonferroni,exhaustive,3,False,1200.0,51.92777580000006,50.866320378999944,52.17295093600001,9.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,4.773008004000076,4.685762016000126,4.897411857999941,9.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.2573320230001173,3.241457705999892,3.3695310470000095,0.0
synthetic_scaling,regression,16000,256,maxt,adaptive,3,False,1200.0,1.405969265000067,1.368695932999799,1.4220466320000469,10.666666666666666
synthetic_scaling,regression,16000,256,maxt,exhaustive,3,False,1200.0,6.271334270000125,6.266195014999994,6.281263393000245,9.0
synthetic_scaling,classification,1000,16,bonferroni,adaptive,3,False,1200.0,0.0354092199999911,0.0352805069999959,0.0354914290000181,5.0
synthetic_scaling,classification,1000,16,bonferroni,exhaustive,3,False,1200.0,0.0500658910000026,0.04957816000001,0.0505612679999956,5.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.0329431469999974,0.0328381349999915,0.0330539900000133,5.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0391891139999813,0.0390523709999968,0.039343596000009,5.0
synthetic_scaling,classification,1000,16,maxt,adaptive,3,False,1200.0,0.0330748209999853,0.0314087669999878,0.0343452959999979,5.333333333333333
synthetic_scaling,classification,1000,16,maxt,exhaustive,3,False,1200.0,0.0531556050000006,0.0531025829999975,0.0542941470000073,6.0
synthetic_scaling,classification,1000,64,bonferroni,adaptive,3,False,1200.0,0.0629790309999975,0.0629402099999936,0.0636890659999949,5.0
synthetic_scaling,classification,1000,64,bonferroni,exhaustive,3,False,1200.0,0.1773270330000116,0.1763884549999943,0.1794060550000153,5.0
synthetic_scaling,classification,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.0346163910000143,0.0343931390000022,0.0351579819999869,5.0
synthetic_scaling,classification,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.0619405560000245,0.0619159059999958,0.0622648639999852,0.0
synthetic_scaling,classification,1000,64,maxt,adaptive,3,False,1200.0,0.0415191800000229,0.0405039079999767,0.0421656819999896,5.0
synthetic_scaling,classification,1000,64,maxt,exhaustive,3,False,1200.0,0.0953392309999969,0.0944686359999877,0.0954737140000077,6.0
synthetic_scaling,classification,1000,256,bonferroni,adaptive,3,False,1200.0,0.6148853520000159,0.6078060300000061,0.6659423389999972,5.0
synthetic_scaling,classification,1000,256,bonferroni,exhaustive,3,False,1200.0,5.479732675000008,5.466519874999989,5.519308351999996,5.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.5941502270000001,0.593898691999982,0.5944630029999871,5.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.237056769999981,0.2367419950000169,0.2525509269999872,0.0
synthetic_scaling,classification,1000,256,maxt,adaptive,3,False,1200.0,0.0873337770000262,0.0870315109999637,0.0913266059999955,5.0
synthetic_scaling,classification,1000,256,maxt,exhaustive,3,False,1200.0,0.2751568729999576,0.2738370060000079,0.2757747340000378,5.0
synthetic_scaling,classification,4000,16,bonferroni,adaptive,3,False,1200.0,0.1244774959999972,0.1232152299999711,0.1252357110000161,6.0
synthetic_scaling,classification,4000,16,bonferroni,exhaustive,3,False,1200.0,0.1901834079999957,0.1901134660000139,0.1926908759999719,6.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.1136528330000032,0.1134165099999791,0.1154479599999831,6.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1416348009999524,0.1409778600000208,0.143850255000018,6.0
synthetic_scaling,classification,4000,16,maxt,adaptive,3,False,1200.0,0.1057151470000121,0.1046627559999819,0.1063172990000111,7.0
synthetic_scaling,classification,4000,16,maxt,exhaustive,3,False,1200.0,0.2108000919999995,0.2091437070000097,0.2129844940000111,6.0
synthetic_scaling,classification,4000,64,bonferroni,adaptive,3,False,1200.0,0.3073753749999923,0.3069376259999785,0.3138123029999633,7.0
synthetic_scaling,classification,4000,64,bonferroni,exhaustive,3,False,1200.0,0.9905217380000408,0.9898118739999971,0.9907240620000266,7.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.2149974740000289,0.1838074039999924,0.2175523290000001,7.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.220514487999992,0.2198744340000189,0.2205367369999749,0.0
synthetic_scaling,classification,4000,64,maxt,adaptive,3,False,1200.0,0.1535070299999574,0.1480951030000028,0.1674237290000064,7.0
synthetic_scaling,classification,4000,64,maxt,exhaustive,3,False,1200.0,0.4700178929999765,0.4466646239999932,0.4705419200000165,6.0
synthetic_scaling,classification,4000,256,bonferroni,adaptive,3,False,1200.0,1.0080444540000144,1.0066115369999693,1.008489924999992,6.0
synthetic_scaling,classification,4000,256,bonferroni,exhaustive,3,False,1200.0,6.47273346999998,6.434159270000009,6.497841760000028,6.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.7045794900000146,0.7042077699999822,0.8136040459999663,7.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.8570765360000223,0.8533058700000424,0.859821280999995,0.0
synthetic_scaling,classification,4000,256,maxt,adaptive,3,False,1200.0,0.2884414220000053,0.2818456119999837,0.3108815200000094,7.333333333333333
synthetic_scaling,classification,4000,256,maxt,exhaustive,3,False,1200.0,1.420521215000008,1.4070409760000189,1.438215576999994,7.0
synthetic_scaling,classification,16000,16,bonferroni,adaptive,3,False,1200.0,0.4749851669999998,0.4577367589999994,0.4846011120000071,9.0
synthetic_scaling,classification,16000,16,bonferroni,exhaustive,3,False,1200.0,0.7279468280000287,0.7264226359999952,0.7306346019999523,9.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.4111174889999915,0.410846255000024,0.4118733160000261,9.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.5466000370000188,0.5382315530000028,0.5527165209999794,9.0
synthetic_scaling,classification,16000,16,maxt,adaptive,3,False,1200.0,0.3669838069999969,0.3661069629999929,0.3683902260000309,10.333333333333334
synthetic_scaling,classification,16000,16,maxt,exhaustive,3,False,1200.0,0.9324240880000048,0.9285902109999712,0.9329816389999904,9.0
synthetic_scaling,classification,16000,64,bonferroni,adaptive,3,False,1200.0,1.289589984000031,1.2882980499999803,1.291714849000016,8.0
synthetic_scaling,classification,16000,64,bonferroni,exhaustive,3,False,1200.0,4.550508291000028,4.546214383999995,4.560264995000011,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.809659895999971,0.8065551909999158,0.8128651010000567,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8901034450000225,0.8877765080000017,0.8963244889999942,0.0
synthetic_scaling,classification,16000,64,maxt,adaptive,3,False,1200.0,0.5864549640000405,0.5717566540000689,0.6105052419999311,9.0
synthetic_scaling,classification,16000,64,maxt,exhaustive,3,False,1200.0,2.141837553000073,2.126359303999948,2.169195654999953,8.0
synthetic_scaling,classification,16000,256,bonferroni,adaptive,3,False,1200.0,9.361648097999932,9.355112727999996,9.380031473000033,8.0
synthetic_scaling,classification,16000,256,bonferroni,exhaustive,3,False,1200.0,59.02507765100006,59.00200040899995,60.14353135199997,8.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,8.058531518000109,8.004247643999975,8.310698961999833,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.4526366259999577,3.436344384999984,3.492557444999875,0.0
synthetic_scaling,classification,16000,256,maxt,adaptive,3,False,1200.0,1.2460466130000896,1.1781811079999898,1.2746567540000342,9.666666666666666
synthetic_scaling,classification,16000,256,maxt,exhaustive,3,False,1200.0,6.255636604000074,6.225181507999878,6.275618492000149,8.0
synthetic_scaling,regression,1000,16,bonferroni,adaptive,3,False,1200.0,0.0628339509999023,0.0618133699999816,0.0629024330000902,7.0
synthetic_scaling,regression,1000,16,bonferroni,exhaustive,3,False,1200.0,0.0784731070000361,0.077696681000134,0.0792086530000233,7.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.0584184619999632,0.0573354850000669,0.0594581630000448,7.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0638955580000129,0.0635929229999874,0.0638981179999973,7.0
synthetic_scaling,regression,1000,16,maxt,adaptive,3,False,1200.0,0.0670402490000015,0.06068610300008,0.0683196570000745,7.666666666666667
synthetic_scaling,regression,1000,16,maxt,exhaustive,3,False,1200.0,0.0851300859999355,0.0848835599999802,0.0859846430000743,7.0
synthetic_scaling,regression,1000,64,bonferroni,adaptive,3,False,1200.0,0.173950793999893,0.1734534839999923,0.1917442940000455,7.0
synthetic_scaling,regression,1000,64,bonferroni,exhaustive,3,False,1200.0,0.3453550009999162,0.3437080280000373,0.3473262800000611,7.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.0992286460000286,0.0989974019998953,0.0996694440000283,7.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.0574711619999561,0.0572430370000347,0.058746616999997,0.0
synthetic_scaling,regression,1000,64,maxt,adaptive,3,False,1200.0,0.076866099999961,0.0719490219998988,0.0803367109999726,7.666666666666667
synthetic_scaling,regression,1000,64,maxt,exhaustive,3,False,1200.0,0.1537083700000039,0.1535112660001232,0.1653937159999259,8.666666666666666
synthetic_scaling,regression,1000,256,bonferroni,adaptive,3,False,1200.0,0.2224093009999705,0.2206892419999349,0.2238088540000262,6.0
synthetic_scaling,regression,1000,256,bonferroni,exhaustive,3,False,1200.0,0.835673560000032,0.8342508499999894,0.9047076780000224,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.1077158379998763,0.1075832240001091,0.1091328249999605,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.2196117379999123,0.2190095660000679,0.2210535359999994,0.0
synthetic_scaling,regression,1000,256,maxt,adaptive,3,False,1200.0,0.1218298899998444,0.115988851000111,0.1232870970000021,7.333333333333333
synthetic_scaling,regression,1000,256,maxt,exhaustive,3,False,1200.0,0.3810683010001412,0.3742615349999596,0.3866736049999417,10.0
synthetic_scaling,regression,4000,16,bonferroni,adaptive,3,False,1200.0,0.1598695560001033,0.1589673900000434,0.1602167129999543,8.0
synthetic_scaling,regression,4000,16,bonferroni,exhaustive,3,False,1200.0,0.2241832329998487,0.2241672440000002,0.2247608150000815,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.1384513130001323,0.137465850999888,0.1414793239998744,7.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1693813189999673,0.1665897299999414,0.169802177000065,7.0
