method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.26677272205042396,-0.32754603326377835,0.6485996162363101,"0.267 [-0.328, 0.649]",1037054.6187310278,9076.540179095793,2957938.2143045003,"1037054.619 [9076.540, 2957938.214]",207.5565302038542,33.568799775940825,485.59820458279626,"207.557 [33.569, 485.598]"
cat,0.5177541880215082,0.31550922329049486,0.6889833974989936,"0.518 [0.316, 0.689]",1045065.7457218701,8973.517565481223,3030270.1274497733,"1045065.746 [8973.518, 3030270.127]",197.91233135970688,31.565058252492868,484.5259805493378,"197.912 [31.565, 484.526]"
cif,0.41025603733861987,0.09611032311545142,0.6529827945970649,"0.410 [0.096, 0.653]",1015814.0718717575,8712.133239111317,2906648.863940304,"1015814.072 [8712.133, 2906648.864]",206.11819105400667,31.43490371546654,483.55475341999977,"206.118 [31.435, 483.555]"
cit,0.11144480893641537,-0.5999315189518162,0.597047368637747,"0.111 [-0.600, 0.597]",1220646.5261596963,9341.082234572626,3532816.563740115,"1220646.526 [9341.082, 3532816.564]",214.67889351120988,32.47978292957422,517.790250189937,"214.679 [32.480, 517.790]"
cpi,-0.12530309125727307,-1.4457168328317929,0.6257832768577467,"-0.125 [-1.446, 0.626]",1325162.0514664329,9339.187663447807,3829107.8877938213,"1325162.051 [9339.188, 3829107.888]",246.73318947157145,35.19691565960289,604.8371330463312,"246.733 [35.197, 604.837]"
et,0.4915682124510805,0.2726909181855707,0.6790880003533126,"0.492 [0.273, 0.679]",888088.525356922,8537.881166021825,2534605.7624765937,"888088.525 [8537.881, 2534605.762]",200.69740134716744,31.122883683449892,474.354624761232,"200.697 [31.123, 474.355]"
lgbm,0.2670893431409448,-0.3744029583153488,0.6714176574158787,"0.267 [-0.374, 0.671]",1171686.295181772,8798.25774753892,3379450.1887358967,"1171686.295 [8798.258, 3379450.189]",213.9541485588975,32.029359910320245,514.5420940844145,"213.954 [32.029, 514.542]"
pi,0.15578910122520756,-0.63968425062692,0.6620297094736177,"0.156 [-0.640, 0.662]",1000254.2851411416,9071.8887769714,2881801.533646924,"1000254.285 [9071.889, 2881801.534]",203.48795937776535,33.12446759093938,494.5436513660403,"203.488 [33.124, 494.544]"
ptest_dc,0.09974281161008852,-0.6915547865286912,0.6309728755894984,"0.100 [-0.692, 0.631]",1030235.2684133706,8250.670661578792,2943877.2923588003,"1030235.268 [8250.671, 2943877.292]",207.98114298021287,29.400419612813863,494.1171017038142,"207.981 [29.400, 494.117]"
ptest_pc,0.25387963261010554,-0.25270146367866897,0.6325891703936473,"0.254 [-0.253, 0.633]",989984.9619743435,7696.060651293305,2827491.982411524,"989984.962 [7696.061, 2827491.982]",203.05335178587166,28.779417512555447,479.53512879687537,"203.053 [28.779, 479.535]"
ptest_rdc,0.12126701757837613,-0.5523914371937525,0.6396406958926862,"0.121 [-0.552, 0.640]",1040719.6530530015,7419.478682905935,2982447.3546468904,"1040719.653 [7419.479, 2982447.355]",203.92204617668895,28.80350212974997,486.0369838392797,"203.922 [28.804, 486.037]"
r_cforest,-0.47241004089870975,-1.9060811711530827,0.3643138124719537,"-0.472 [-1.906, 0.364]",1305476.0016157443,16346.845456808482,3565128.564929589,"1305476.002 [16346.845, 3565128.565]",274.8190774658956,48.164875283929476,594.6318219708166,"274.819 [48.165, 594.632]"
r_ctree,-0.047381586394804664,-0.4908766996307938,0.2749629709589606,"-0.047 [-0.491, 0.275]",1258312.0266861133,18511.672560972173,3381221.9007457476,"1258312.027 [18511.673, 3381221.901]",306.52501432167446,51.01047486005377,653.1060711122984,"306.525 [51.010, 653.106]"
rf,0.48593126861946145,0.25420723987093147,0.6797861867736118,"0.486 [0.254, 0.680]",1034866.5536590933,9004.590191945614,2984772.7187105957,"1034866.554 [9004.590, 2984772.719]",198.7133735211238,33.133097212663515,479.65216778836464,"198.713 [33.133, 479.652]"
rfe,0.5471089206650597,0.37388705278618045,0.6959624129867732,"0.547 [0.374, 0.696]",1054595.9394425864,8754.540459021562,3003388.273017117,"1054595.939 [8754.540, 3003388.273]",213.4031809492617,31.97635022728232,496.4371193208231,"213.403 [31.976, 496.437]"
xgb,0.4194677745623977,0.23074718796393978,0.5796648445883307,"0.419 [0.231, 0.580]",1790219.1983834095,10695.181399897536,5132576.328849114,"1790219.198 [10695.181, 5132576.329]",280.55413545522794,36.28093420108172,677.0032119675188,"280.554 [36.281, 677.003]"
