method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.0149485397776,,,473.015 [insufficient data]
cat,0.601860476544971,,,0.602 [insufficient data],567327.0612479317,,,567327.061 [insufficient data],473.01494853977766,,,473.015 [insufficient data]
cif,0.6018604765449711,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.01494853977766,,,473.015 [insufficient data]
cit,0.6018604765449711,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.01494853977766,,,473.015 [insufficient data]
cpi,0.6018604765449713,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.0149485397776,,,473.015 [insufficient data]
et,0.601860476544971,,,0.602 [insufficient data],567327.0612479318,,,567327.061 [insufficient data],473.01494853977766,,,473.015 [insufficient data]
lgbm,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.0149485397776,,,473.015 [insufficient data]
pi,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.0149485397778,,,473.015 [insufficient data]
ptest_dc,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.01494853977755,,,473.015 [insufficient data]
ptest_pc,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.0149485397776,,,473.015 [insufficient data]
ptest_rdc,0.6018604765449711,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.0149485397776,,,473.015 [insufficient data]
r_cforest,0.6213790498520869,,,0.621 [insufficient data],537243.2768954415,,,537243.277 [insufficient data],462.69195881757156,,,462.692 [insufficient data]
r_ctree,0.6018604765449712,,,0.602 [insufficient data],567327.0612479314,,,567327.061 [insufficient data],473.01494853977766,,,473.015 [insufficient data]
rf,0.6018604765449711,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.0149485397778,,,473.015 [insufficient data]
rfe,0.6018604765449712,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.01494853977783,,,473.015 [insufficient data]
xgb,0.6018604765449711,,,0.602 [insufficient data],567327.0612479316,,,567327.061 [insufficient data],473.0149485397777,,,473.015 [insufficient data]
