method,avg_rank,std_rank,cd
boruta,3.5,0.0,23.067547886657533
cif,3.5,0.0,23.067547886657533
cit,3.5,0.0,23.067547886657533
cpi,3.5,0.0,23.067547886657533
ptest_dc,3.5,0.0,23.067547886657533
r_ctree,3.5,0.0,23.067547886657533
xgb,7.0,0.0,23.067547886657533
et,11.0,0.0,23.067547886657533
lgbm,11.0,0.0,23.067547886657533
pi,11.0,0.0,23.067547886657533
ptest_pc,11.0,0.0,23.067547886657533
ptest_rdc,11.0,0.0,23.067547886657533
rf,11.0,0.0,23.067547886657533
rfe,11.0,0.0,23.067547886657533
cat,15.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
