method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
cat,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
cif,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
cit,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
cpi,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
et,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
lgbm,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
pi,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
ptest_mc,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
ptest_rdc,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
r_cforest,0.8680500000000001,,,0.868 [insufficient data],0.8679523294071292,,,0.868 [insufficient data],0.8680500000000001,,,0.868 [insufficient data]
r_ctree,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
rf,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
rfe,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591757,,,0.913 [insufficient data],0.9128000000000001,,,0.913 [insufficient data]
xgb,0.9128000000000001,,,0.913 [insufficient data],0.9127277121591758,,,0.913 [insufficient data],0.9128,,,0.913 [insufficient data]
