method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
cat,-0.18308525548448742,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
cif,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
cit,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
cpi,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
et,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
lgbm,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
pi,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
ptest_dc,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
ptest_pc,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
ptest_rdc,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
r_cforest,-0.22284653548435066,,,-0.223 [insufficient data],21968.547839273946,,,21968.548 [insufficient data],118.53782171407609,,,118.538 [insufficient data]
r_ctree,-0.18308525548448734,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
rf,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
rfe,-0.1830852554844874,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
xgb,-0.18308525548448737,,,-0.183 [insufficient data],21174.027222694225,,,21174.027 [insufficient data],120.01179930408559,,,120.012 [insufficient data]
