method,avg_rank,std_rank,cd
cat,4.375,2.540300179112697,5.766886971664383
rfe,4.75,3.881043674065006,5.766886971664383
rf,5.4375,2.3642850399222173,5.766886971664383
et,6.09375,2.6705497444346546,5.766886971664383
pi,7.3125,3.5482169818093143,5.766886971664383
cif,7.875,2.521780125229002,5.766886971664383
ptest_pc,8.0625,3.956304304524615,5.766886971664383
ptest_rdc,8.09375,4.555967069404694,5.766886971664383
ptest_dc,8.125,3.818131087325316,5.766886971664383
lgbm,8.5625,3.4635377506243525,5.766886971664383
cit,9.0625,4.709946257655176,5.766886971664383
cpi,9.1875,5.410854253257982,5.766886971664383
boruta,11.0,3.7416573867739413,5.766886971664383
xgb,11.25,4.763139720814412,5.766886971664383
r_ctree,12.75,4.16082924427331,5.766886971664383
r_cforest,14.0625,1.818954026356906,5.766886971664383
