method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
cat,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312405,,,79.835 [insufficient data]
cif,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
cit,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
cpi,0.7148469219322001,,,0.715 [insufficient data],55947.54006942138,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
et,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
lgbm,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
pi,0.7148469219322001,,,0.715 [insufficient data],55947.54006942138,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
ptest_dc,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
ptest_pc,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
ptest_rdc,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
r_cforest,0.7183417103763828,,,0.718 [insufficient data],55770.07439350865,,,55770.074 [insufficient data],78.87006516967618,,,78.870 [insufficient data]
r_ctree,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
rf,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
rfe,0.7148469219322001,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
xgb,0.7148469219322002,,,0.715 [insufficient data],55947.54006942139,,,55947.540 [insufficient data],79.83525393312404,,,79.835 [insufficient data]
