method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.7091382461616185,,,0.709 [insufficient data],17349009.578140568,,,17349009.578 [insufficient data],2384.155898148496,,,2384.156 [insufficient data]
cat,0.7091382461616201,,,0.709 [insufficient data],17349009.578140408,,,17349009.578 [insufficient data],2384.1558981484927,,,2384.156 [insufficient data]
cif,0.7091382461616184,,,0.709 [insufficient data],17349009.57814057,,,17349009.578 [insufficient data],2384.155898148495,,,2384.156 [insufficient data]
cit,0.7091382461616186,,,0.709 [insufficient data],17349009.578140568,,,17349009.578 [insufficient data],2384.1558981484973,,,2384.156 [insufficient data]
cpi,0.709138246161616,,,0.709 [insufficient data],17349009.57814074,,,17349009.578 [insufficient data],2384.1558981485055,,,2384.156 [insufficient data]
et,0.7091382461616185,,,0.709 [insufficient data],17349009.5781406,,,17349009.578 [insufficient data],2384.1558981484964,,,2384.156 [insufficient data]
lgbm,0.70913824616162,,,0.709 [insufficient data],17349009.578140434,,,17349009.578 [insufficient data],2384.155898148491,,,2384.156 [insufficient data]
pi,0.7091382461616191,,,0.709 [insufficient data],17349009.57814056,,,17349009.578 [insufficient data],2384.1558981484945,,,2384.156 [insufficient data]
ptest_dc,0.709138246161618,,,0.709 [insufficient data],17349009.57814059,,,17349009.578 [insufficient data],2384.1558981484964,,,2384.156 [insufficient data]
ptest_pc,0.7091382461616188,,,0.709 [insufficient data],17349009.578140553,,,17349009.578 [insufficient data],2384.155898148496,,,2384.156 [insufficient data]
ptest_rdc,0.709138246161619,,,0.709 [insufficient data],17349009.578140557,,,17349009.578 [insufficient data],2384.155898148496,,,2384.156 [insufficient data]
r_cforest,0.6827464882639864,,,0.683 [insufficient data],19302193.209657636,,,19302193.210 [insufficient data],2594.092006110164,,,2594.092 [insufficient data]
r_ctree,0.7091382461616184,,,0.709 [insufficient data],17349009.57814057,,,17349009.578 [insufficient data],2384.155898148497,,,2384.156 [insufficient data]
rf,0.7091382461616184,,,0.709 [insufficient data],17349009.578140587,,,17349009.578 [insufficient data],2384.1558981484964,,,2384.156 [insufficient data]
rfe,0.7091382461616186,,,0.709 [insufficient data],17349009.578140568,,,17349009.578 [insufficient data],2384.155898148495,,,2384.156 [insufficient data]
xgb,0.7091382461616209,,,0.709 [insufficient data],17349009.578140344,,,17349009.578 [insufficient data],2384.1558981484895,,,2384.156 [insufficient data]
