task,downstream_model,dataset,method_base,n_k,supported_k,start_k,end_k,start_rank,end_rank,delta_rank,mean_rank,best_rank,worst_rank,start_score,end_score,delta_score,mean_score
classification,svm,CLL_SUB_111,cit,5,"5,10,25,50,100",5,100,3.0,15.0,12.0,9.6,3.0,15.0,0.7412390572390573,0.6096565656565657,-0.13158249158249158,0.6805602693602694
classification,svm,CLL_SUB_111,cpi,5,"5,10,25,50,100",5,100,15.0,13.0,-2.0,14.4,13.0,15.0,0.4940606060606061,0.6307609427609427,0.13670033670033666,0.5615515151515151
classification,svm,CLL_SUB_111,et,5,"5,10,25,50,100",5,100,10.0,5.0,-5.0,7.0,5.0,10.0,0.6691986531986532,0.7853198653198653,0.11612121212121207,0.7343434343434344
classification,svm,CLL_SUB_111,lgbm,5,"5,10,25,50,100",5,100,2.0,7.0,5.0,4.0,1.0,7.0,0.7685791245791246,0.7576835016835016,-0.010895622895622958,0.7698127946127945
classification,svm,CLL_SUB_111,pi,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,12.8,12.0,14.0,0.562047138047138,0.640013468013468,0.07796632996633002,0.5992161616161616
classification,svm,CLL_SUB_111,ptest_mc,5,"5,10,25,50,100",5,100,8.0,10.0,2.0,9.8,8.0,11.0,0.6823299663299663,0.6714343434343434,-0.010895622895622958,0.6751434343434343
classification,svm,CLL_SUB_111,ptest_rdc,5,"5,10,25,50,100",5,100,6.0,6.0,0.0,5.4,5.0,6.0,0.6993804713804714,0.7658047138047138,0.06642424242424239,0.7465104377104377
classification,svm,CLL_SUB_111,r_cforest,5,"5,10,25,50,100",5,100,14.0,11.0,-3.0,13.4,11.0,15.0,0.5121346801346802,0.6606868686868687,0.14855218855218844,0.577559595959596
classification,svm,CLL_SUB_111,r_ctree,5,"5,10,25,50,100",5,100,11.0,14.0,3.0,12.4,11.0,14.0,0.5989764309764309,0.6175757575757576,0.018599326599326615,0.6015569023569024
classification,svm,CLL_SUB_111,rf,5,"5,10,25,50,100",5,100,9.0,3.0,-6.0,6.2,3.0,9.0,0.6813198653198653,0.8277441077441077,0.14642424242424235,0.7493818181818183
classification,svm,CLL_SUB_111,rfe,5,"5,10,25,50,100",5,100,12.0,9.0,-3.0,10.0,9.0,12.0,0.5930774410774411,0.7022222222222223,0.10914478114478121,0.6632915824915825
classification,svm,CLL_SUB_111,xgb,5,"5,10,25,50,100",5,100,1.0,8.0,7.0,4.2,1.0,8.0,0.7978316498316498,0.7450909090909091,-0.052740740740740644,0.7680350168350168
classification,svm,ORL,boruta,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,12.0,12.0,12.0,0.3065,0.8245,0.518,0.5892999999999999
classification,svm,ORL,cat,5,"5,10,25,50,100",5,100,7.0,3.0,-4.0,4.4,2.0,7.0,0.4535,0.9495,0.496,0.7765000000000001
classification,svm,ORL,cif,5,"5,10,25,50,100",5,100,4.0,5.0,1.0,5.6,4.0,7.0,0.466,0.9475,0.4815,0.7609999999999999
classification,svm,ORL,cit,5,"5,10,25,50,100",5,100,5.0,9.0,4.0,5.6,4.0,9.0,0.45649999999999996,0.9129999999999999,0.45649999999999996,0.7692
classification,svm,ORL,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.1485,0.61,0.4615,0.359
classification,svm,ORL,et,5,"5,10,25,50,100",5,100,11.0,7.0,-4.0,9.6,7.0,11.0,0.368,0.9365000000000001,0.5685000000000001,0.6821
classification,svm,ORL,lgbm,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,2.0,1.0,3.0,0.5225,0.951,0.4285,0.8060999999999998
classification,svm,ORL,pi,5,"5,10,25,50,100",5,100,10.0,10.0,0.0,10.0,10.0,10.0,0.397,0.9009999999999999,0.5039999999999999,0.7061
classification,svm,ORL,ptest_mc,5,"5,10,25,50,100",5,100,13.0,11.0,-2.0,13.2,11.0,14.0,0.275,0.852,0.577,0.5256000000000001
classification,svm,ORL,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,13.2,13.0,14.0,0.2695,0.813,0.5434999999999999,0.5584
classification,svm,ORL,r_cforest,5,"5,10,25,50,100",5,100,9.0,8.0,-1.0,8.8,8.0,9.0,0.41450000000000004,0.9155,0.5009999999999999,0.7161
classification,svm,ORL,r_ctree,5,"5,10,25,50,100",5,100,6.0,14.0,8.0,8.6,6.0,14.0,0.4555,0.77,0.3145,0.7095999999999999
classification,svm,ORL,rf,5,"5,10,25,50,100",5,100,8.0,6.0,-2.0,7.4,6.0,8.0,0.423,0.943,0.52,0.7338
classification,svm,ORL,rfe,5,"5,10,25,50,100",5,100,1.0,4.0,3.0,2.6,1.0,4.0,0.524,0.948,0.42399999999999993,0.8041
classification,svm,ORL,xgb,5,"5,10,25,50,100",5,100,3.0,1.0,-2.0,2.0,1.0,3.0,0.5095000000000001,0.956,0.4464999999999999,0.8048
classification,svm,TOX_171,boruta,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,5.2,4.0,8.0,0.6097619047619047,0.8755753968253969,0.26581349206349214,0.755734126984127
classification,svm,TOX_171,cat,5,"5,10,25,50,100",5,100,2.0,5.0,3.0,4.0,2.0,5.0,0.6623015873015874,0.8420634920634921,0.17976190476190468,0.7601269841269842
classification,svm,TOX_171,cif,5,"5,10,25,50,100",5,100,9.0,8.0,-1.0,8.6,7.0,10.0,0.5900595238095238,0.8284126984126984,0.23835317460317462,0.7198174603174603
classification,svm,TOX_171,cit,5,"5,10,25,50,100",5,100,5.0,11.0,6.0,8.6,5.0,11.0,0.6288888888888888,0.7965873015873015,0.16769841269841268,0.7183015873015873
classification,svm,TOX_171,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.40863095238095243,0.7410515873015874,0.33242063492063495,0.5627619047619048
classification,svm,TOX_171,et,5,"5,10,25,50,100",5,100,11.0,6.0,-5.0,8.8,6.0,11.0,0.5884722222222222,0.8361309523809524,0.2476587301587302,0.7189126984126984
classification,svm,TOX_171,lgbm,5,"5,10,25,50,100",5,100,3.0,2.0,-1.0,1.8,1.0,3.0,0.659047619047619,0.8897023809523809,0.23065476190476186,0.79925
classification,svm,TOX_171,pi,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,11.2,10.0,12.0,0.48194444444444445,0.7995238095238095,0.3175793650793651,0.6646825396825398
classification,svm,TOX_171,ptest_mc,5,"5,10,25,50,100",5,100,6.0,14.0,8.0,10.6,6.0,14.0,0.6275992063492063,0.7658333333333333,0.13823412698412696,0.6964087301587301
classification,svm,TOX_171,ptest_rdc,5,"5,10,25,50,100",5,100,10.0,9.0,-1.0,8.0,6.0,10.0,0.5895833333333332,0.8198809523809524,0.23029761904761914,0.7257738095238094
classification,svm,TOX_171,r_cforest,5,"5,10,25,50,100",5,100,14.0,12.0,-2.0,12.8,12.0,14.0,0.4145833333333333,0.79625,0.3816666666666667,0.6279246031746031
classification,svm,TOX_171,r_ctree,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,13.4,13.0,14.0,0.4478769841269841,0.7893253968253968,0.3414484126984127,0.6169087301587302
classification,svm,TOX_171,rf,5,"5,10,25,50,100",5,100,7.0,7.0,0.0,7.4,7.0,8.0,0.6113293650793651,0.831547619047619,0.2202182539682539,0.7268531746031746
classification,svm,TOX_171,rfe,5,"5,10,25,50,100",5,100,4.0,3.0,-1.0,3.0,2.0,4.0,0.6568055555555555,0.8788492063492064,0.22204365079365085,0.7871190476190476
classification,svm,TOX_171,xgb,5,"5,10,25,50,100",5,100,1.0,1.0,0.0,1.6,1.0,3.0,0.6644642857142857,0.9037698412698413,0.23930555555555555,0.7985952380952381
classification,svm,Yale,boruta,5,"5,10,25,50,100",5,100,13.0,6.0,-7.0,10.4,6.0,13.0,0.30977777777777776,0.7115555555555555,0.40177777777777773,0.5237333333333333
classification,svm,Yale,cat,5,"5,10,25,50,100",5,100,6.0,2.0,-4.0,5.4,2.0,7.0,0.4231111111111111,0.7284444444444443,0.30533333333333323,0.5989333333333333
classification,svm,Yale,cif,5,"5,10,25,50,100",5,100,2.0,4.0,2.0,2.4,1.0,4.0,0.496,0.723111111111111,0.22711111111111104,0.6355555555555554
classification,svm,Yale,cit,5,"5,10,25,50,100",5,100,7.0,11.0,4.0,6.9,2.0,11.0,0.41644444444444445,0.6706666666666666,0.2542222222222222,0.592
classification,svm,Yale,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.17822222222222223,0.4315555555555555,0.2533333333333333,0.30666666666666664
classification,svm,Yale,et,5,"5,10,25,50,100",5,100,3.0,7.0,4.0,6.4,3.0,9.0,0.4497777777777777,0.7088888888888889,0.2591111111111112,0.5958222222222223
classification,svm,Yale,lgbm,5,"5,10,25,50,100",5,100,5.0,3.0,-2.0,4.7,3.0,7.0,0.4328888888888888,0.7253333333333333,0.29244444444444445,0.6048888888888888
classification,svm,Yale,pi,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,12.0,12.0,12.0,0.3271111111111111,0.6359999999999999,0.3088888888888888,0.5024888888888889
classification,svm,Yale,ptest_mc,5,"5,10,25,50,100",5,100,9.0,10.0,1.0,9.0,8.0,10.0,0.38799999999999996,0.6719999999999999,0.284,0.5701333333333333
classification,svm,Yale,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,13.6,13.0,14.0,0.2964444444444444,0.6213333333333333,0.3248888888888889,0.4452444444444444
classification,svm,Yale,r_cforest,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,10.4,9.0,11.0,0.3622222222222222,0.6737777777777777,0.3115555555555555,0.5344888888888889
classification,svm,Yale,r_ctree,5,"5,10,25,50,100",5,100,10.0,14.0,4.0,12.0,9.0,14.0,0.3702222222222222,0.5133333333333333,0.14311111111111113,0.47662222222222217
classification,svm,Yale,rf,5,"5,10,25,50,100",5,100,4.0,8.0,4.0,4.5,3.0,8.0,0.44755555555555554,0.7084444444444443,0.2608888888888888,0.6121777777777777
classification,svm,Yale,rfe,5,"5,10,25,50,100",5,100,1.0,1.0,0.0,1.2,1.0,2.0,0.5368888888888889,0.7386666666666666,0.20177777777777772,0.6457777777777778
classification,svm,Yale,xgb,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,6.1,4.5,8.0,0.3955555555555555,0.7226666666666667,0.3271111111111112,0.5935111111111111
classification,svm,arcene,boruta,5,"5,10,25,50,100",5,100,2.0,4.0,2.0,3.7,2.0,5.0,0.725,0.7627272727272727,0.03772727272727272,0.7456616161616161
classification,svm,arcene,cat,5,"5,10,25,50,100",5,100,3.0,1.0,-2.0,2.0,1.0,3.0,0.7217929292929293,0.795959595959596,0.07416666666666671,0.7600454545454547
classification,svm,arcene,cif,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,6.8,5.0,9.0,0.6932070707070708,0.752550505050505,0.059343434343434254,0.7248636363636363
classification,svm,arcene,cit,5,"5,10,25,50,100",5,100,9.0,14.0,5.0,11.8,9.0,14.0,0.6877777777777777,0.645,-0.04277777777777769,0.6653939393939393
classification,svm,arcene,cpi,5,"5,10,25,50,100",5,100,11.0,15.0,4.0,13.8,11.0,15.0,0.6713131313131313,0.6282323232323233,-0.04308080808080805,0.6468232323232324
classification,svm,arcene,et,5,"5,10,25,50,100",5,100,4.0,2.0,-2.0,3.4,1.0,5.0,0.7138383838383838,0.7901262626262625,0.07628787878787868,0.7520656565656565
classification,svm,arcene,lgbm,5,"5,10,25,50,100",5,100,6.0,6.0,0.0,4.1,2.0,6.0,0.7040151515151516,0.749368686868687,0.04535353535353537,0.7424949494949495
classification,svm,arcene,pi,5,"5,10,25,50,100",5,100,12.0,13.0,1.0,12.6,11.0,14.0,0.6623484848484849,0.6542424242424242,-0.008106060606060672,0.661540404040404
classification,svm,arcene,ptest_mc,5,"5,10,25,50,100",5,100,7.0,8.0,1.0,7.6,7.0,8.0,0.6989646464646465,0.7390151515151515,0.040050505050505,0.7146969696969696
classification,svm,arcene,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,7.0,-8.0,11.2,7.0,15.0,0.5522727272727272,0.7433080808080809,0.1910353535353536,0.6640505050505051
classification,svm,arcene,r_cforest,5,"5,10,25,50,100",5,100,14.0,11.0,-3.0,13.4,11.0,15.0,0.5862121212121213,0.6888131313131314,0.10260101010101008,0.6432070707070707
classification,svm,arcene,r_ctree,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,11.2,10.0,13.0,0.6460858585858585,0.6793686868686868,0.03328282828282825,0.6767070707070708
classification,svm,arcene,rf,5,"5,10,25,50,100",5,100,10.0,3.0,-7.0,4.0,1.0,10.0,0.6790909090909091,0.772449494949495,0.09335858585858592,0.7453484848484849
classification,svm,arcene,rfe,5,"5,10,25,50,100",5,100,5.0,10.0,5.0,7.8,5.0,10.0,0.7128787878787878,0.6972474747474747,-0.01563131313131305,0.7127020202020201
classification,svm,arcene,xgb,5,"5,10,25,50,100",5,100,1.0,9.0,8.0,6.6,1.0,10.0,0.7251767676767676,0.7376262626262625,0.012449494949494877,0.7223838383838384
classification,svm,dexter,boruta,5,"5,10,25,50,100",5,100,4.0,1.0,-3.0,2.6,1.0,4.0,0.7806666666666666,0.8913333333333334,0.1106666666666668,0.8574666666666667
classification,svm,dexter,cat,5,"5,10,25,50,100",5,100,2.0,6.0,4.0,3.2,2.0,6.0,0.8066666666666668,0.8646666666666667,0.05799999999999994,0.8569333333333334
classification,svm,dexter,cif,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,6.8,5.0,8.0,0.7373333333333334,0.8673333333333333,0.1299999999999999,0.8155999999999999
classification,svm,dexter,cit,5,"5,10,25,50,100",5,100,7.0,13.0,6.0,11.0,7.0,13.0,0.7473333333333333,0.722,-0.02533333333333332,0.7372
classification,svm,dexter,cpi,5,"5,10,25,50,100",5,100,13.0,11.0,-2.0,11.4,10.0,13.0,0.6673333333333333,0.7660000000000001,0.09866666666666679,0.7406666666666667
classification,svm,dexter,et,5,"5,10,25,50,100",5,100,9.0,4.0,-5.0,6.8,4.0,9.0,0.7326666666666667,0.8686666666666667,0.136,0.8178666666666666
classification,svm,dexter,lgbm,5,"5,10,25,50,100",5,100,3.0,7.0,4.0,4.4,1.0,7.0,0.8046666666666666,0.858,0.053333333333333344,0.8517333333333333
classification,svm,dexter,pi,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,10.0,9.0,11.0,0.7046666666666667,0.8026666666666666,0.09799999999999998,0.7670666666666667
classification,svm,dexter,ptest_mc,5,"5,10,25,50,100",5,100,10.0,2.5,-7.5,5.7,2.0,10.0,0.7266666666666667,0.8886666666666667,0.16200000000000003,0.8273333333333334
classification,svm,dexter,ptest_rdc,5,"5,10,25,50,100",5,100,5.0,10.0,5.0,8.2,5.0,10.0,0.7653333333333333,0.7759999999999999,0.010666666666666602,0.7837333333333334
classification,svm,dexter,rf,5,"5,10,25,50,100",5,100,6.0,2.5,-3.5,3.5,1.0,6.0,0.7573333333333333,0.8886666666666667,0.1313333333333334,0.8455999999999999
classification,svm,dexter,rfe,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,12.6,12.0,13.0,0.6926666666666667,0.7240000000000001,0.031333333333333435,0.7085333333333333
classification,svm,dexter,xgb,5,"5,10,25,50,100",5,100,1.0,8.0,7.0,4.8,1.0,8.0,0.8133333333333332,0.8560000000000001,0.04266666666666685,0.8518666666666667
classification,svm,gamma,boruta,1,5,5,5,14.0,14.0,0.0,14.0,14.0,14.0,0.7482706765312375,0.7482706765312375,0.0,0.7482706765312375
classification,svm,gamma,cat,1,5,5,5,4.0,4.0,0.0,4.0,4.0,4.0,0.8280092709050105,0.8280092709050105,0.0,0.8280092709050105
classification,svm,gamma,cif,1,5,5,5,4.0,4.0,0.0,4.0,4.0,4.0,0.8280092709050105,0.8280092709050105,0.0,0.8280092709050105
classification,svm,gamma,cit,1,5,5,5,12.0,12.0,0.0,12.0,12.0,12.0,0.8171389948782084,0.8171389948782084,0.0,0.8171389948782084
classification,svm,gamma,cpi,1,5,5,5,7.0,7.0,0.0,7.0,7.0,7.0,0.8267570861742435,0.8267570861742435,0.0,0.8267570861742435
classification,svm,gamma,et,1,5,5,5,8.0,8.0,0.0,8.0,8.0,8.0,0.8264902292883819,0.8264902292883819,0.0,0.8264902292883819
classification,svm,gamma,lgbm,1,5,5,5,4.0,4.0,0.0,4.0,4.0,4.0,0.8280092709050105,0.8280092709050105,0.0,0.8280092709050105
classification,svm,gamma,pi,1,5,5,5,1.0,1.0,0.0,1.0,1.0,1.0,0.8329646698958952,0.8329646698958952,0.0,0.8329646698958952
classification,svm,gamma,ptest_mc,1,5,5,5,11.0,11.0,0.0,11.0,11.0,11.0,0.8224187608934247,0.8224187608934247,0.0,0.8224187608934247
classification,svm,gamma,ptest_rdc,1,5,5,5,13.0,13.0,0.0,13.0,13.0,13.0,0.7978220967943916,0.7978220967943916,0.0,0.7978220967943916
classification,svm,gamma,r_cforest,1,5,5,5,10.0,10.0,0.0,10.0,10.0,10.0,0.8239158177868114,0.8239158177868114,0.0,0.8239158177868114
classification,svm,gamma,r_ctree,1,5,5,5,15.0,15.0,0.0,15.0,15.0,15.0,0.708664382393064,0.708664382393064,0.0,0.708664382393064
classification,svm,gamma,rf,1,5,5,5,4.0,4.0,0.0,4.0,4.0,4.0,0.8280092709050105,0.8280092709050105,0.0,0.8280092709050105
classification,svm,gamma,rfe,1,5,5,5,9.0,9.0,0.0,9.0,9.0,9.0,0.8261913773732695,0.8261913773732695,0.0,0.8261913773732695
classification,svm,gamma,xgb,1,5,5,5,4.0,4.0,0.0,4.0,4.0,4.0,0.8280092709050105,0.8280092709050105,0.0,0.8280092709050105
classification,svm,gisette,boruta,5,"5,10,25,50,100",5,100,12.0,6.0,-6.0,10.2,6.0,12.0,0.6971666666666667,0.9690000000000001,0.27183333333333337,0.8646600000000001
classification,svm,gisette,cat,5,"5,10,25,50,100",5,100,4.0,1.0,-3.0,2.0,1.0,4.0,0.8859666666666667,0.9789,0.09293333333333331,0.94626
classification,svm,gisette,cif,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,6.6,5.0,9.0,0.8698666666666667,0.9702,0.10033333333333327,0.9275400000000001
classification,svm,gisette,cit,5,"5,10,25,50,100",5,100,3.0,12.0,9.0,9.0,3.0,12.0,0.8973333333333333,0.9302333333333334,0.03290000000000004,0.9126466666666667
classification,svm,gisette,cpi,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,13.0,13.0,13.0,0.628,0.9145666666666666,0.28656666666666664,0.7709666666666666
classification,svm,gisette,et,5,"5,10,25,50,100",5,100,5.0,7.0,2.0,6.0,5.0,7.0,0.8814333333333333,0.9684666666666666,0.0870333333333333,0.9312133333333332
classification,svm,gisette,lgbm,5,"5,10,25,50,100",5,100,1.0,3.0,2.0,2.0,1.0,3.0,0.9119666666666667,0.9781666666666666,0.06619999999999993,0.9507133333333334
classification,svm,gisette,pi,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,9.6,8.0,11.0,0.8017,0.9654333333333334,0.1637333333333334,0.9026866666666666
classification,svm,gisette,ptest_mc,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,9.4,5.0,11.0,0.8540000000000001,0.9608,0.1067999999999999,0.9163133333333333
classification,svm,gisette,ptest_rdc,5,"5,10,25,50,100",5,100,9.0,10.0,1.0,9.4,8.0,10.0,0.8618333333333333,0.9636,0.10176666666666667,0.9203333333333333
classification,svm,gisette,r_cforest,5,"5,10,25,50,100",5,100,14.0,14.0,0.0,14.0,14.0,14.0,0.5529666666666667,0.8519,0.2989333333333333,0.7022666666666667
classification,svm,gisette,r_ctree,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.5364583333333333,0.8445416666666666,0.3080833333333334,0.6784833333333333
classification,svm,gisette,rf,5,"5,10,25,50,100",5,100,6.0,8.0,2.0,7.0,6.0,8.0,0.8786666666666667,0.968,0.08933333333333326,0.9286933333333334
classification,svm,gisette,rfe,5,"5,10,25,50,100",5,100,7.0,4.0,-3.0,4.6,4.0,7.0,0.8774666666666667,0.9756999999999999,0.09823333333333317,0.9383466666666667
classification,svm,gisette,xgb,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,2.2,2.0,3.0,0.9081333333333333,0.9784333333333334,0.07030000000000003,0.9500133333333334
classification,svm,glass,boruta,2,"5,10",5,10,13.5,8.0,-5.5,10.75,8.0,13.5,0.8001388888888888,0.8350079365079366,0.034869047619047744,0.8175734126984127
classification,svm,glass,cat,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.8499920634920635,0.8350079365079366,-0.014984126984126878,0.8425
classification,svm,glass,cif,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.862563492063492,0.8350079365079366,-0.027555555555555444,0.8487857142857143
classification,svm,glass,cit,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.8225476190476191,0.8350079365079366,0.012460317460317505,0.8287777777777778
classification,svm,glass,cpi,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.7735753968253968,0.8350079365079366,0.06143253968253981,0.8042916666666666
classification,svm,glass,et,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8551587301587301,0.8350079365079366,-0.02015079365079353,0.8450833333333334
classification,svm,glass,lgbm,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.8372420634920634,0.8350079365079366,-0.0022341269841268385,0.836125
classification,svm,glass,pi,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.8629603174603174,0.8350079365079366,-0.02795238095238084,0.848984126984127
classification,svm,glass,ptest_mc,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.8643730158730158,0.8350079365079366,-0.02936507936507926,0.8496904761904762
classification,svm,glass,ptest_rdc,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.8465952380952381,0.8350079365079366,-0.01158730158730148,0.8408015873015873
classification,svm,glass,r_cforest,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.8595476190476191,0.8350079365079366,-0.024539682539682528,0.8472777777777778
classification,svm,glass,r_ctree,2,"5,10",5,10,13.5,8.0,-5.5,10.75,8.0,13.5,0.8001388888888888,0.8350079365079366,0.034869047619047744,0.8175734126984127
classification,svm,glass,rf,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.84575,0.8350079365079366,-0.010742063492063414,0.8403789682539683
classification,svm,glass,rfe,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.8271190476190476,0.8350079365079366,0.007888888888888945,0.8310634920634921
classification,svm,glass,xgb,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.8762103174603175,0.8350079365079366,-0.041202380952380935,0.855609126984127
classification,svm,isolet,boruta,5,"5,10,25,50,100",5,100,14.0,15.0,1.0,14.8,14.0,15.0,0.20807431551499347,0.8313176879617558,0.6232433724467623,0.48075245545415035
classification,svm,isolet,cat,5,"5,10,25,50,100",5,100,2.0,1.0,-1.0,2.0,1.0,3.0,0.5184871794871795,0.9570795306388526,0.43859235115167317,0.7890983050847458
classification,svm,isolet,cif,5,"5,10,25,50,100",5,100,10.0,5.0,-5.0,7.4,5.0,10.0,0.3118283355063016,0.9407661886136462,0.6289378531073446,0.7107374185136898
classification,svm,isolet,cit,5,"5,10,25,50,100",5,100,6.0,6.0,0.0,5.0,1.0,6.0,0.40439634941329855,0.9404954367666233,0.5360990873533247,0.7451395914819643
classification,svm,isolet,cpi,5,"5,10,25,50,100",5,100,12.0,13.0,1.0,13.0,12.0,14.0,0.2723333333333333,0.8826875271621034,0.6103541938287701,0.5825788787483703
classification,svm,isolet,et,5,"5,10,25,50,100",5,100,11.0,10.0,-1.0,10.6,10.0,12.0,0.30464884832681444,0.9252264232942199,0.6205775749674054,0.6493170795306388
classification,svm,isolet,lgbm,5,"5,10,25,50,100",5,100,8.0,2.0,-6.0,3.6,2.0,8.0,0.40316166883963495,0.9533863537592352,0.5502246849196002,0.7619409821816602
classification,svm,isolet,pi,5,"5,10,25,50,100",5,100,5.0,7.0,2.0,7.4,5.0,9.0,0.4096336375488918,0.9378166014776184,0.5281829639287265,0.7265927857453282
classification,svm,isolet,ptest_mc,5,"5,10,25,50,100",5,100,13.0,14.0,1.0,12.6,11.0,14.0,0.24293915688830942,0.8721269013472402,0.6291877444589309,0.6191906996957843
classification,svm,isolet,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,11.0,-4.0,13.2,11.0,15.0,0.16619209039548022,0.9231760104302477,0.7569839200347674,0.5396098218166014
classification,svm,isolet,r_cforest,5,"5,10,25,50,100",5,100,3.0,12.0,9.0,9.2,3.0,12.0,0.41795480225988696,0.9183585397653193,0.5004037375054324,0.6859386353759236
classification,svm,isolet,r_ctree,5,"5,10,25,50,100",5,100,9.0,8.0,-1.0,7.8,6.0,9.0,0.3519361147327249,0.9342278719397363,0.5822917572070114,0.7185013762132406
classification,svm,isolet,rf,5,"5,10,25,50,100",5,100,4.0,9.0,5.0,6.4,4.0,9.0,0.4168444154715341,0.934077357670578,0.5172329421990438,0.7377851368970013
classification,svm,isolet,rfe,5,"5,10,25,50,100",5,100,1.0,4.0,3.0,2.4,1.0,5.0,0.5332894393741852,0.9476944806605823,0.4144050412863971,0.7982349413298566
classification,svm,isolet,xgb,5,"5,10,25,50,100",5,100,7.0,3.0,-4.0,4.6,3.0,7.0,0.4043468057366363,0.953205997392438,0.5488591916558018,0.7473474141677532
classification,svm,letter,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.19603115607415064,0.7748480740829109,0.5788169180087602,0.4854396150785308
classification,svm,letter,cat,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.7537189698504625,0.9221981164091207,0.16847914655865825,0.8379585431297916
classification,svm,letter,cif,2,"5,10",5,10,10.0,6.0,-4.0,8.0,6.0,10.0,0.7439956234909196,0.9229429860916156,0.178947362600696,0.8334693047912676
classification,svm,letter,cit,2,"5,10",5,10,11.0,11.0,0.0,11.0,11.0,11.0,0.739112170186491,0.9203645100365582,0.18125233985006717,0.8297383401115246
classification,svm,letter,cpi,2,"5,10",5,10,1.5,3.0,1.5,2.25,1.5,3.0,0.7621885437257704,0.9230169015311763,0.16082835780540594,0.8426027226284734
classification,svm,letter,et,2,"5,10",5,10,4.0,12.0,8.0,8.0,4.0,12.0,0.7615058636109591,0.9149529078921803,0.15344704428122125,0.8382293857515697
classification,svm,letter,lgbm,2,"5,10",5,10,3.0,3.0,0.0,3.0,3.0,3.0,0.7616766813696142,0.9230169015311763,0.16134022016156213,0.8423467914503953
classification,svm,letter,pi,2,"5,10",5,10,1.5,3.0,1.5,2.25,1.5,3.0,0.7621885437257704,0.9230169015311763,0.16082835780540594,0.8426027226284734
classification,svm,letter,ptest_mc,2,"5,10",5,10,14.0,13.0,-1.0,13.5,13.0,14.0,0.6374964792643218,0.908269858855145,0.27077337959082315,0.7728831690597334
classification,svm,letter,ptest_rdc,2,"5,10",5,10,12.0,14.0,2.0,13.0,12.0,14.0,0.6468906231100701,0.8946794561860595,0.24778883307598942,0.7707850396480648
classification,svm,letter,r_cforest,2,"5,10",5,10,8.0,10.0,2.0,9.0,8.0,10.0,0.7526583776209723,0.9212762614442337,0.16861788382326137,0.8369673195326031
classification,svm,letter,r_ctree,2,"5,10",5,10,13.0,3.0,-10.0,8.0,3.0,13.0,0.6468006086634273,0.9230169015311763,0.27621629286774907,0.7849087550973017
classification,svm,letter,rf,2,"5,10",5,10,5.0,9.0,4.0,7.0,5.0,9.0,0.7598089476969188,0.9217846800838514,0.16197573238693264,0.8407968138903851
