experiment,task,dataset_type,variant,n_features,n_samples,spread_at_10_mean,spread_at_10_std,lr_ba_mean,lr_ba_std,knn_ba_mean,knn_ba_std,elapsed_seconds_mean,elapsed_seconds_std,mean_depth_mean,mean_depth_std,max_depth_mean,max_depth_std,mean_features_used_mean,mean_features_used_std,ridge_r2_mean,ridge_r2_std,knn_r2_mean,knn_r2_std
real_ablation,clf,real_openml_waveform,cif_no_bootstrap,40,5000,0.3076923076923077,0.0,0.851612800977886,0.0017662634810400397,0.8168629710900429,0.004338278392937279,292.1024194894038,27.839635083000562,9.187999999999999,0.009797958971132503,12.0,0.0,14.12,0.01264911064067381,,,,
real_ablation,clf,real_openml_waveform,cif_no_bonferroni,40,5000,0.29743589743589743,0.012561485860426564,0.8517888887458721,0.0007516058357638105,0.8198429791574288,0.0023681644548458614,200.0404070301971,13.795258056008896,11.01,0.012649110640673247,14.0,0.0,19.53,0.04147288270665541,,,,
real_ablation,clf,real_openml_waveform,cif_optimized,40,5000,0.3076923076923077,0.0,0.851612800977886,0.0017662634810400397,0.8168629710900429,0.004338278392937279,103.82905747299955,2.4402781464003875,8.63,0.0063245553203371855,11.0,0.0,13.8,0.020000000000000285,,,,
real_ablation,clf,real_openml_waveform,rf,40,5000,0.3076923076923077,0.0,0.8512724118841414,0.001278770531386534,0.8170423668966811,0.004242823479574509,0.21052962399844546,0.003885470355174861,0.0,0.0,0.0,0.0,39.998000000000005,0.003999999999999204,,,,
real_ablation,clf,real_openml_waveform,et,40,5000,0.29230769230769227,0.020512820512820527,0.8507229276987734,0.0014910353962828624,0.8192246992716159,0.004689920183492005,0.15917579439992552,0.028975108654835328,0.0,0.0,0.0,0.0,40.0,0.0,,,,
real_ablation,clf,real_openml_waveform,cit,40,5000,0.28205128205128205,0.0,0.85094646592344,0.0010137100977354392,0.8201202932190741,0.0016097677477273943,102.06714356519805,4.962945302050915,9.2,0.39999999999999997,9.2,0.39999999999999997,15.4,1.0198039027185568,,,,
real_ablation,clf,real_openml_optdigits,cif_default,64,5620,0.888888888888889,1.1102230246251565e-16,0.8866158949543224,0.0010648450628698986,0.9305252783546957,0.0013196380234876718,7.3612813657993685,4.328290996783041,14.09,0.021908902300206177,18.0,0.0,41.614000000000004,0.03773592452822614,,,,
real_ablation,clf,real_openml_optdigits,cif_no_scan,64,5620,0.47619047619047616,0.0,0.8425693729126585,0.0016002728915791404,0.9084452627303339,0.0037565229752520185,6.187379181804135,0.11101034019704752,16.1,0.0228035085019829,20.0,0.0,47.912,0.04166533331199805,,,,
real_ablation,clf,real_openml_optdigits,cif_no_mute,64,5620,0.5238095238095238,0.0,0.8721528671110107,0.0013251146193056227,0.9194596135447386,0.001384477950310573,5.024463539398857,0.08165277311230636,14.042000000000002,0.01600000000000046,17.0,0.0,41.982,0.04118252056394802,,,,
real_ablation,clf,real_openml_optdigits,cif_no_bootstrap,64,5620,0.3968253968253968,0.0,0.871846212604402,0.0007464685118538729,0.9248838289576169,0.002532011778893326,5.781465762801235,0.0827141063099222,13.462,0.016000000000000413,18.0,0.0,38.31,0.03464101615137886,,,,
real_ablation,clf,real_openml_optdigits,cif_no_bonferroni,64,5620,0.42857142857142855,0.03888078956798695,0.8581867561588877,0.007335227956366431,0.9146792848574146,0.002986693380211228,4.050859909798601,0.10141552543071652,14.613999999999999,0.004898979485566252,19.0,0.0,43.434000000000005,0.048826222462935456,,,,
real_ablation,clf,real_openml_optdigits,cif_optimized,64,5620,0.5238095238095238,0.0,0.8729899263035674,0.0007082381760160056,0.9237826778832101,0.0027517628832410433,2.570016007006052,0.06437746551021055,12.47,0.014142135623731152,15.2,0.39999999999999997,35.772000000000006,0.023151673805580877,,,,
real_ablation,clf,real_openml_optdigits,rf,64,5620,0.4666666666666666,0.10461750510021639,0.8559367615861943,0.00579633200816215,0.9093683367142507,0.004195636385385742,0.19551173360086976,0.002182280840064578,0.0,0.0,0.0,0.0,51.36,0.13160547101089579,,,,
real_ablation,clf,real_openml_optdigits,et,64,5620,0.43809523809523804,0.05274046897090843,0.8424357028318106,0.011544625651684551,0.9028401157887561,0.007005515641269525,0.14619251220137813,0.0035363350838147865,0.0,0.0,0.0,0.0,54.50600000000001,0.12674383614203993,,,,
