task,n,k,threshold_test,stopping,nominal_alpha,effect,splits,replicates,n_shards,rate,ci_low,ci_high,study
regression,100,16,bonferroni,adaptive,0.05,0.0,28,1500,3,0.018666666666666668,0.012438806903276976,0.026866222449979358,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.05,0.2,30,600,3,0.05,0.03398554721537548,0.07061140603267455,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.05,0.4,117,600,3,0.195,0.1640303651731681,0.22900588878811728,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.05,0.8,482,600,3,0.8033333333333333,0.7692341731308593,0.8344131472161287,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.1,0.0,63,1500,3,0.042,0.032422215141461055,0.05341891466270874,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.1,0.2,50,600,3,0.08333333333333333,0.06248244273001311,0.1083901457585295,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.1,0.4,166,600,3,0.27666666666666667,0.2412125175001078,0.31433578594792005,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.1,0.8,519,600,3,0.865,0.8350229317893758,0.8913247143261855,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.2,0.0,133,1500,3,0.08866666666666667,0.07476416364097763,0.10420310327849967,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.2,0.2,83,600,3,0.13833333333333334,0.11171063778012405,0.16857364824501392,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.2,0.4,218,600,3,0.36333333333333334,0.3247704467730768,0.40324889138153425,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.2,0.8,549,600,3,0.915,0.8897540169486022,0.9360585801779702,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.35,0.0,68,500,1,0.136,0.10718032585698824,0.16920335862136807,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.35,0.2,37,200,1,0.185,0.13372866017976162,0.24586346244867838,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.35,0.4,86,200,1,0.43,0.3603855918269887,0.501720847171578,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.35,0.8,181,200,1,0.905,0.8556233600231475,0.9418303902748797,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.5,0.0,86,500,1,0.172,0.13994294757041292,0.2079925119663506,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.5,0.2,53,200,1,0.265,0.2052390913859232,0.33187009220861813,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.5,0.4,95,200,1,0.475,0.4041200334249788,0.5466319825296759,stageb_only_pooled
regression,100,16,bonferroni,adaptive,0.5,0.8,184,200,1,0.92,0.8733351439779183,0.9535823916001774,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.02,0.0,17,1500,3,0.011333333333333334,0.006615559886822454,0.018083932361817392,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.02,0.2,10,600,3,0.016666666666666666,0.008020507036798895,0.03043645949892882,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.02,0.4,73,600,3,0.12166666666666667,0.09659142144262026,0.1505340845516041,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.02,0.8,426,600,3,0.71,0.6718866500985473,0.746031472931982,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.05,0.0,28,1500,3,0.018666666666666668,0.012438806903276976,0.026866222449979358,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.05,0.2,30,600,3,0.05,0.03398554721537548,0.07061140603267455,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.05,0.4,117,600,3,0.195,0.1640303651731681,0.22900588878811728,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.05,0.8,483,600,3,0.805,0.7709941112118828,0.835969634826832,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.1,0.0,62,1500,3,0.04133333333333333,0.03183425005423214,0.052676792246684125,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.1,0.2,51,600,3,0.085,0.06394141982202987,0.11024598305139778,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.1,0.4,167,600,3,0.2783333333333333,0.24280488644924242,0.3160601025498216,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.1,0.8,519,600,3,0.865,0.8350229317893758,0.8913247143261855,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.2,0.0,134,1500,3,0.08933333333333333,0.07538085479035067,0.10491693783229523,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.2,0.2,84,600,3,0.14,0.11323034869896818,0.17036993286364222,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.2,0.4,218,600,3,0.36333333333333334,0.3247704467730768,0.40324889138153425,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.2,0.8,549,600,3,0.915,0.8897540169486022,0.9360585801779702,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.35,0.0,69,500,1,0.138,0.10898386246231187,0.17137465675598654,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.35,0.2,37,200,1,0.185,0.13372866017976162,0.24586346244867838,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.35,0.4,86,200,1,0.43,0.3603855918269887,0.501720847171578,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.35,0.8,181,200,1,0.905,0.8556233600231475,0.9418303902748797,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.5,0.0,86,500,1,0.172,0.13994294757041292,0.2079925119663506,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.5,0.2,53,200,1,0.265,0.2052390913859232,0.33187009220861813,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.5,0.4,95,200,1,0.475,0.4041200334249788,0.5466319825296759,stageb_only_pooled
regression,100,16,bonferroni,exhaustive,0.5,0.8,184,200,1,0.92,0.8733351439779183,0.9535823916001774,stageb_only_pooled
regression,100,16,maxt,adaptive,0.02,0.0,19,1500,3,0.012666666666666666,0.007642918539229586,0.019710167820817696,stageb_only_pooled
regression,100,16,maxt,adaptive,0.02,0.2,14,600,3,0.023333333333333334,0.012813903037115344,0.038839718601920356,stageb_only_pooled
regression,100,16,maxt,adaptive,0.02,0.4,73,600,3,0.12166666666666667,0.09659142144262026,0.1505340845516041,stageb_only_pooled
regression,100,16,maxt,adaptive,0.02,0.8,425,600,3,0.7083333333333334,0.6701671437627345,0.7444342688695584,stageb_only_pooled
regression,100,16,maxt,adaptive,0.05,0.0,35,1500,3,0.023333333333333334,0.016305077117125758,0.03230270204903645,stageb_only_pooled
regression,100,16,maxt,adaptive,0.05,0.2,41,600,3,0.06833333333333333,0.04948000346230215,0.09156272540292816,stageb_only_pooled
regression,100,16,maxt,adaptive,0.05,0.4,126,600,3,0.21,0.17806987825012063,0.24481448631894373,stageb_only_pooled
regression,100,16,maxt,adaptive,0.05,0.8,484,600,3,0.8066666666666666,0.7727549331598051,0.8375252302514221,stageb_only_pooled
regression,100,16,maxt,adaptive,0.1,0.0,99,1500,3,0.066,0.05396189365961604,0.07976929759143356,stageb_only_pooled
regression,100,16,maxt,adaptive,0.1,0.2,65,600,3,0.10833333333333334,0.08460967582501777,0.1359907002222708,stageb_only_pooled
regression,100,16,maxt,adaptive,0.1,0.4,194,600,3,0.3233333333333333,0.286021611976731,0.36239497128901377,stageb_only_pooled
regression,100,16,maxt,adaptive,0.1,0.8,530,600,3,0.8833333333333333,0.8549071438158812,0.907914500842156,stageb_only_pooled
regression,100,16,maxt,adaptive,0.2,0.0,214,1500,3,0.14266666666666666,0.12534753904234935,0.16139750262442504,stageb_only_pooled
regression,100,16,maxt,adaptive,0.2,0.2,122,600,3,0.20333333333333334,0.1718215559237464,0.23779690624361907,stageb_only_pooled
regression,100,16,maxt,adaptive,0.2,0.4,278,600,3,0.4633333333333333,0.4228655660576523,0.5041636623885866,stageb_only_pooled
regression,100,16,maxt,adaptive,0.2,0.8,559,600,3,0.9316666666666666,0.9084372745970718,0.9505199965376978,stageb_only_pooled
regression,100,16,maxt,adaptive,0.35,0.0,117,500,1,0.234,0.1975563648242704,0.27362232176422174,stageb_only_pooled
regression,100,16,maxt,adaptive,0.35,0.2,63,200,1,0.315,0.25130532565451774,0.3842776977254271,stageb_only_pooled
regression,100,16,maxt,adaptive,0.35,0.4,106,200,1,0.53,0.45833050041147505,0.6007670588028855,stageb_only_pooled
regression,100,16,maxt,adaptive,0.35,0.8,187,200,1,0.935,0.8914127634961848,0.9649392913430209,stageb_only_pooled
regression,100,16,maxt,adaptive,0.5,0.0,161,500,1,0.322,0.281202391463484,0.36491803195152994,stageb_only_pooled
regression,100,16,maxt,adaptive,0.5,0.2,88,200,1,0.44,0.3700555793390437,0.511749730925303,stageb_only_pooled
regression,100,16,maxt,adaptive,0.5,0.4,125,200,1,0.625,0.5539486258174146,0.6922861517823592,stageb_only_pooled
regression,100,16,maxt,adaptive,0.5,0.8,190,200,1,0.95,0.9099724622986486,0.9757658345278915,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.02,0.0,24,1500,3,0.016,0.01027770409776163,0.023713695096128657,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.02,0.2,17,600,3,0.028333333333333332,0.01658998713464002,0.04497772635255595,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.02,0.4,86,600,3,0.14333333333333334,0.1162737391357816,0.17395858962230182,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.02,0.8,458,600,3,0.7633333333333333,0.7272413003570726,0.7968097010552704,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.05,0.0,47,1500,3,0.03133333333333333,0.023111501734855006,0.04145052352390676,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.05,0.2,44,600,3,0.07333333333333333,0.05378665416692113,0.09719857887013991,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.05,0.4,147,600,3,0.245,0.21107945873497427,0.28145252455038355,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.05,0.8,504,600,3,0.84,0.8081717760442246,0.868434663305502,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.1,0.0,104,1500,3,0.06933333333333333,0.056998417402828384,0.08338486829501707,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.1,0.2,68,600,3,0.11333333333333333,0.08908990023238993,0.14145716721271306,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.1,0.4,201,600,3,0.335,0.2972923547270843,0.3743415916132304,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.1,0.8,541,600,3,0.9016666666666666,0.8749923343195354,0.9242996783772297,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.2,0.0,210,1500,3,0.14,0.12282492060148899,0.15859759093042586,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.2,0.2,134,600,3,0.22333333333333333,0.1906054977657513,0.2588109946117602,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.2,0.4,284,600,3,0.47333333333333333,0.43276555257047294,0.5141647865885817,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.2,0.8,560,600,3,0.9333333333333333,0.9103224678290975,0.9519487629661394,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.35,0.0,111,500,1,0.222,0.18630734598641566,0.2610168116937048,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.35,0.2,62,200,1,0.31,0.24665803744172576,0.37907704052032576,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.35,0.4,108,200,1,0.54,0.4682761019919555,0.6105205699705166,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.35,0.8,189,200,1,0.945,0.9037223555660872,0.9722277454479935,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.5,0.0,165,500,1,0.33,0.28889559042122726,0.3731291441545266,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.5,0.2,89,200,1,0.445,0.37490109471850996,0.5167536888074262,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.5,0.4,128,200,1,0.64,0.5692860539812827,0.7064952791088333,stageb_only_pooled
regression,100,16,maxt,exhaustive,0.5,0.8,191,200,1,0.955,0.916297311924146,0.9792195777729956,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.02,0.0,6,1500,3,0.004,0.0014693009117972876,0.008685842245365153,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.02,0.2,7,600,3,0.011666666666666667,0.004703117270891804,0.02388932230979506,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.02,0.4,54,600,3,0.09,0.06833347706018537,0.11579873977705123,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.02,0.8,390,600,3,0.65,0.6103361950420615,0.6881788281111945,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.05,0.0,19,1500,3,0.012666666666666666,0.007642918539229586,0.019710167820817696,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.05,0.2,18,600,3,0.03,0.017874802357880564,0.04699961041127929,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.05,0.4,84,600,3,0.14,0.11323034869896818,0.17036993286364222,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.05,0.8,457,600,3,0.7616666666666667,0.7255011212115434,0.7952332930532073,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.1,0.0,28,1500,3,0.018666666666666668,0.012438806903276976,0.026866222449979358,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.1,0.2,28,600,3,0.04666666666666667,0.031230315570039663,0.06674258151340016,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.1,0.4,108,600,3,0.18,0.15006322116013457,0.2131255988500466,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.1,0.8,496,600,3,0.8266666666666667,0.7939570696853638,0.8561193815664916,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.2,0.0,50,1500,3,0.03333333333333333,0.024839813933980732,0.04371159884020647,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.2,0.2,50,600,3,0.08333333333333333,0.06248244273001311,0.1083901457585295,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.2,0.4,158,600,3,0.2633333333333333,0.22849616073450643,0.3005187835394663,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.2,0.8,518,600,3,0.8633333333333333,0.8332239665560026,0.8898077235069592,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.35,0.0,28,500,1,0.056,0.03753044447502219,0.0799213006043601,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.35,0.2,24,200,1,0.12,0.07842024799636271,0.1732723511641222,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.35,0.4,64,200,1,0.32,0.25596118763995773,0.38946988506165814,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.35,0.8,173,200,1,0.865,0.8096908273166017,0.9091128982451022,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.5,0.0,36,500,1,0.072,0.05093433312513294,0.09828743733685696,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.5,0.2,28,200,1,0.14,0.0950875173590198,0.19594526111961424,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.5,0.4,72,200,1,0.36,0.2935047208911668,0.43071394601871726,stageb_only_pooled
regression,100,64,bonferroni,adaptive,0.5,0.8,179,200,1,0.895,0.8439812944524971,0.9338187729712882,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.02,0.0,6,1500,3,0.004,0.0014693009117972876,0.008685842245365153,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.02,0.2,7,600,3,0.011666666666666667,0.004703117270891804,0.02388932230979506,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.02,0.4,55,600,3,0.09166666666666666,0.06980232492785372,0.11764494432242274,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.02,0.8,393,600,3,0.655,0.6154389564527067,0.6930264259283765,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.05,0.0,20,1500,3,0.013333333333333334,0.008162854513771585,0.020517459360976174,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.05,0.2,19,600,3,0.03166666666666667,0.01917090026733212,0.049010998614013694,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.05,0.4,86,600,3,0.14333333333333334,0.1162737391357816,0.17395858962230182,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.05,0.8,459,600,3,0.765,0.728982196719016,0.7983853867640842,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.1,0.0,28,1500,3,0.018666666666666668,0.012438806903276976,0.026866222449979358,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.1,0.2,28,600,3,0.04666666666666667,0.031230315570039663,0.06674258151340016,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.1,0.4,111,600,3,0.185,0.15471048970528364,0.21842739133879838,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.1,0.8,495,600,3,0.825,0.7921849121887271,0.854575237342696,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.2,0.0,52,1500,3,0.034666666666666665,0.025996949563061672,0.04521418846678697,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.2,0.2,50,600,3,0.08333333333333333,0.06248244273001311,0.1083901457585295,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.2,0.4,159,600,3,0.265,0.2300834742902835,0.302248127147362,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.2,0.8,518,600,3,0.8633333333333333,0.8332239665560026,0.8898077235069592,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.35,0.0,29,500,1,0.058,0.03918386879718779,0.08223822089383528,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.35,0.2,24,200,1,0.12,0.07842024799636271,0.1732723511641222,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.35,0.4,64,200,1,0.32,0.25596118763995773,0.38946988506165814,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.35,0.8,172,200,1,0.86,0.8040547388803858,0.9049124826409802,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.5,0.0,37,500,1,0.074,0.05263510854899523,0.10055887474646992,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.5,0.2,28,200,1,0.14,0.0950875173590198,0.19594526111961424,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.5,0.4,72,200,1,0.36,0.2935047208911668,0.43071394601871726,stageb_only_pooled
regression,100,64,bonferroni,exhaustive,0.5,0.8,179,200,1,0.895,0.8439812944524971,0.9338187729712882,stageb_only_pooled
regression,100,64,maxt,adaptive,0.02,0.0,15,1500,3,0.01,0.0056074208232526025,0.016439920118288244,stageb_only_pooled
regression,100,64,maxt,adaptive,0.02,0.2,18,600,3,0.03,0.017874802357880564,0.04699961041127929,stageb_only_pooled
regression,100,64,maxt,adaptive,0.02,0.4,79,600,3,0.13166666666666665,0.10564550201604558,0.16137500234025012,stageb_only_pooled
regression,100,64,maxt,adaptive,0.02,0.8,437,600,3,0.7283333333333334,0.6908408732251363,0.7635608596930097,stageb_only_pooled
regression,100,64,maxt,adaptive,0.05,0.0,43,1500,3,0.028666666666666667,0.020822205195245514,0.03842107306837108,stageb_only_pooled
regression,100,64,maxt,adaptive,0.05,0.2,42,600,3,0.07,0.05091223702773054,0.0934445597091623,stageb_only_pooled
regression,100,64,maxt,adaptive,0.05,0.4,130,600,3,0.21666666666666667,0.18433133970757878,0.2518190377475857,stageb_only_pooled
regression,100,64,maxt,adaptive,0.05,0.8,495,600,3,0.825,0.7921849121887271,0.854575237342696,stageb_only_pooled
regression,100,64,maxt,adaptive,0.1,0.0,98,1500,3,0.06533333333333333,0.05335567221309825,0.07904511450039461,stageb_only_pooled
regression,100,64,maxt,adaptive,0.1,0.2,71,600,3,0.11833333333333333,0.09358583418685677,0.1469082098685351,stageb_only_pooled
regression,100,64,maxt,adaptive,0.1,0.4,200,600,3,0.3333333333333333,0.2956806515050697,0.37263652274520903,stageb_only_pooled
regression,100,64,maxt,adaptive,0.1,0.8,537,600,3,0.895,0.8676626346203813,0.9183679423144768,stageb_only_pooled
regression,100,64,maxt,adaptive,0.2,0.0,208,1500,3,0.13866666666666666,0.12156441564170566,0.1571968354758515,stageb_only_pooled
regression,100,64,maxt,adaptive,0.2,0.2,123,600,3,0.205,0.1733823791388963,0.23955254777436794,stageb_only_pooled
regression,100,64,maxt,adaptive,0.2,0.4,284,600,3,0.47333333333333333,0.43276555257047294,0.5141647865885817,stageb_only_pooled
regression,100,64,maxt,adaptive,0.2,0.8,567,600,3,0.945,0.9236235234824541,0.9618417498704462,stageb_only_pooled
regression,100,64,maxt,adaptive,0.35,0.0,111,500,1,0.222,0.18630734598641566,0.2610168116937048,stageb_only_pooled
regression,100,64,maxt,adaptive,0.35,0.2,60,200,1,0.3,0.23738964407544727,0.3686498754590013,stageb_only_pooled
regression,100,64,maxt,adaptive,0.35,0.4,111,200,1,0.555,0.4832463111925737,0.62509890528149,stageb_only_pooled
regression,100,64,maxt,adaptive,0.35,0.8,190,200,1,0.95,0.9099724622986486,0.9757658345278915,stageb_only_pooled
regression,100,64,maxt,adaptive,0.5,0.0,160,500,1,0.32,0.2792812227441578,0.3628631328181406,stageb_only_pooled
regression,100,64,maxt,adaptive,0.5,0.2,88,200,1,0.44,0.3700555793390437,0.511749730925303,stageb_only_pooled
regression,100,64,maxt,adaptive,0.5,0.4,127,200,1,0.635,0.5641659702100028,0.7017665736329881,stageb_only_pooled
regression,100,64,maxt,adaptive,0.5,0.8,191,200,1,0.955,0.916297311924146,0.9792195777729956,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.02,0.0,21,1500,3,0.014,0.008686549836516655,0.02132123402357071,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.02,0.2,24,600,3,0.04,0.02579399301364243,0.058934280187772574,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.02,0.4,86,600,3,0.14333333333333334,0.1162737391357816,0.17395858962230182,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.02,0.8,466,600,3,0.7766666666666666,0.7411890053882397,0.8093945022342487,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.05,0.0,53,1500,3,0.035333333333333335,0.026576912587347023,0.04596412442008721,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.05,0.2,50,600,3,0.08333333333333333,0.06248244273001311,0.1083901457585295,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.05,0.4,155,600,3,0.25833333333333336,0.22373812984665106,0.29532686616094106,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.05,0.8,513,600,3,0.855,0.8242490005990414,0.8822026200437929,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.1,0.0,115,1500,3,0.07666666666666666,0.06370824900582209,0.09131001375546896,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.1,0.2,78,600,3,0.13,0.10413275416747798,0.15957185801584498,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.1,0.4,212,600,3,0.35333333333333333,0.31505545966411913,0.39306309822405416,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.1,0.8,550,600,3,0.9166666666666666,0.8916098542414705,0.9375175572699869,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.2,0.0,211,1500,3,0.14066666666666666,0.12345537534433336,0.15929776757162173,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.2,0.2,124,600,3,0.20666666666666667,0.17494404561969695,0.241307353374262,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.2,0.4,290,600,3,0.48333333333333334,0.44268154929009457,0.5241499089323107,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.2,0.8,563,600,3,0.9383333333333334,0.9159993874044593,0.956213003340447,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.35,0.0,115,500,1,0.23,0.19380196825952198,0.2694251668461727,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.35,0.2,63,200,1,0.315,0.25130532565451774,0.3842776977254271,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.35,0.4,109,200,1,0.545,0.4732592475189884,0.6153869579610831,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.35,0.8,190,200,1,0.95,0.9099724622986486,0.9757658345278915,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.5,0.0,158,500,1,0.316,0.275441471985156,0.3587507603440033,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.5,0.2,83,200,1,0.415,0.3459336681807803,0.48662468561680267,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.5,0.4,124,200,1,0.62,0.5488512420834482,0.6875345648223293,stageb_only_pooled
regression,100,64,maxt,exhaustive,0.5,0.8,191,200,1,0.955,0.916297311924146,0.9792195777729956,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.02,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.02,0.2,5,600,3,0.008333333333333333,0.002711187903856663,0.019339350208704958,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.02,0.4,47,600,3,0.07833333333333334,0.05812162409921535,0.10280693612376407,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.02,0.8,373,600,3,0.6216666666666667,0.5815058441740111,0.6606235523023951,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.05,0.0,16,1500,3,0.010666666666666666,0.006108868903649251,0.01726434063763466,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.05,0.2,10,600,3,0.016666666666666666,0.008020507036798895,0.03043645949892882,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.05,0.4,72,600,3,0.12,0.09508781818849606,0.1487219430695948,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.05,0.8,437,600,3,0.7283333333333334,0.6908408732251363,0.7635608596930097,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.1,0.0,24,1500,3,0.016,0.01027770409776163,0.023713695096128657,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.1,0.2,23,600,3,0.03833333333333333,0.024452463612503538,0.056965553387460115,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.1,0.4,97,600,3,0.16166666666666665,0.13310094585467155,0.19360881912666686,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.1,0.8,480,600,3,0.8,0.7657169150757219,0.8312975296288342,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.2,0.0,40,1500,3,0.02666666666666667,0.019117869613299917,0.0361367406976768,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.2,0.2,38,600,3,0.06333333333333334,0.045204599944011443,0.08589660185670903,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.2,0.4,139,600,3,0.23166666666666666,0.19846543010181233,0.26753383788305624,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.2,0.8,514,600,3,0.8566666666666667,0.8260414103776982,0.8837262608642185,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.35,0.0,19,500,1,0.038,0.02303077080624761,0.05870729046322855,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.35,0.2,20,200,1,0.1,0.062159366254066095,0.15021278786775577,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.35,0.4,60,200,1,0.3,0.23738964407544727,0.3686498754590013,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.35,0.8,170,200,1,0.85,0.7928412963314493,0.8964504764781374,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.5,0.0,26,500,1,0.052,0.034245698082767936,0.07526637103062216,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.5,0.2,20,200,1,0.1,0.062159366254066095,0.15021278786775577,stageb_only_pooled
regression,100,256,bonferroni,adaptive,0.5,0.4,64,200,1,0.32,0.25596118763995773,0.38946988506165814,stageb_only_pooled
