task,n,k,threshold_test,stopping,nominal_alpha,effect,splits,replicates,n_shards,rate,ci_low,ci_high,study
classification,200,16,maxt,exhaustive,0.02,0.1,275,600,3,0.4583333333333333,0.41792159544500246,0.4991570817750391,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.02,0.2,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.05,0.0,58,1500,3,0.03866666666666667,0.02948970879826135,0.049701145149419465,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.05,0.05,102,600,3,0.17,0.14079541181637076,0.20249556724008794,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.05,0.1,364,600,3,0.6066666666666667,0.5662998290555505,0.6459782029665044,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.05,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.1,0.0,113,1500,3,0.07533333333333334,0.062485441871565135,0.08987188205407508,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.1,0.05,152,600,3,0.25333333333333335,0.21898604992312673,0.2901290340877973,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.1,0.1,418,600,3,0.6966666666666667,0.6581468873879719,0.7332374742914427,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.1,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.2,0.0,204,1500,3,0.136,0.11904504685827356,0.1543936931098373,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.2,0.05,208,600,3,0.3466666666666667,0.30858892654937653,0.38626247579778616,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.2,0.1,469,600,3,0.7816666666666666,0.74643180850317,0.8141012945660941,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.2,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.35,0.0,214,1000,2,0.214,0.18895263961063302,0.24074317855997246,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.35,0.05,177,400,2,0.4425,0.39315940841387825,0.49269753068642236,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.35,0.1,333,400,2,0.8325,0.7922245706674419,0.8677683189144295,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.5,0.0,291,1000,2,0.291,0.2629972176857616,0.32023904389549707,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.5,0.05,210,400,2,0.525,0.47478253293699013,0.5748449488377447,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.5,0.1,349,400,2,0.8725,0.8357879415626545,0.9035749266956374,stageb_only_pooled
classification,200,16,maxt,exhaustive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.02,0.0,3,1500,3,0.002,0.0004126381429006493,0.005833621858616864,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.02,0.05,31,600,3,0.051666666666666666,0.03537138076815319,0.07253795599311111,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.02,0.1,167,600,3,0.2783333333333333,0.24280488644924242,0.3160601025498216,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.02,0.2,596,600,3,0.9933333333333333,0.9830192932606833,0.9981806583658572,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.05,0.0,12,1500,3,0.008,0.004140350842847095,0.013932651519892625,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.05,0.05,47,600,3,0.07833333333333334,0.05812162409921535,0.10280693612376407,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.05,0.1,230,600,3,0.38333333333333336,0.34425390364668235,0.4235671444699169,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.05,0.2,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.1,0.0,22,1500,3,0.014666666666666666,0.009213741369787639,0.022121728073354073,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.1,0.05,57,600,3,0.095,0.07274691001454957,0.12133062092934678,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.1,0.1,279,600,3,0.465,0.42451444957383233,0.5058316299427627,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.1,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.2,0.0,40,1500,3,0.02666666666666667,0.019117869613299917,0.0361367406976768,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.2,0.05,89,600,3,0.14833333333333334,0.1208484601688217,0.1793320718950151,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.2,0.1,334,600,3,0.5566666666666666,0.5158868493511698,0.596886105690546,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.2,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.35,0.0,47,1000,2,0.047,0.03473506226679597,0.062012630693305155,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.35,0.05,71,400,2,0.1775,0.14131082852445898,0.2185411298668712,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.35,0.1,248,400,2,0.62,0.570436116464301,0.6677741634894266,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.5,0.0,59,1000,2,0.059,0.04521335440279659,0.07544907308424077,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.5,0.05,78,400,2,0.195,0.15730325192352582,0.23727879294318618,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.5,0.1,264,400,2,0.66,0.6112739562844376,0.706337836679156,stageb_only_pooled
classification,200,64,bonferroni,adaptive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.02,0.0,3,1500,3,0.002,0.0004126381429006493,0.005833621858616864,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.02,0.05,31,600,3,0.051666666666666666,0.03537138076815319,0.07253795599311111,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.02,0.1,169,600,3,0.2816666666666667,0.24599146847014813,0.3195069014418096,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.02,0.2,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.05,0.0,13,1500,3,0.008666666666666666,0.0046224727145726405,0.01477466666740575,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.05,0.05,47,600,3,0.07833333333333334,0.05812162409921535,0.10280693612376407,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.05,0.1,235,600,3,0.39166666666666666,0.3523926204975243,0.4320125248018608,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.05,0.2,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.1,0.0,22,1500,3,0.014666666666666666,0.009213741369787639,0.022121728073354073,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.1,0.05,56,600,3,0.09333333333333334,0.07127348780534473,0.11948888690486278,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.1,0.1,279,600,3,0.465,0.42451444957383233,0.5058316299427627,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.1,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.2,0.0,40,1500,3,0.02666666666666667,0.019117869613299917,0.0361367406976768,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.2,0.05,89,600,3,0.14833333333333334,0.1208484601688217,0.1793320718950151,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.2,0.1,337,600,3,0.5616666666666666,0.5209095955370662,0.6018138950614089,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.2,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.35,0.0,47,1000,2,0.047,0.03473506226679597,0.062012630693305155,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.35,0.05,72,400,2,0.18,0.1435875835189853,0.22122569809595713,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.35,0.1,249,400,2,0.6225,0.5729782861394235,0.670194631328324,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.5,0.0,58,1000,2,0.058,0.04433286025282071,0.0743364953823516,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.5,0.05,79,400,2,0.1975,0.1595980154959599,0.2399456155850446,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.5,0.1,264,400,2,0.66,0.6112739562844376,0.706337836679156,stageb_only_pooled
classification,200,64,bonferroni,exhaustive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,maxt,adaptive,0.02,0.0,17,1500,3,0.011333333333333334,0.006615559886822454,0.018083932361817392,stageb_only_pooled
classification,200,64,maxt,adaptive,0.02,0.05,63,600,3,0.105,0.08163205768552313,0.13233736537961868,stageb_only_pooled
classification,200,64,maxt,adaptive,0.02,0.1,275,600,3,0.4583333333333333,0.41792159544500246,0.4991570817750391,stageb_only_pooled
classification,200,64,maxt,adaptive,0.02,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,maxt,adaptive,0.05,0.0,53,1500,3,0.035333333333333335,0.026576912587347023,0.04596412442008721,stageb_only_pooled
classification,200,64,maxt,adaptive,0.05,0.05,104,600,3,0.17333333333333334,0.1438806184335084,0.20604293031463616,stageb_only_pooled
classification,200,64,maxt,adaptive,0.05,0.1,344,600,3,0.5733333333333334,0.5326452079922596,0.6132961787903528,stageb_only_pooled
classification,200,64,maxt,adaptive,0.05,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,adaptive,0.1,0.0,115,1500,3,0.07666666666666666,0.06370824900582209,0.09131001375546896,stageb_only_pooled
classification,200,64,maxt,adaptive,0.1,0.05,140,600,3,0.23333333333333334,0.20003965514632138,0.2692761844708373,stageb_only_pooled
classification,200,64,maxt,adaptive,0.1,0.1,414,600,3,0.69,0.6512907257701388,0.7268266920744293,stageb_only_pooled
classification,200,64,maxt,adaptive,0.1,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,adaptive,0.2,0.0,216,1500,3,0.144,0.1266096399320322,0.16279667131313633,stageb_only_pooled
classification,200,64,maxt,adaptive,0.2,0.05,206,600,3,0.3433333333333333,0.3053587373941435,0.38285909721476485,stageb_only_pooled
classification,200,64,maxt,adaptive,0.2,0.1,475,600,3,0.7916666666666666,0.7569386695347258,0.82349345220449,stageb_only_pooled
classification,200,64,maxt,adaptive,0.2,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,adaptive,0.35,0.0,231,1000,2,0.231,0.20520047479036332,0.2583934768882578,stageb_only_pooled
classification,200,64,maxt,adaptive,0.35,0.05,184,400,2,0.46,0.4103619879788816,0.510234078224028,stageb_only_pooled
classification,200,64,maxt,adaptive,0.35,0.1,331,400,2,0.8275,0.786836142763367,0.8632344149993469,stageb_only_pooled
classification,200,64,maxt,adaptive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,maxt,adaptive,0.5,0.0,310,1000,2,0.31,0.28142959036308085,0.3396938310373202,stageb_only_pooled
classification,200,64,maxt,adaptive,0.5,0.05,223,400,2,0.5575,0.5073024693135777,0.6068405915861217,stageb_only_pooled
classification,200,64,maxt,adaptive,0.5,0.1,349,400,2,0.8725,0.8357879415626545,0.9035749266956374,stageb_only_pooled
classification,200,64,maxt,adaptive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.02,0.0,20,1500,3,0.013333333333333334,0.008162854513771585,0.020517459360976174,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.02,0.05,66,600,3,0.11,0.08610128128108312,0.13781462493299237,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.02,0.1,291,600,3,0.485,0.44433576864521396,0.5258125433442681,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.02,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.05,0.0,59,1500,3,0.03933333333333333,0.030074710968819165,0.05044616448541727,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.05,0.05,111,600,3,0.185,0.15471048970528364,0.21842739133879838,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.05,0.1,353,600,3,0.5883333333333334,0.5477667949847653,0.6280261236462301,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.05,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.1,0.0,112,1500,3,0.07466666666666667,0.06187449561659421,0.089152364213688,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.1,0.05,150,600,3,0.25,0.21582135971662667,0.28666047073396517,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.1,0.1,429,600,3,0.715,0.6770487235223702,0.7508195129272803,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.1,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.2,0.0,217,1500,3,0.14466666666666667,0.12724088561127922,0.16349606152085092,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.2,0.05,210,600,3,0.35,0.3118211718888055,0.3896638049579385,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.2,0.1,471,600,3,0.785,0.7499309030015664,0.8172352326456198,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.2,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.35,0.0,225,1000,2,0.225,0.1994588714511298,0.2521710001649436,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.35,0.05,181,400,2,0.4525,0.4029820408160311,0.5027258175514026,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.35,0.1,333,400,2,0.8325,0.7922245706674419,0.8677683189144295,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.5,0.0,299,1000,2,0.299,0.27075114115338694,0.3284375890135825,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.5,0.05,214,400,2,0.535,0.4847665590780569,0.5847118954828747,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.5,0.1,349,400,2,0.8725,0.8357879415626545,0.9035749266956374,stageb_only_pooled
classification,200,64,maxt,exhaustive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.02,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.02,0.05,15,600,3,0.025,0.014058299889782964,0.040898861299361045,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.02,0.1,134,600,3,0.22333333333333333,0.1906054977657513,0.2588109946117602,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.02,0.2,589,600,3,0.9816666666666667,0.9674337997201626,0.9908134258475395,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.05,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.05,0.05,30,600,3,0.05,0.03398554721537548,0.07061140603267455,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.05,0.1,186,600,3,0.31,0.2731733079255707,0.34870927422986125,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.05,0.2,596,600,3,0.9933333333333333,0.9830192932606833,0.9981806583658572,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.1,0.0,10,1500,3,0.006666666666666667,0.00320141842259819,0.012225959357031082,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.1,0.05,42,600,3,0.07,0.05091223702773054,0.0934445597091623,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.1,0.1,222,600,3,0.37,0.3312570846039572,0.4100294693308388,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.1,0.2,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.2,0.0,14,1500,3,0.009333333333333334,0.005111746295002836,0.015610209157282038,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.2,0.05,54,600,3,0.09,0.06833347706018537,0.11579873977705123,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.2,0.1,270,600,3,0.45,0.4096906000104027,0.49080383268930045,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.2,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.35,0.0,24,1000,2,0.024,0.015436383233508481,0.03550063853135918,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.35,0.05,38,400,2,0.095,0.06810671552310074,0.12806064599502015,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.35,0.1,207,400,2,0.5175,0.4673073426188135,0.5674318999013106,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.35,0.2,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.5,0.0,31,1000,2,0.031,0.021158171970208632,0.043715085006238906,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.5,0.05,51,400,2,0.1275,0.09642507330436255,0.16421205843734557,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.5,0.1,225,400,2,0.5625,0.5123240493776353,0.6117444589258223,stageb_only_pooled
classification,200,256,bonferroni,adaptive,0.5,0.2,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.02,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.02,0.05,14,600,3,0.023333333333333334,0.012813903037115344,0.038839718601920356,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.02,0.1,135,600,3,0.225,0.19217597252628632,0.2605570636156337,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.02,0.2,591,600,3,0.985,0.9717169716419893,0.9931187054032118,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.05,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.05,0.05,31,600,3,0.051666666666666666,0.03537138076815319,0.07253795599311111,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.05,0.1,189,600,3,0.315,0.2779872863647098,0.3538455291426567,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.05,0.2,596,600,3,0.9933333333333333,0.9830192932606833,0.9981806583658572,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.1,0.0,10,1500,3,0.006666666666666667,0.00320141842259819,0.012225959357031082,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.1,0.05,42,600,3,0.07,0.05091223702773054,0.0934445597091623,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.1,0.1,224,600,3,0.37333333333333335,0.3345033625700917,0.4134168073567123,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.1,0.2,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.2,0.0,15,1500,3,0.01,0.0056074208232526025,0.016439920118288244,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.2,0.05,53,600,3,0.08833333333333333,0.06686700244672375,0.11395021744332774,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.2,0.1,270,600,3,0.45,0.4096906000104027,0.49080383268930045,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.2,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.35,0.0,24,1000,2,0.024,0.015436383233508481,0.03550063853135918,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.35,0.05,37,400,2,0.0925,0.06596594259068851,0.1252433130966568,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.35,0.1,208,400,2,0.52,0.46979785258354284,0.5699041370951576,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.35,0.2,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.5,0.0,31,1000,2,0.031,0.021158171970208632,0.043715085006238906,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.5,0.05,51,400,2,0.1275,0.09642507330436255,0.16421205843734557,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.5,0.1,226,400,2,0.565,0.5148367060596162,0.6141945225463443,stageb_only_pooled
classification,200,256,bonferroni,exhaustive,0.5,0.2,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
classification,200,256,maxt,adaptive,0.02,0.0,23,1500,3,0.015333333333333332,0.009744195585338136,0.022919152169612367,stageb_only_pooled
classification,200,256,maxt,adaptive,0.02,0.05,57,600,3,0.095,0.07274691001454957,0.12133062092934678,stageb_only_pooled
classification,200,256,maxt,adaptive,0.02,0.1,274,600,3,0.45666666666666667,0.4162744997491568,0.4974873277739653,stageb_only_pooled
classification,200,256,maxt,adaptive,0.02,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,maxt,adaptive,0.05,0.0,59,1500,3,0.03933333333333333,0.030074710968819165,0.05044616448541727,stageb_only_pooled
classification,200,256,maxt,adaptive,0.05,0.05,99,600,3,0.165,0.13617548841079402,0.19716672467778915,stageb_only_pooled
classification,200,256,maxt,adaptive,0.05,0.1,349,600,3,0.5816666666666667,0.5410414860694442,0.6214840925557894,stageb_only_pooled
classification,200,256,maxt,adaptive,0.05,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,maxt,adaptive,0.1,0.0,109,1500,3,0.07266666666666667,0.06004353171342544,0.08699195807171385,stageb_only_pooled
classification,200,256,maxt,adaptive,0.1,0.05,145,600,3,0.24166666666666667,0.20792166901224268,0.27797710588281854,stageb_only_pooled
classification,200,256,maxt,adaptive,0.1,0.1,413,600,3,0.6883333333333334,0.6495780861999817,0.7252225895554743,stageb_only_pooled
classification,200,256,maxt,adaptive,0.1,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,256,maxt,adaptive,0.2,0.0,217,1500,3,0.14466666666666667,0.12724088561127922,0.16349606152085092,stageb_only_pooled
classification,200,256,maxt,adaptive,0.2,0.05,207,600,3,0.345,0.30697357407162357,0.3845610435472933,stageb_only_pooled
classification,200,256,maxt,adaptive,0.2,0.1,476,600,3,0.7933333333333333,0.758692646625738,0.8250559543803031,stageb_only_pooled
classification,200,256,maxt,adaptive,0.2,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,256,maxt,adaptive,0.35,0.0,233,1000,2,0.233,0.20711600666527022,0.2604659791245266,stageb_only_pooled
classification,200,256,maxt,adaptive,0.35,0.05,179,400,2,0.4475,0.39806824729452833,0.4977141476205652,stageb_only_pooled
classification,200,256,maxt,adaptive,0.35,0.1,331,400,2,0.8275,0.786836142763367,0.8632344149993469,stageb_only_pooled
classification,200,256,maxt,adaptive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,256,maxt,adaptive,0.5,0.0,308,1000,2,0.308,0.2794866299005828,0.3376486619974949,stageb_only_pooled
classification,200,256,maxt,adaptive,0.5,0.05,211,400,2,0.5275,0.47727670488244056,0.5773135216501505,stageb_only_pooled
classification,200,256,maxt,adaptive,0.5,0.1,349,400,2,0.8725,0.8357879415626545,0.9035749266956374,stageb_only_pooled
classification,200,256,maxt,adaptive,0.5,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.02,0.0,23,1500,3,0.015333333333333332,0.009744195585338136,0.022919152169612367,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.02,0.05,61,600,3,0.10166666666666667,0.07866216001520317,0.12867646264539717,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.02,0.1,293,600,3,0.48833333333333334,0.4476455372385919,0.529136482659928,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.02,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.05,0.0,59,1500,3,0.03933333333333333,0.030074710968819165,0.05044616448541727,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.05,0.05,112,600,3,0.18666666666666668,0.15626148849905255,0.22019276549494096,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.05,0.1,365,600,3,0.6083333333333333,0.5679874751981392,0.6476073795024757,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.05,0.2,599,600,3,0.9983333333333333,0.9907492277206255,0.9999578045436128,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.1,0.0,113,1500,3,0.07533333333333334,0.062485441871565135,0.08987188205407508,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.1,0.05,149,600,3,0.24833333333333332,0.21424003687309048,0.2849251733539128,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.1,0.1,431,600,3,0.7183333333333334,0.6804930985581904,0.7540085315298519,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.1,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.2,0.0,217,1500,3,0.14466666666666667,0.12724088561127922,0.16349606152085092,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.2,0.05,211,600,3,0.3516666666666667,0.31343806131359925,0.391363705249615,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.2,0.1,470,600,3,0.7833333333333333,0.7481809622524143,0.8156686602924212,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.2,0.2,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.35,0.0,231,1000,2,0.231,0.20520047479036332,0.2583934768882578,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.35,0.05,179,400,2,0.4475,0.39806824729452833,0.4977141476205652,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.35,0.1,334,400,2,0.835,0.7949230893668074,0.8700308927157041,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.35,0.2,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.5,0.0,300,1000,2,0.3,0.27172111212914446,0.329461678697366,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.5,0.05,213,400,2,0.5325,0.48226871689638046,0.5822469961201584,stageb_only_pooled
classification,200,256,maxt,exhaustive,0.5,0.1,349,400,2,0.8725,0.8357879415626545,0.9035749266956374,stageb_only_pooled
