method,avg_rank,std_rank,cd
pi,1.0,0.0,21.448023533674693
lgbm,2.0,0.0,21.448023533674693
cif,3.0,0.0,21.448023533674693
r_ctree,4.0,0.0,21.448023533674693
cpi,5.0,0.0,21.448023533674693
et,6.0,0.0,21.448023533674693
rfe,7.0,0.0,21.448023533674693
ptest_rdc,8.0,0.0,21.448023533674693
xgb,9.0,0.0,21.448023533674693
cit,10.0,0.0,21.448023533674693
boruta,11.0,0.0,21.448023533674693
ptest_mc,12.0,0.0,21.448023533674693
rf,13.0,0.0,21.448023533674693
r_cforest,14.0,0.0,21.448023533674693
cat,15.0,0.0,21.448023533674693
