method,avg_rank,std_rank,cd
boruta,6.5,1.0,16.311219536000955
cif,6.5,1.0,16.311219536000955
cit,6.5,1.0,16.311219536000955
lgbm,6.5,1.0,16.311219536000955
pi,6.5,1.0,16.311219536000955
ptest_pc,6.5,1.0,16.311219536000955
ptest_rdc,6.5,1.0,16.311219536000955
r_ctree,6.5,1.0,16.311219536000955
rf,6.5,1.0,16.311219536000955
rfe,6.5,1.0,16.311219536000955
cat,7.0,6.0,16.311219536000955
et,10.25,2.75,16.311219536000955
ptest_dc,10.25,2.75,16.311219536000955
cpi,13.75,0.75,16.311219536000955
xgb,13.75,0.75,16.311219536000955
r_cforest,16.0,0.0,16.311219536000955
