method,avg_rank,std_rank,cd
cat,4.0,2.637521893583148,4.289604706734938
lgbm,4.5,2.1918822564378218,4.289604706734938
rfe,4.695652173913044,3.3774801851019265,4.289604706734938
rf,4.978260869565218,3.591893835186588,4.289604706734938
et,5.369565217391305,3.34669659094362,4.289604706734938
xgb,5.826086956521739,2.8840215568307825,4.289604706734938
boruta,6.543478260869565,3.647253414134904,4.289604706734938
cif,7.173913043478261,2.8076320506022507,4.289604706734938
ptest_rdc,8.978260869565217,3.7255821280461174,4.289604706734938
ptest_mc,9.065217391304348,3.4650564579944216,4.289604706734938
pi,10.521739130434783,2.8985688405230983,4.289604706734938
cit,10.695652173913043,2.3670708850115134,4.289604706734938
r_ctree,12.391304347826088,3.1310385891111014,4.289604706734938
cpi,12.521739130434783,3.198091349504131,4.289604706734938
r_cforest,12.73913043478261,1.5664246551871144,4.289604706734938
