task,dataset_source,dataset_type,variant,n_runs,n_success,mean_elapsed_seconds,median_elapsed_seconds,p25_elapsed_seconds,p75_elapsed_seconds,mean_elapsed_ratio_vs_default,median_elapsed_ratio_vs_default,mean_elapsed_speedup_vs_default,median_elapsed_speedup_vs_default,mean_depth,mean_max_depth,mean_features_used,mean_importance_nonzero_count,mean_precision_at_10,mean_recall_at_10,mean_f1_at_10,changes_statistical_rule
clf,real,real_digits,cit_no_bonferroni,5,5,0.08723370659999427,0.087238482999993,0.0871760150000113,0.0929414879999797,0.15887866633797473,0.18219184607072567,11.42968828550448,5.488719838822022,12.8,12.8,29.6,29.6,,,,True
clf,real,real_digits,cit_no_feature_mute,5,5,0.4798252459999901,0.4795430339999882,0.4791207539999789,0.5008444759999975,0.8778371120528347,1.0013292608298607,2.0994816397527556,0.9986725037588944,9.6,9.6,18.6,18.6,,,,False
clf,real,real_digits,cit_no_feature_scan,5,5,2.901528389599997,2.677748514000001,2.3853255980000085,3.2733179989999996,5.567885543454462,4.824984460371073,0.3807049248340656,0.20725455350442587,11.8,11.8,35.8,35.8,,,,False
clf,real,real_digits,cit_no_threshold_scan,5,5,1.682011821400002,1.718760602999993,1.5232925010000002,1.8363637650000155,3.206308804266075,3.3170228799503363,0.6556701299408227,0.3014751589578943,12.8,12.8,28.6,28.6,,,,False
clf,real,real_iris,cit_default,5,5,0.039124952999998144,0.0391023809999921,0.0390932890000073,0.0391232749999943,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,,,,False
clf,real,real_iris,cit_exact_thresholds,5,5,0.09564274900000382,0.036233033000002,0.0362261710000098,0.0362413000000003,2.435311177042203,0.9268310285250309,0.8870415225865592,1.0789453192901959,3.0,3.0,2.0,2.0,,,,False
clf,real,real_iris,cit_no_adaptive,5,5,0.6878949674000012,0.0386374200000005,0.0296303189999918,0.0433301719999974,17.480023653825235,0.9881091384181516,0.9938444146163888,1.012033955683159,5.4,5.4,2.6,2.6,,,,False
clf,real,real_iris,cit_no_bonferroni,5,5,0.0034642960000013006,0.0033790380000056,0.0033404079999996,0.0033866269999975,0.0885432513555042,0.08583970688332512,11.498620044116453,11.649620394897411,4.0,4.0,2.0,2.0,,,,True
clf,real,real_iris,cit_no_feature_mute,5,5,0.039064462799998936,0.0390186189999894,0.0389927679999999,0.0390645599999999,0.9984590089249779,0.9976460776471878,1.0015491033690764,1.002359476376997,3.0,3.0,2.0,2.0,,,,False
clf,real,real_iris,cit_no_feature_scan,5,5,0.0349196743999982,0.039547732999992,0.0242122719999997,0.0409364850000031,0.8916051090893973,1.01084924511043,1.3568105222438365,0.9892671976925255,4.6,4.6,2.8,2.8,,,,False
clf,real,real_iris,cit_no_threshold_scan,5,5,0.023731576800003002,0.0199859260000039,0.0177657390000121,0.0240784110000049,0.6067285005504648,0.5132319893707922,1.8204930991496977,1.9484366148454066,5.0,5.0,2.0,2.0,,,,False
clf,real,real_openml_madelon,cit_default,5,5,170.4278567594,171.78796602600005,163.68355986899996,177.50974001999998,1.0,1.0,1.0,1.0,7.2,7.2,12.4,12.4,,,,False
clf,real,real_openml_madelon,cit_exact_thresholds,5,5,155.35554953339997,143.36784252200005,142.00924755200003,153.8099674330001,0.9157769294697029,0.8864499526209206,1.1178983668295996,1.1280952715303914,7.4,7.4,11.6,11.6,,,,False
clf,real,real_openml_madelon,cit_no_adaptive,5,5,10.801506917999939,8.9768704789999,8.413943180999922,10.422743194000075,0.06288027605672257,0.05484283507875997,16.975324906290943,18.233922417830822,8.2,8.2,9.0,9.0,,,,False
clf,real,real_openml_madelon,cit_no_bonferroni,5,5,1.4915713580000556,1.4957039369996892,1.43773543000043,1.594747739000013,0.008789057512525681,0.008783627574761237,115.73314176261567,113.84817849898226,15.2,15.2,118.6,118.6,,,,True
clf,real,real_openml_madelon,cit_no_feature_mute,5,5,170.49399267299998,172.80478160599978,164.11008944200012,175.58606657500002,1.000862746232462,1.0026058180390354,0.9992974824652976,0.9974009546003514,7.2,7.2,12.4,12.4,,,,False
clf,real,real_openml_madelon,cit_no_feature_scan,5,5,76.47248055899996,78.35573242700002,68.92497075199981,81.5543579199998,0.44962958701609973,0.45611886699409965,2.252501640438201,2.1924109532898055,8.0,8.0,11.6,11.6,,,,False
clf,real,real_openml_madelon,cit_no_threshold_scan,5,5,268.238720707,282.3907380620003,216.43856128700008,307.21504935699977,1.580636270364331,1.6438330611543568,0.6601010337200209,0.6083342789673333,9.6,9.6,14.0,14.0,,,,False
clf,real,real_openml_optdigits,cit_default,5,5,3.3144720114000052,2.148957875000008,2.0793051830000024,2.4086048830000095,1.0,1.0,1.0,1.0,14.0,14.0,36.8,36.8,,,,False
clf,real,real_openml_optdigits,cit_exact_thresholds,5,5,2.366172006200003,2.370198199000015,2.1066117370000086,2.521170412999993,0.9129713498270698,1.0467347429188048,1.3281340560898491,0.9553518756925125,14.0,14.0,37.2,37.2,,,,False
clf,real,real_openml_optdigits,cit_no_adaptive,5,5,8.899570205200002,7.39962297400001,7.121834833999998,7.872130494000004,3.129984889174021,3.3140876872702645,0.34124192003179854,0.301742166883845,21.0,21.0,47.2,47.2,,,,False
clf,real,real_openml_optdigits,cit_no_bonferroni,5,5,0.23844894619999762,0.2419350090000023,0.2307735009999874,0.2421484520000092,0.09562816331195537,0.10645199129369154,13.836911094597108,9.393906002576216,15.0,15.0,44.0,44.0,,,,True
clf,real,real_openml_optdigits,cit_no_feature_mute,5,5,2.193759625400003,2.153474305000003,2.0914853710000045,2.257437376000013,0.8727336852971297,1.00585781639924,1.49527373386828,0.9941762977791337,14.0,14.0,36.8,36.8,,,,False
clf,real,real_openml_optdigits,cit_no_feature_scan,5,5,5.627115564600001,5.848796241999992,5.672447217000013,6.279113108999979,2.249121245934817,2.6128937163663406,0.596156711694319,0.3827174422504505,16.4,16.4,44.2,44.2,,,,False
clf,real,real_openml_optdigits,cit_no_threshold_scan,5,5,3.2535601638000116,3.4319205830000215,2.863400783000003,3.5882176730000026,1.3467800822954221,1.5529974917849578,1.1128225989187528,0.6439160431937575,14.6,14.6,35.0,35.0,,,,False
clf,real,real_openml_waveform,cit_default,5,5,80.15075493940007,80.04774964700027,79.1982959280001,80.75064437900005,1.0,1.0,1.0,1.0,9.2,9.2,15.4,15.4,,,,False
clf,real,real_openml_waveform,cit_exact_thresholds,5,5,204.20735713139993,204.83244683199996,202.49508543299976,205.71562627699996,2.5494670053286184,2.5568111417080224,0.39250424117692456,0.39111218802495196,9.8,9.8,13.4,13.4,,,,False
clf,real,real_openml_waveform,cit_no_adaptive,5,5,21.19527708860001,20.11964806700007,18.75279540600002,20.65797601899999,0.2634907312708612,0.25134558005346797,3.950760883984052,3.9785859762772553,16.4,16.4,17.4,17.4,,,,False
clf,real,real_openml_waveform,cit_no_bonferroni,5,5,0.9111885631999257,0.901915004999978,0.8905157979997966,0.9289215349999722,0.011375015167583507,0.011546497884339655,88.01954696066447,86.606346791635,14.2,14.2,36.6,36.6,,,,True
clf,real,real_openml_waveform,cit_no_feature_mute,5,5,78.94964961680003,79.16717790100006,77.96973742799997,79.9016590440001,0.98560156190597,0.9982568751979319,1.0153833795327558,1.0017461685918492,9.2,9.2,15.4,15.4,,,,False
clf,real,real_openml_waveform,cit_no_feature_scan,5,5,83.98182825060002,87.277878246,85.75579811099999,89.42989271700003,1.0474725836086534,1.1119164238103119,0.9770960752811518,0.8993481691485435,10.6,10.6,16.6,16.6,,,,False
clf,real,real_openml_waveform,cit_no_threshold_scan,5,5,37.65954090539994,40.176193420999994,35.991100467999786,40.674793235999914,0.4690747327379815,0.4803882014001267,2.1765652368960744,2.0816497929912234,16.4,16.4,14.6,14.6,,,,False
clf,real,real_wine,cit_default,5,5,0.6945371250000022,0.125003074999995,0.1248279520000039,0.1250628129999995,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,,,,False
clf,real,real_wine,cit_exact_thresholds,5,5,0.18088504199999983,0.121882088999996,0.1206690289999983,0.1228396440000096,0.8078060447614999,0.9664008827124658,2.242520987144217,1.0347672667612111,4.0,4.0,4.0,4.0,,,,False
clf,real,real_wine,cit_no_adaptive,5,5,1.102550623000002,0.2150258850000028,0.2130422070000008,0.2276378199999982,1.6588806717259867,1.703481649657134,0.6064947555782246,0.5870330333181304,7.4,7.4,7.0,7.0,,,,False
clf,real,real_wine,cit_no_bonferroni,5,5,0.01234722999999742,0.0121740989999921,0.0108021730000018,0.0139721519999937,0.07740937161726895,0.08641525818466653,50.690124818020664,11.572030460905797,4.8,4.8,5.6,5.6,,,,True
