study,dataset,task,kind,design_family,n_samples,n_features,n_informative,informative_fraction,method,n_fit_seeds,n_estimators_per_fit,total_trees,mean_total_splits_per_fit,mean_true_split_events_per_fit,mean_noise_split_events_per_fit,informative_split_share,distinct_false_features_used,max_false_tree_use_count,mean_false_tree_use_count,true_split_counts,true_tree_use_counts,sweep_n_estimators
ensemble_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,et,5,1000,5000,63539.6,2508.2,61031.4,0.03947459537044615,990,713,299.0111111111111,"490,1610,480,1815,2015,598,1599,510,1882,1542","464,1401,458,1577,1721,554,1419,482,1617,1373",1000
ensemble_split_counts,make_classification_n250_p1000_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,10,0.01,rf,5,1000,5000,24956.2,1452.8,23503.4,0.05821399091207796,990,346,117.41111111111111,"208,1156,185,1021,1153,249,959,240,1155,938","199,1087,183,986,1097,240,919,231,1098,908",1000
ensemble_split_counts,make_classification_n250_p1000_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,2,0.002,cif,5,1000,5000,1068.0,96.6,971.4,0.09044943820224718,439,139,4.8667334669338675,"483,0","478,0",1000
ensemble_split_counts,make_classification_n250_p1000_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,2,0.002,cif_all,5,1000,5000,1000.0,1000.0,0.0,1.0,0,0,0.0,"5000,0","5000,0",1000
ensemble_split_counts,make_classification_n250_p1000_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,2,0.002,et,5,1000,5000,59679.4,1191.6,58487.8,0.019966688673143496,998,772,284.2755511022044,"5362,596","3500,559",1000
ensemble_split_counts,make_classification_n250_p1000_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,2,0.002,rf,5,1000,5000,23498.8,623.2,22875.6,0.026520503174630193,998,435,113.36372745490982,"2652,464","2254,444",1000
ensemble_split_counts,make_classification_n250_p1000_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,5,0.005,cif,5,1000,5000,1112.0,317.6,794.4,0.28561151079136693,413,110,3.9919597989949747,"315,318,403,260,292","310,318,388,260,292",1000
ensemble_split_counts,make_classification_n250_p1000_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,5,0.005,cif_all,5,1000,5000,2624.8,2175.4,449.4,0.8287869551965864,135,169,2.2532663316582915,"45,1358,5005,3395,1074","45,1358,5000,3380,1044",1000
ensemble_split_counts,make_classification_n250_p1000_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,5,0.005,et,5,1000,5000,60216.4,2432.2,57784.2,0.04039098983001309,995,626,281.97085427135676,"2176,1604,3933,2319,2129","1806,1412,2821,1945,1767",1000
ensemble_split_counts,make_classification_n250_p1000_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,1000,5,0.005,rf,5,1000,5000,22636.0,1374.2,21261.8,0.06070860576073511,995,315,105.74271356783919,"1278,937,2288,1156,1212","1219,902,1990,1100,1142",1000
ensemble_split_counts,make_classification_n250_p100_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,1,0.01,cif,5,1000,5000,402.0,134.0,268.0,0.3333333333333333,76,145,13.535353535353535,670,665,1000
ensemble_split_counts,make_classification_n250_p100_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,1,0.01,cif_all,5,1000,5000,1000.0,1000.0,0.0,1.0,0,0,0.0,5000,5000,1000
ensemble_split_counts,make_classification_n250_p100_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,1,0.01,et,5,1000,5000,59150.8,4006.8,55144.0,0.06773872880840158,99,2414,2058.8585858585857,20034,4990,1000
ensemble_split_counts,make_classification_n250_p100_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,1,0.01,rf,5,1000,5000,21662.4,1674.2,19988.2,0.0772859886254524,99,1184,896.6161616161617,8371,4659,1000
ensemble_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,cif,5,1000,5000,1428.4,1070.4,358.0,0.7493699243909269,81,119,19.88888888888889,"243,798,703,163,907,910,682,100,821,25","238,788,693,158,892,885,657,100,806,25",1000
ensemble_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,cif_all,5,1000,5000,5270.6,4688.0,582.6,0.8894623003073654,89,338,32.25555555555555,"1313,3515,1068,685,4577,3884,3407,158,4313,520","1298,3095,1033,685,4187,3624,3237,153,4089,510",1000
ensemble_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,et,5,1000,5000,74686.4,14221.2,60465.2,0.19041217678185052,90,2904,2443.6111111111113,"5232,8951,7336,4737,9721,9086,7950,4681,9990,3422","3243,4328,3973,3058,4431,4304,4117,3082,4527,2504",1000
ensemble_split_counts,make_classification_n250_p100_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,10,0.1,rf,5,1000,5000,25875.4,6059.4,19816.0,0.23417609003145845,90,1409,989.9222222222222,"2106,3768,3146,1782,4527,4059,3639,1724,4415,1131","1766,2922,2547,1552,3390,3141,2884,1474,3374,1012",1000
ensemble_split_counts,make_classification_n250_p100_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,2,0.02,cif,5,1000,5000,403.6,161.6,242.0,0.400396432111001,70,115,12.346938775510203,"5,803","5,788",1000
ensemble_split_counts,make_classification_n250_p100_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,2,0.02,cif_all,5,1000,5000,1000.0,1000.0,0.0,1.0,0,0,0.0,"0,5000","0,5000",1000
ensemble_split_counts,make_classification_n250_p100_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,2,0.02,et,5,1000,5000,62565.6,4762.2,57803.4,0.0761153093712839,98,2564,2165.1020408163267,"3756,20055","2522,4989",1000
ensemble_split_counts,make_classification_n250_p100_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,2,0.02,rf,5,1000,5000,20826.6,1988.4,18838.2,0.09547405721529198,98,1243,856.1020408163265,"1562,8380","1275,4677",1000
ensemble_split_counts,make_classification_n250_p100_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,5,0.05,cif,5,1000,5000,785.8,529.8,256.0,0.6742173581063884,69,80,13.473684210526315,"714,691,954,160,130","699,691,909,155,130",1000
ensemble_split_counts,make_classification_n250_p100_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,5,0.05,cif_all,5,1000,5000,2427.2,2245.2,182.0,0.9250164798945286,37,115,9.578947368421053,"3044,3057,5120,5,0","3044,2742,5000,5,0",1000
ensemble_split_counts,make_classification_n250_p100_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,5,0.05,et,5,1000,5000,65484.0,9336.2,56147.8,0.14257223138476574,95,2580,2209.7368421052633,"9188,10460,16375,5426,5232","4306,4580,4905,3241,3199",1000
ensemble_split_counts,make_classification_n250_p100_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,100,5,0.05,rf,5,1000,5000,20683.2,3757.2,16926.0,0.18165467625899281,95,1081,811.6,"3722,4131,6829,2146,1958","2936,3231,4293,1764,1604",1000
ensemble_split_counts,make_classification_n250_p500_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,1,0.002,cif,5,1000,5000,885.8,92.0,793.8,0.10386091668548204,272,165,7.943887775551103,460,445,1000
ensemble_split_counts,make_classification_n250_p500_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,1,0.002,cif_all,5,1000,5000,1000.0,1000.0,0.0,1.0,0,0,0.0,5000,5000,1000
ensemble_split_counts,make_classification_n250_p500_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,1,0.002,et,5,1000,5000,62187.4,1619.8,60567.6,0.02604707706062643,499,1164,570.1643286573146,8099,4201,1000
ensemble_split_counts,make_classification_n250_p500_i1,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,1,0.002,rf,5,1000,5000,23555.8,776.6,22779.2,0.03296852579831719,499,667,223.01402805611224,3883,3049,1000
ensemble_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,cif,5,1000,5000,1440.6,686.2,754.4,0.4763293072330973,308,119,7.687755102040816,"363,607,276,381,387,333,449,75,15,545","358,572,276,381,387,333,439,75,15,540",1000
ensemble_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,cif_all,5,1000,5000,3588.6,2769.8,818.8,0.7718330268071114,230,200,8.33469387755102,"997,5710,970,557,422,240,529,15,20,4389","987,5000,965,542,422,240,529,15,20,4104",1000
ensemble_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,et,5,1000,5000,63834.0,4972.8,58861.2,0.07790205846414136,490,1081,565.7816326530613,"2413,5184,1983,2868,2005,2443,2785,1078,728,3377","1985,3359,1682,2249,1695,2006,2203,973,665,2546",1000
ensemble_split_counts,make_classification_n250_p500_i10,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,10,0.02,rf,5,1000,5000,23344.6,2652.8,20691.8,0.11363655834754076,490,472,206.8734693877551,"1099,3034,1056,1482,1088,1171,1562,510,262,2000","1032,2537,1006,1401,1024,1109,1457,487,255,1820",1000
ensemble_split_counts,make_classification_n250_p500_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,2,0.004,cif,5,1000,5000,765.0,93.0,672.0,0.12156862745098039,281,120,6.716867469879518,"5,460","5,450",1000
ensemble_split_counts,make_classification_n250_p500_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,2,0.004,cif_all,5,1000,5000,1109.0,1000.0,109.0,0.9017132551848512,17,295,1.0943775100401607,"0,5000","0,5000",1000
ensemble_split_counts,make_classification_n250_p500_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,2,0.004,et,5,1000,5000,62867.6,1744.6,61123.0,0.02775038334531619,498,1088,575.8654618473896,"717,8006","663,4205",1000
ensemble_split_counts,make_classification_n250_p500_i2,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,2,0.004,rf,5,1000,5000,23728.2,870.4,22857.8,0.03668209135121923,498,569,224.27309236947792,"438,3914","423,3080",1000
ensemble_split_counts,make_classification_n250_p500_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,5,0.01,cif,5,1000,5000,910.8,326.8,584.0,0.3588054457619675,257,140,5.898989898989899,"45,408,393,395,393","45,398,393,385,393",1000
ensemble_split_counts,make_classification_n250_p500_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,5,0.01,cif_all,5,1000,5000,3296.0,3043.0,253.0,0.9232402912621359,99,115,2.5454545454545454,"35,5010,2362,4663,3145","35,5000,2362,4163,3125",1000
ensemble_split_counts,make_classification_n250_p500_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,5,0.01,et,5,1000,5000,66200.2,3207.8,62992.4,0.0484560469605832,495,1031,597.4808080808081,"1188,4169,3368,3498,3816","1049,2989,2549,2618,2774",1000
ensemble_split_counts,make_classification_n250_p500_i5,classification,easy_shuffled_classification,vary_dimension_fixed_signal,250,500,5,0.01,rf,5,1000,5000,24652.8,1657.8,22995.0,0.06724591121495327,495,498,227.15959595959595,"463,2327,1768,1949,1782","448,2066,1639,1784,1628",1000
