method,avg_rank,std_rank,cd
xgb,1.0,0.0,21.448023533674693
boruta,8.0,0.0,21.448023533674693
cat,8.0,0.0,21.448023533674693
cif,8.0,0.0,21.448023533674693
cit,8.0,0.0,21.448023533674693
cpi,8.0,0.0,21.448023533674693
et,8.0,0.0,21.448023533674693
lgbm,8.0,0.0,21.448023533674693
pi,8.0,0.0,21.448023533674693
ptest_mc,8.0,0.0,21.448023533674693
ptest_rdc,8.0,0.0,21.448023533674693
r_ctree,8.0,0.0,21.448023533674693
rf,8.0,0.0,21.448023533674693
rfe,8.0,0.0,21.448023533674693
r_cforest,15.0,0.0,21.448023533674693
