method,avg_rank,std_rank,cd
cat,4.357142857142857,2.7392337177656487,4.472222059806528
xgb,4.595238095238095,3.7276925315773193,4.472222059806528
lgbm,4.928571428571429,2.7614942223615198,4.472222059806528
cif,6.023809523809524,2.3828563815612958,4.472222059806528
et,6.690476190476191,2.8721826380952806,4.472222059806528
rfe,6.833333333333333,2.791711087066639,4.472222059806528
rf,6.976190476190476,2.4420726485634447,4.472222059806528
boruta,7.5,3.498298906339371,4.472222059806528
cit,8.833333333333334,4.115398879392852,4.472222059806528
ptest_mc,9.071428571428571,3.0011335726835675,4.472222059806528
ptest_rdc,9.261904761904763,2.5242587201330613,4.472222059806528
pi,9.476190476190476,3.013762837369473,4.472222059806528
r_ctree,10.833333333333334,3.6362373715452376,4.472222059806528
cpi,11.714285714285714,3.597523713715908,4.472222059806528
r_cforest,12.904761904761905,1.9737506453393052,4.472222059806528
