method,avg_rank,std_rank,cd
xgb,4.5,3.5,15.166042883710032
boruta,8.25,0.25,15.166042883710032
cat,8.25,0.25,15.166042883710032
cif,8.25,0.25,15.166042883710032
cit,8.25,0.25,15.166042883710032
cpi,8.25,0.25,15.166042883710032
et,8.25,0.25,15.166042883710032
lgbm,8.25,0.25,15.166042883710032
pi,8.25,0.25,15.166042883710032
ptest_mc,8.25,0.25,15.166042883710032
ptest_rdc,8.25,0.25,15.166042883710032
r_cforest,8.25,0.25,15.166042883710032
r_ctree,8.25,0.25,15.166042883710032
rf,8.25,0.25,15.166042883710032
rfe,8.25,0.25,15.166042883710032
