method,avg_rank,std_rank,cd
cat,4.733333333333333,2.4890872936792627,5.956015253524448
et,5.266666666666667,3.678163793102326,5.956015253524448
boruta,6.266666666666667,3.7321426672742413,5.956015253524448
rfe,6.333333333333333,3.7535168694024663,5.956015253524448
rf,6.533333333333333,4.014418457953226,5.956015253524448
cif,6.733333333333333,4.1063636251825315,5.956015253524448
ptest_dc,7.633333333333334,3.456716489515576,5.956015253524448
ptest_pc,7.7,3.9908228057214803,5.956015253524448
pi,7.933333333333334,3.1721006008987516,5.956015253524448
ptest_rdc,8.266666666666667,3.9911012125588705,5.956015253524448
lgbm,9.133333333333333,4.828618389928485,5.956015253524448
cit,9.666666666666666,4.839651043435076,5.956015253524448
cpi,11.133333333333333,3.774770044504551,5.956015253524448
xgb,11.466666666666667,3.323986896618109,5.956015253524448
r_cforest,13.266666666666667,3.4922135609890117,5.956015253524448
r_ctree,13.933333333333334,2.8859814429217816,5.956015253524448
