method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
cat,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
cif,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
cit,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
cpi,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
et,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
lgbm,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
pi,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
ptest_mc,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
ptest_rdc,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
r_cforest,0.9153442737100506,,,0.915 [insufficient data],0.9112867134447058,,,0.911 [insufficient data],0.9108302488854747,,,0.911 [insufficient data]
r_ctree,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
rf,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
rfe,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
xgb,0.9192791861398291,,,0.919 [insufficient data],0.915236494242736,,,0.915 [insufficient data],0.9140875612818116,,,0.914 [insufficient data]
