method,avg_rank,std_rank,cd
et,5.125,2.8948589487802914,6.659027490953155
rf,6.375,2.844036157763587,6.659027490953155
cat,6.541666666666667,3.9710322615438702,6.659027490953155
ptest_pc,6.708333333333333,3.7274786682450944,6.659027490953155
rfe,7.0,4.041451884327381,6.659027490953155
pi,7.25,4.394598957811737,6.659027490953155
ptest_dc,7.375,4.163957452552399,6.659027490953155
cif,7.708333333333333,3.2879726107266904,6.659027490953155
ptest_rdc,7.75,3.418698582794336,6.659027490953155
boruta,7.791666666666667,3.381680630823805,6.659027490953155
xgb,8.875,4.848217026220396,6.659027490953155
lgbm,9.458333333333334,3.631220716080047,6.659027490953155
cit,10.291666666666666,3.859287139125855,6.659027490953155
cpi,10.833333333333334,4.4643650786596245,6.659027490953155
r_ctree,12.333333333333334,3.057322721307357,6.659027490953155
r_cforest,14.583333333333334,2.812422838447701,6.659027490953155
