method,avg_rank,std_rank,cd
cat,6.166666666666667,3.2553374974374347,6.659027490953155
rf,6.75,3.7388723790290923,6.659027490953155
cif,7.0,2.7003086243366083,6.659027490953155
et,7.083333333333333,2.620697532252731,6.659027490953155
rfe,7.083333333333333,3.7905218051813865,6.659027490953155
boruta,7.583333333333333,3.493048652522448,6.659027490953155
pi,7.583333333333333,2.834558558615825,6.659027490953155
ptest_rdc,7.75,2.4790791301072526,6.659027490953155
ptest_pc,8.166666666666666,3.1247222098754457,6.659027490953155
lgbm,8.416666666666666,2.834558558615824,6.659027490953155
cit,9.166666666666666,4.99305072631508,6.659027490953155
cpi,9.166666666666666,3.380910462516799,6.659027490953155
ptest_dc,9.25,3.024207885270676,6.659027490953155
xgb,9.833333333333334,4.844813951249544,6.659027490953155
r_ctree,10.5,4.227883631321941,6.659027490953155
r_cforest,14.5,3.304037933599835,6.659027490953155
