study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0014207373600001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0015296181350001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0015355393149999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.224,0.1874551705873457,0.2605448294126543,0.0126800073319999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.02,0.05,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0097757644400002
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.02,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0043232020300001
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0041907836699999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.314,0.2733184069535127,0.3546815930464873,0.020445598234
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.05,0.05,0.5,200,0.735,0.6738343380645644,0.7961656619354356,0.0124794095949999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.05,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.00397503295
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.00356869265
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.406,0.3629545444349813,0.4490454555650187,0.0072238305659999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.1,0.05,0.5,200,0.81,0.7556298684938136,0.8643701315061865,0.0042354609450001
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.1,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.003346920605
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0031597036249999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.51,0.4661818339041899,0.5538181660958101,0.002323433232
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.2,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.0028657745699999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0030914655149999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0031193325649999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.522,0.4782155126648718,0.5657844873351282,0.001994065672
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.35,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0026668923549999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0029891551700001
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0030230569950001
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.522,0.4782155126648718,0.5657844873351282,0.0019528192619999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.5,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0026485604749998
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0029835503649999
stageb_only,classification,500,256,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0030101333299998
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.224,0.1874551705873457,0.2605448294126543,0.01482448207
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.02,0.05,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0107427250949999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.02,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0042904290999999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0041385687749999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.314,0.2733184069535127,0.3546815930464873,0.0319299137599999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.05,0.05,0.5,200,0.735,0.6738343380645644,0.7961656619354356,0.017961082365
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.05,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0042633182
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0035757286599999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.406,0.3629545444349813,0.4490454555650187,0.0073687669699999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.1,0.05,0.5,200,0.81,0.7556298684938136,0.8643701315061865,0.004287353745
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.1,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0033643480750001
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0031670037500001
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.51,0.4661818339041899,0.5538181660958101,0.002351121904
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.2,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.0028272931750001
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0030314763450002
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0030598281499999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.522,0.4782155126648718,0.5657844873351282,0.0020036511959999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.35,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0026780800950001
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0030111981899997
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.003034912525
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.522,0.4782155126648718,0.5657844873351282,0.0019611184139999
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0026598184149997
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0029940058449997
stageb_only,classification,500,256,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0030228085249999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.134,0.1041405080284342,0.1638594919715657,0.008194546552
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,0.24,0.1808092980274773,0.2991907019725227,0.0014488004349999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.02,0.4,0.5,200,0.49,0.4207173961228361,0.5592826038771639,0.0014648563949998
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.02,0.8,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0011417698400001
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.21,0.1742978588877361,0.2457021411122638,0.001666900216
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,0.315,0.2506213839850529,0.3793786160149471,0.0016738551150001
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.05,0.4,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.001658499625
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.05,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0011488247899998
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.308,0.2675331430031933,0.3484668569968067,0.0010823159779999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,0.385,0.3175613300842906,0.4524386699157093,0.0011411240649999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.1,0.4,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0011053866899999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.1,0.8,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0009400244300002
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.446,0.4024294160149304,0.4895705839850696,0.000795998808
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,0.55,0.4810508883305956,0.6189491116694045,0.000811043415
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.2,0.4,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.0008467573949999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0008807670749999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.47,0.4262520272469683,0.5137479727530316,0.000761124106
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0007806406349999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.35,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.00082714293
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.35,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0008664607549999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.476,0.4322235853820804,0.5197764146179196,0.0007400978379999
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0007677091600001
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.5,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.000816808735
stageb_only,regression,100,16,bonferroni_unadjusted,adaptive,0.5,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0008610339499998
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.134,0.1041405080284342,0.1638594919715657,0.005489515158
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,0.24,0.1808092980274773,0.2991907019725227,0.00138100893
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.02,0.4,0.5,200,0.495,0.425707000353571,0.564292999646429,0.0013850366849999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.02,0.8,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.00109096133
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.21,0.1742978588877361,0.2457021411122638,0.002058121356
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,0.315,0.2506213839850529,0.3793786160149471,0.0020577123399999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.05,0.4,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0019533471799999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.05,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0011805779650001
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.308,0.2675331430031933,0.3484668569968067,0.0010966976239999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,0.385,0.3175613300842906,0.4524386699157093,0.0011635836249999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.1,0.4,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0011263564949999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.1,0.8,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0009525990450001
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.446,0.4024294160149304,0.4895705839850696,0.0007955323639999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,0.55,0.4810508883305956,0.6189491116694045,0.00081272173
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.2,0.4,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.0008495903850001
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0008831419999998
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.47,0.4262520272469683,0.5137479727530316,0.000764195822
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0007850214750001
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.35,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.00082754445
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.35,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.00087369373
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.476,0.4322235853820804,0.5197764146179196,0.0007518688079999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.00077147529
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.5,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0008130262349999
stageb_only,regression,100,16,bonferroni_unadjusted,exhaustive,0.5,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0008621880550001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.192,0.157475502679981,0.226524497320019,0.002768922562
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,0.32,0.2553497037903151,0.3846502962096849,0.0026649611550001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.02,0.4,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.002557810975
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.02,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0015762141349998
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.282,0.2425580983825576,0.3214419016174423,0.0033522576619999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,0.36,0.2934753940259696,0.4265246059740303,0.0036230409099999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.05,0.4,0.5,200,0.665,0.5995854588031071,0.730414541196893,0.0026732638449999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.05,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013619460199998
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.37,0.3276803364852696,0.4123196635147304,0.0017000835159999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,0.46,0.3909256400681121,0.5290743599318879,0.0017985686699998
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.1,0.4,0.5,200,0.73,0.6684703583628183,0.7915296416371816,0.0014801325599998
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.1,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0011925842999997
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.472,0.4282418422325619,0.515758157767438,0.0009527163979998
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0009688754550001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.2,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0010582171850001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.00114446891
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.0008883378279999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0009396116199999
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.35,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0010417524550001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.35,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0011283415950001
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.000878182514
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0009275675799997
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.5,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.00103125925
stageb_only,regression,100,64,bonferroni_unadjusted,adaptive,0.5,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.001121837965
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.19,0.1556133095515139,0.224386690448486,0.0026472591079999
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,0.32,0.2553497037903151,0.3846502962096849,0.0025425904100001
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.02,0.4,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0024368688800001
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.02,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0015279770999998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.282,0.2425580983825576,0.3214419016174423,0.004498761972
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,0.36,0.2934753940259696,0.4265246059740303,0.004858704975
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.05,0.4,0.5,200,0.665,0.5995854588031071,0.730414541196893,0.0033263830550001
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.05,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.001376399485
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.37,0.3276803364852696,0.4123196635147304,0.001741298012
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,0.46,0.3909256400681121,0.5290743599318879,0.0018475662400001
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.1,0.4,0.5,200,0.73,0.6684703583628183,0.7915296416371816,0.0015126057999998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.1,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.001207329165
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.472,0.4282418422325619,0.515758157767438,0.000965848916
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0009774015099998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.2,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.001060210285
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0011475378049999
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.000896635242
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0009481503199998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.35,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.00104980124
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.35,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.00114122887
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.0008891001079999
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0009390529999998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.5,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0010394079949998
stageb_only,regression,100,64,bonferroni_unadjusted,exhaustive,0.5,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.00113342039
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.2,0.1649384541128033,0.2350615458871967,0.00372081673
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,0.33,0.2648318421312985,0.3951681578687015,0.0035320195949998
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.02,0.4,0.5,200,0.585,0.5167122104618987,0.6532877895381012,0.0033417619699997
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.02,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0019071355549999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.286,0.246390150558226,0.3256098494417739,0.0046800408139999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,0.38,0.3127288709772164,0.4472711290227836,0.0048410832499999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.05,0.4,0.5,200,0.68,0.6153497037903152,0.7446502962096849,0.00330694617
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.05,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0015589325350001
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.372,0.3296335220817212,0.4143664779182787,0.0021936122579999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,0.48,0.4107589948079896,0.5492410051920102,0.00214015375
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.1,0.4,0.5,200,0.74,0.6792083953164584,0.8007916046835416,0.0017181976750001
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.1,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013709661799998
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.472,0.4282418422325619,0.515758157767438,0.001072295164
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0011090779949998
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.2,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0012004893350001
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.001322452935
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.0009827636479999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0010514307899998
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.35,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0011861331199997
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.35,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013084056799999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.00097515437
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.00104183371
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.5,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0011822805549999
stageb_only,regression,100,256,bonferroni_unadjusted,adaptive,0.5,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013063332800001
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.202,0.166807655559767,0.237192344440233,0.0035108478839999
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,0.325,0.2600865576324903,0.3899134423675097,0.0034028826799999
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.02,0.4,0.5,200,0.585,0.5167122104618987,0.6532877895381012,0.0031747734699996
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.02,0.8,0.5,200,0.945,0.9134035476674992,0.9765964523325008,0.0018532278100002
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.286,0.246390150558226,0.3256098494417739,0.0063985845899999
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,0.38,0.3127288709772164,0.4472711290227836,0.0065307720949999
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.05,0.4,0.5,200,0.68,0.6153497037903152,0.7446502962096849,0.0042022489750002
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.05,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0015589905900003
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.372,0.3296335220817212,0.4143664779182787,0.00224997602
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,0.48,0.4107589948079896,0.5492410051920102,0.0021902794000004
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.1,0.4,0.5,200,0.74,0.6792083953164584,0.8007916046835416,0.0017585426299996
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.1,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013836488499998
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.472,0.4282418422325619,0.515758157767438,0.0010935758159998
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,0.575,0.506487555874863,0.6435124441251369,0.0011247825100002
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.2,0.4,0.5,200,0.785,0.7280629277184013,0.8419370722815988,0.0012145041299999
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.2,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0013374310650004
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.484,0.4401955127777986,0.5278044872222013,0.0009968254740001
stageb_only,regression,100,256,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0010595765249996
