study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit
stageb_only,classification,200,16,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001044512575
stageb_only,classification,200,16,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.524,0.4802235853820805,0.5677764146179196,0.0009157181199999
stageb_only,classification,200,16,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.615,0.5475613300842906,0.6824386699157093,0.000943303855
stageb_only,classification,200,16,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.00101253255
stageb_only,classification,200,16,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0010345590299999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.136,0.1059532575343016,0.1660467424656983,0.0039617399279999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.02,0.05,0.5,200,0.32,0.2553497037903151,0.3846502962096849,0.00348338838
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.02,0.1,0.5,200,0.74,0.6792083953164584,0.8007916046835416,0.0028232796749999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.001779068565
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.242,0.2044583501268258,0.2795416498731742,0.0052935234079999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.05,0.05,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.0038306638699999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.05,0.1,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.00261011439
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0016929506849999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.356,0.3140299968453658,0.3979700031546341,0.0025654365919999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.1,0.05,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.0022048211199999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.1,0.1,0.5,200,0.87,0.823390721953671,0.916609278046329,0.0017050781849999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.001454309315
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0012786260479999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.2,0.05,0.5,200,0.62,0.5527288709772163,0.6872711290227836,0.0011990282699999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.2,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0013659759799999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.001390016415
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.524,0.4802235853820805,0.5677764146179196,0.0011271823079999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.35,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0011585683999999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.35,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.001314354335
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0013675926249999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.53,0.4862520272469683,0.5737479727530317,0.0010804852979999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.5,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0011317250099999
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.5,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.001304735205
stageb_only,classification,200,64,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0013624565499999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.14,0.1095852456856873,0.1704147543143126,0.003891458482
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.02,0.05,0.5,200,0.32,0.2553497037903151,0.3846502962096849,0.0034043634299999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.02,0.1,0.5,200,0.74,0.6792083953164584,0.8007916046835416,0.0027658094299999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0017375631249998
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.242,0.2044583501268258,0.2795416498731742,0.007464170828
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.05,0.05,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.00515136948
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.05,0.1,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.003131176075
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0017039085599999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.356,0.3140299968453658,0.3979700031546341,0.002622743388
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.1,0.05,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.0022535660299999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.1,0.1,0.5,200,0.87,0.823390721953671,0.916609278046329,0.0017266037599999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0014610769250001
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0013004550219999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.2,0.05,0.5,200,0.62,0.5527288709772163,0.6872711290227836,0.0012120695049999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.2,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.001378423465
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0013974869999999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.524,0.4802235853820805,0.5677764146179196,0.001130187674
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.35,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0011497847249999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.35,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0013086042649999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.00137945754
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.53,0.4862520272469683,0.5737479727530317,0.001094180682
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0011491438999999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0013177882249999
stageb_only,classification,200,64,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0013754663850001
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.166,0.1333856942309053,0.1986143057690946,0.009391679338
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.02,0.05,0.5,200,0.34,0.2743473138401786,0.4056526861598214,0.0080264402199998
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.02,0.1,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.0055452492150001
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0030477724049998
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.298,0.2579089198549104,0.3380910801450896,0.0119373781719999
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.05,0.05,0.5,200,0.49,0.4207173961228361,0.5592826038771639,0.0079318379150001
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.05,0.1,0.5,200,0.855,0.8062013135422683,0.9037986864577316,0.0046978036649997
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0025354014149999
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.402,0.3590231393980435,0.4449768606019565,0.0048540451659999
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.1,0.05,0.5,200,0.54,0.4709256400681121,0.609074359931888,0.00393529405
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.1,0.1,0.5,200,0.875,0.8291646970120192,0.9208353029879808,0.0029413537850001
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.00229284129
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.51,0.4661818339041899,0.5538181660958101,0.0018984206199999
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.2,0.05,0.5,200,0.62,0.5527288709772163,0.6872711290227836,0.00178632149
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.2,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0021832981949998
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0022268503
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.526,0.482232361763513,0.569767638236487,0.001601550148
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.35,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.00166803009
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.35,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0020750088349998
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.00221363862
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.53,0.4862520272469683,0.5737479727530317,0.001518246552
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.5,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.001666239445
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.5,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0020613806899999
stageb_only,classification,200,256,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0021989436449999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.166,0.1333856942309053,0.1986143057690946,0.0095297105019999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.02,0.05,0.5,200,0.34,0.2743473138401786,0.4056526861598214,0.00791893195
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.02,0.1,0.5,200,0.78,0.722588391417763,0.8374116085822371,0.00535171238
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0030274540499999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.298,0.2579089198549104,0.3380910801450896,0.0170434390359999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.05,0.05,0.5,200,0.49,0.4207173961228361,0.5592826038771639,0.0108990927349998
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.05,0.1,0.5,200,0.855,0.8062013135422683,0.9037986864577316,0.00576731668
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0025459955549999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.402,0.3590231393980435,0.4449768606019565,0.004939077364
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.1,0.05,0.5,200,0.54,0.4709256400681121,0.609074359931888,0.0040089335249999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.1,0.1,0.5,200,0.875,0.8291646970120192,0.9208353029879808,0.0029944813449998
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0023109166149998
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.51,0.4661818339041899,0.5538181660958101,0.0019159975
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.2,0.05,0.5,200,0.62,0.5527288709772163,0.6872711290227836,0.001783866275
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.2,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0021913774349999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0022268854
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.526,0.482232361763513,0.569767638236487,0.001614281218
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.35,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0016931908699999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.35,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0020887926849999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.002221628405
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.53,0.4862520272469683,0.5737479727530317,0.0015357987859999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0016794999749998
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0020707315199999
stageb_only,classification,200,256,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0022026552050002
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.096,0.0701779391062603,0.1218220608937396,0.002124352906
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.02,0.05,0.5,200,0.495,0.425707000353571,0.564292999646429,0.00216847817
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.02,0.1,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0015861596000002
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0015300759449999
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.172,0.1389211455579247,0.2050788544420752,0.0031592943859999
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.05,0.05,0.5,200,0.605,0.5372487505650265,0.6727512494349734,0.0028735849699998
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.05,0.1,0.5,200,0.98,0.9605969899242413,0.9994030100757588,0.0017603226950001
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0017166266499998
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.248,0.2101465184269663,0.2858534815730337,0.001827194152
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.1,0.05,0.5,200,0.655,0.589117317905234,0.720882682094766,0.001738080115
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.1,0.1,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.0013381739999999
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0013014339
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.432,0.3885802708069246,0.4754197291930753,0.0011355155739998
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.2,0.05,0.5,200,0.815,0.7611847029182222,0.8688152970817777,0.00116627201
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.00118632009
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0011905224150001
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0010271384559999
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.35,0.05,0.5,200,0.83,0.7779399500576497,0.8820600499423502,0.001118992305
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0011635084399998
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0011659935049999
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.516,0.4721955127777987,0.5598044872222013,0.000986060714
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.5,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.0010995020499998
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0011402119099997
stageb_only,classification,500,16,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0011396112549999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.096,0.0701779391062603,0.1218220608937396,0.0022760762259999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.02,0.05,0.5,200,0.495,0.425707000353571,0.564292999646429,0.0022667661899998
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.02,0.1,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0015513116799999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0014733526399999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.172,0.1389211455579247,0.2050788544420752,0.004332974476
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.05,0.05,0.5,200,0.605,0.5372487505650265,0.6727512494349734,0.0036444073800001
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.05,0.1,0.5,200,0.98,0.9605969899242413,0.9994030100757588,0.0017962567649999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.00172421845
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.248,0.2101465184269663,0.2858534815730337,0.00185298505
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.1,0.05,0.5,200,0.655,0.589117317905234,0.720882682094766,0.0017610627999999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.1,0.1,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.0013471730650002
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.001309970995
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.432,0.3885802708069246,0.4754197291930753,0.0011342543139999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.2,0.05,0.5,200,0.815,0.7611847029182222,0.8688152970817777,0.001163705545
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0011788856750001
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0011951809449999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0010340311539999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.35,0.05,0.5,200,0.83,0.7779399500576497,0.8820600499423502,0.0011286187849998
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0011671178349999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001171884725
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.516,0.4721955127777987,0.5598044872222013,0.0009920159079999
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.5,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.001102258475
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0011517316049997
stageb_only,classification,500,16,bonferroni_unadjusted,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0011572965050001
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.02,0.0,0.5,500,0.17,0.1370743334160111,0.2029256665839888,0.004511316182
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.02,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0037289804650001
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.02,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0021000129449998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.002081061005
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.05,0.0,0.5,500,0.27,0.2310852377625148,0.3089147622374851,0.0069816770139999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.05,0.05,0.5,200,0.71,0.6471117880680329,0.772888211931967,0.0048448589299999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.05,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0021993367999999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0021018608449998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.1,0.0,0.5,500,0.362,0.3198754093289916,0.4041245906710083,0.0030430615899999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.1,0.05,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.00233597508
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.1,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.001747521865
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0016945890499999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.2,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0013540212079999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.2,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.0014972885299999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0015749025100001
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0015812885899998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.35,0.0,0.5,500,0.52,0.4762081432227406,0.5637918567772594,0.0012051025319999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.35,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0014266361899998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0015403788149998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0015487922150001
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.5,0.0,0.5,500,0.52,0.4762081432227406,0.5637918567772594,0.0011803171579999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.5,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0013960080649999
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0015049712549998
stageb_only,classification,500,64,bonferroni_unadjusted,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0015148012299999
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.02,0.0,0.5,500,0.17,0.1370743334160111,0.2029256665839888,0.005002807628
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.02,0.05,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.004001336455
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.02,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0020494961650001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0020199482599997
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.05,0.0,0.5,500,0.27,0.2310852377625148,0.3089147622374851,0.010215620402
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.05,0.05,0.5,200,0.71,0.6471117880680329,0.772888211931967,0.0065301469799999
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.05,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.0022516982850001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0020871277
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.1,0.0,0.5,500,0.362,0.3198754093289916,0.4041245906710083,0.003017792062
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.1,0.05,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.0023104821800001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.1,0.1,0.5,200,0.985,0.9681536888310824,1.0,0.00172346081
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0016744962550001
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.2,0.0,0.5,500,0.498,0.4541734182578654,0.5418265817421345,0.0013373807
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.2,0.05,0.5,200,0.835,0.7835570004762552,0.8864429995237447,0.0014722696749998
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0015535101149998
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0015624686249998
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.35,0.0,0.5,500,0.52,0.4762081432227406,0.5637918567772594,0.001196836888
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.35,0.05,0.5,200,0.84,0.7891909929244824,0.8908090070755176,0.0014156532449999
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.00152810359
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001537978725
stageb_only,classification,500,64,bonferroni_unadjusted,exhaustive,0.5,0.0,0.5,500,0.52,0.4762081432227406,0.5637918567772594,0.0011768170639999
