method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
cat,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
cif,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
cit,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
cpi,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
et,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
lgbm,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
pi,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
ptest_mc,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
ptest_rdc,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
r_cforest,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
r_ctree,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
rf,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
rfe,0.7738065194532072,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839219,,,0.758 [insufficient data]
xgb,0.7738065194532071,,,0.774 [insufficient data],0.7549496060815504,,,0.755 [insufficient data],0.7582786648839218,,,0.758 [insufficient data]
