method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.13794542376970756,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
cat,-0.1379454237697073,,,-0.138 [insufficient data],0.4315521256399616,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
cif,-0.1379454237697077,,,-0.138 [insufficient data],0.4315521256399616,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
cit,-0.1379454237697072,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
cpi,-0.13794542376970725,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
et,-0.13794542376970753,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918008,,,0.405 [insufficient data]
lgbm,-0.1379454237697071,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
pi,-0.1379454237697072,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
ptest_dc,-0.13794542376970745,,,-0.138 [insufficient data],0.4315521256399616,,,0.432 [insufficient data],0.40463247099180094,,,0.405 [insufficient data]
ptest_pc,-0.13794542376970706,,,-0.138 [insufficient data],0.4315521256399614,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
ptest_rdc,-0.13794542376970742,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918008,,,0.405 [insufficient data]
r_cforest,-15.442275267687712,,,-15.442 [insufficient data],4.050115535833796,,,4.050 [insufficient data],1.8081654676856105,,,1.808 [insufficient data]
r_ctree,-0.1379454237697073,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.4046324709918008,,,0.405 [insufficient data]
rf,-0.1379454237697074,,,-0.138 [insufficient data],0.4315521256399616,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
rfe,-0.13794542376970761,,,-0.138 [insufficient data],0.4315521256399616,,,0.432 [insufficient data],0.4046324709918009,,,0.405 [insufficient data]
xgb,-0.13794542376970748,,,-0.138 [insufficient data],0.43155212563996154,,,0.432 [insufficient data],0.40463247099180094,,,0.405 [insufficient data]
