method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.5125795566481068,,,0.513 [insufficient data]
cat,0.40692279992267255,,,0.407 [insufficient data],0.44924257478432883,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
cif,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
cit,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843287,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
cpi,0.40692279992267244,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
et,0.4069227999226725,,,0.407 [insufficient data],0.44924257478432883,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
lgbm,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
pi,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
ptest_dc,0.40692279992267266,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
ptest_pc,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
ptest_rdc,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.5125795566481068,,,0.513 [insufficient data]
r_cforest,-0.014648628357581737,,,-0.015 [insufficient data],0.7822364348503397,,,0.782 [insufficient data],0.6764793304554375,,,0.676 [insufficient data]
r_ctree,0.40692279992267266,,,0.407 [insufficient data],0.4492425747843287,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
rf,0.40692279992267255,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
rfe,0.4069227999226726,,,0.407 [insufficient data],0.4492425747843287,,,0.449 [insufficient data],0.512579556648107,,,0.513 [insufficient data]
xgb,0.4069227999226725,,,0.407 [insufficient data],0.4492425747843288,,,0.449 [insufficient data],0.5125795566481068,,,0.513 [insufficient data]
