method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.83786470544402,0.7858905483725936,0.8886614679107097,"0.838 [0.786, 0.889]",0.8305190880511024,0.7771051842313486,0.88043129669642,"0.831 [0.777, 0.880]",0.8384375036818098,0.7855658651956828,0.8879063977707359,"0.838 [0.786, 0.888]"
cat,0.8497808919949129,0.796130232106891,0.9024430026698234,"0.850 [0.796, 0.902]",0.8409294316794818,0.7839718935570696,0.8941136847176593,"0.841 [0.784, 0.894]",0.8465614466232955,0.792482168315332,0.8993821720805684,"0.847 [0.792, 0.899]"
cif,0.8324718380955938,0.7758073817135924,0.8867227209653904,"0.832 [0.776, 0.887]",0.820772070882434,0.7600568068990213,0.8764680591589492,"0.821 [0.760, 0.876]",0.8269784065740317,0.7670565858674522,0.8820188105939349,"0.827 [0.767, 0.882]"
cit,0.7838019175284884,0.7214389947205911,0.8421469769926243,"0.784 [0.721, 0.842]",0.7658229728766605,0.698786712321879,0.8286380326475756,"0.766 [0.699, 0.829]",0.7716677638663216,0.7043043399330267,0.8337968085590461,"0.772 [0.704, 0.834]"
cpi,0.7408968755128515,0.6795684528297732,0.8063381084243122,"0.741 [0.680, 0.806]",0.7312559191488233,0.6692623394481444,0.7981296362356141,"0.731 [0.669, 0.798]",0.739910937534843,0.6801952221942331,0.8053120868843923,"0.740 [0.680, 0.805]"
et,0.8428768975189426,0.7871043154222783,0.8962424947395905,"0.843 [0.787, 0.896]",0.8361056391103784,0.7803137180019262,0.8867840501357797,"0.836 [0.780, 0.887]",0.8435247713996923,0.7890149609668475,0.8956051192111856,"0.844 [0.789, 0.896]"
lgbm,0.8524997168049732,0.7947921401809448,0.907988964917486,"0.852 [0.795, 0.908]",0.8421201633681747,0.7837590991555492,0.8977802065934889,"0.842 [0.784, 0.898]",0.8437392510540092,0.7842729210221401,0.8999256537972177,"0.844 [0.784, 0.900]"
pi,0.7844281333169072,0.7245895396023606,0.8429718785197386,"0.784 [0.725, 0.843]",0.7769603784382515,0.7179984370127762,0.833922190196608,"0.777 [0.718, 0.834]",0.7833944242640855,0.7245534183036894,0.8411764906985898,"0.783 [0.725, 0.841]"
ptest_mc,0.8120068111109483,0.7534353912355806,0.8689646815889828,"0.812 [0.753, 0.869]",0.804782706513322,0.748629236355355,0.8596000176294655,"0.805 [0.749, 0.860]",0.8143378238814363,0.7586992848379028,0.8695323073450293,"0.814 [0.759, 0.870]"
ptest_rdc,0.8112144729289286,0.7567525112619481,0.8635657960911705,"0.811 [0.757, 0.864]",0.8004583981107166,0.7461800617205029,0.854323741010409,"0.800 [0.746, 0.854]",0.8068935164754979,0.7522081514087551,0.86069871066781,"0.807 [0.752, 0.861]"
r_cforest,0.7538086824471227,0.6884442520044182,0.8179728343548258,"0.754 [0.688, 0.818]",0.7457070640804839,0.6812434650302133,0.8098309325993791,"0.746 [0.681, 0.810]",0.7519723221934472,0.6862342444959286,0.8166846292748713,"0.752 [0.686, 0.817]"
r_ctree,0.7499353570259863,0.6807691747962287,0.8210132273987001,"0.750 [0.681, 0.821]",0.7409588571212125,0.6710443489877598,0.8119212632865318,"0.741 [0.671, 0.812]",0.7474720349984676,0.6781331075286999,0.8187021832875305,"0.747 [0.678, 0.819]"
rf,0.8480335836455766,0.7924104149792233,0.9009856065889468,"0.848 [0.792, 0.901]",0.8412462632967752,0.7853343628286709,0.8933816599227257,"0.841 [0.785, 0.893]",0.8474019087376486,0.7922053870514164,0.8994609511697187,"0.847 [0.792, 0.899]"
rfe,0.8366245581278128,0.7812759593953851,0.8916331648453237,"0.837 [0.781, 0.892]",0.8232809460676632,0.7639944645201567,0.880469185078541,"0.823 [0.764, 0.880]",0.8265959762638123,0.7676741946947118,0.8839926105427504,"0.827 [0.768, 0.884]"
xgb,0.8501911047620397,0.7937172520301992,0.9047247131773323,"0.850 [0.794, 0.905]",0.8397095327567684,0.7831312400807376,0.8949773578909153,"0.840 [0.783, 0.895]",0.841710666974661,0.785298801200931,0.8973291120395371,"0.842 [0.785, 0.897]"
