method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
cpi,4.0,0.0,23.067547886657533
et,4.0,0.0,23.067547886657533
ptest_dc,4.0,0.0,23.067547886657533
ptest_pc,4.0,0.0,23.067547886657533
rf,4.0,0.0,23.067547886657533
xgb,7.0,0.0,23.067547886657533
boruta,12.0,0.0,23.067547886657533
cat,12.0,0.0,23.067547886657533
cif,12.0,0.0,23.067547886657533
cit,12.0,0.0,23.067547886657533
lgbm,12.0,0.0,23.067547886657533
pi,12.0,0.0,23.067547886657533
ptest_rdc,12.0,0.0,23.067547886657533
r_ctree,12.0,0.0,23.067547886657533
rfe,12.0,0.0,23.067547886657533
