method,avg_rank,std_rank,cd
rfe,3.85,3.186298793270964,3.791510720927508
lgbm,4.583333333333333,3.1677629681247015,3.791510720927508
cat,4.6,2.3000000000000003,3.791510720927508
rf,5.25,2.6731691553909065,3.791510720927508
et,6.116666666666666,3.0377714784946472,3.791510720927508
cif,6.633333333333334,2.7626476833324625,3.791510720927508
xgb,7.4,3.0397368307141326,3.791510720927508
ptest_mc,8.766666666666667,3.8702569538583464,3.791510720927508
pi,8.966666666666667,3.922017621355394,3.791510720927508
cit,9.066666666666666,2.8975085082800973,3.791510720927508
boruta,9.35,5.071406773930352,3.791510720927508
ptest_rdc,10.7,3.4462540049547514,3.791510720927508
cpi,11.233333333333333,3.4052247437659027,3.791510720927508
r_cforest,11.266666666666667,3.4052247437659027,3.791510720927508
r_ctree,12.216666666666667,4.110318992757403,3.791510720927508
