data,method,n_feats,mse,r2
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,40,0.6406396219933755,0.4658734853161219
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,45,0.44859047678956554,0.6158260118443327
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,50,0.42587430453656394,0.6425545244844929
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,55,0.4316808670635755,0.6407947968500977
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,60,0.4518088477934278,0.615426150808738
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,65,0.4571798464188525,0.6107403606771086
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,70,0.5120128816195343,0.5876689539989021
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,75,0.5269003802648546,0.5786215016871986
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,80,0.5384918334970561,0.5713387187206012
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,85,0.5201582976546708,0.5758869093271863
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,90,0.5464900533652355,0.5561864305710241
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,95,0.5084221290300412,0.5767329437130979
coepra1,cf_es_1_vm_1_alpha_0.95_select_pearson,100,0.5402925438139166,0.5566729577189667
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,5,0.8024756469894454,0.2666745510619525
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,10,0.6689113545018914,0.38609052346039074
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,15,0.6466997937460696,0.4125541186298931
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,20,0.7053905650386163,0.3925647957704852
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,25,0.6712893140211421,0.4177706573076317
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,30,0.679803112726123,0.409642275050206
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,35,0.6768870853620884,0.4130269299991496
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,40,0.6728785531600672,0.41626585999930643
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,45,0.6712916237735138,0.41708428871265796
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,50,0.6860372807871133,0.4093374751764095
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,55,0.6867712749220022,0.4095556467360536
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,60,0.6297332731610912,0.45092776025653547
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,65,0.6360095632966384,0.4485993856772453
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,70,0.6379193351721523,0.44654893658894473
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,75,0.6425103243158298,0.44342132349441554
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,80,0.6519498522816217,0.43808729325632917
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,85,0.6383024728391102,0.44927654181316895
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,90,0.6278557215852982,0.45358099311008626
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,95,0.6394799702311182,0.4438971958177329
coepra1,ct_es_1_vm_0_alpha_0.01_select_pearson,100,0.6465783141453871,0.4361678799337989
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,5,0.9195016161241345,0.21081545365214027
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,10,1.4533223501520154,0.17389421160525373
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,15,1.3859887566399842,0.2539725182062046
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,20,0.9115528760103055,0.3765553880556418
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,25,0.6548998420138054,0.4473143669688702
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,30,0.6625741143350559,0.4482673468816353
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,35,0.6385987075504777,0.48192817543633587
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,40,0.5974380255559513,0.5168966690335052
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,45,0.5998427449328122,0.5160606343940036
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,50,0.5030115540824702,0.5479483031517964
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,55,0.49935759798209167,0.5580104221741427
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,60,0.5034704452669168,0.5585534606942916
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,65,0.4906293092610986,0.5691626715641469
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,70,0.5101896810650609,0.5513364815859905
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,75,0.5094493394548577,0.5600492143717968
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,80,0.5214149932580844,0.5516289658657385
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,85,0.5300502473468144,0.5562873882825966
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,90,0.5377156773914182,0.5533231237425782
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,95,0.5441152331793401,0.5497733588877755
coepra1,cf_es_1_vm_0_alpha_0.01_select_pearson,100,0.5119315569007598,0.5749895456035645
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,5,1.1299474297762053,0.04369888851334479
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,10,0.9587164093240187,0.14949167630349217
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,15,0.9313676850423986,0.20250479687589076
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,20,0.7758759709028291,0.3267512258567705
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,25,0.7076144558331264,0.3769886898028496
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,30,0.7131783315553554,0.37605030956961605
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,35,0.6968281812559395,0.38771954231722694
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,40,0.709541800018819,0.383231580414119
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,45,0.7042760396679265,0.38590112118403214
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,50,0.7118401619230046,0.38012849029370854
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,55,0.7258589351055083,0.373246557542002
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,60,0.7053813743152106,0.3894045899578716
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,65,0.6781356872482468,0.40800445928805684
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,70,0.6830632429922561,0.4053871515393748
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,75,0.6932076884086111,0.3999726530730293
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,80,0.683415470361825,0.40484023059614077
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,85,0.6873013962331543,0.4031232507902803
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,90,0.6912044874808488,0.4033642871923293
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,95,0.6788213484841097,0.4113873808799533
coepra1,ct_es_1_vm_0_alpha_0.05_select_pearson,100,0.6843343476041891,0.4055204340693681
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,5,1.2064731844792067,0.11926763675606308
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,10,0.8747984368180468,0.25877446909437174
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,15,0.7809801356682724,0.33193046360271905
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,20,0.776169618602176,0.34630491415234055
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,25,0.7048659054322114,0.39243214443491103
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,30,0.6764906748119306,0.416019424657495
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,35,0.6535368404487618,0.4583391591878643
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,40,0.6867780673671634,0.4426897164078392
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,45,0.6388890858537162,0.47882714531846665
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,50,0.40252054055048464,0.6543395180423696
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,55,0.4316044868098349,0.6334090045665581
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,60,0.451688575605884,0.6263764733467783
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,65,0.43485167926075013,0.630390393395054
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,70,0.43875951004277125,0.6317522178707996
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,75,0.4357504625158747,0.6289583348947217
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,80,0.4551142557376163,0.6138875479088299
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,85,0.4269912349163363,0.6400813217822346
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,90,0.4391649291474886,0.6282937837708943
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,95,0.46482858192445875,0.6082383291647206
coepra1,cf_es_1_vm_0_alpha_0.05_select_pearson,100,0.4737533849965162,0.6036698495139954
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,5,0.8641305699196155,0.20341531916179015
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,10,0.7927205250422917,0.2579418103167458
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,15,0.7305197060373094,0.3345134819902281
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,20,0.7408614540022769,0.3492438647905314
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,25,0.7046748905730673,0.3751531997249339
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,30,0.7041996113925206,0.3732303903167569
coepra1,ct_es_1_vm_0_alpha_0.95_select_pearson,35,0.7178969450739643,0.36363659425932193
