data,method,n_feats,mse,r2
residential,r_cf_alpha_0.99,80,41590.30021445408,0.974249752875102
residential,r_cf_alpha_0.99,85,42285.10974639181,0.9738663210759457
residential,r_cf_alpha_0.99,90,41217.07971966729,0.9743554777002462
residential,r_cf_alpha_0.99,95,42536.99717802422,0.9736175785029951
residential,r_cf_alpha_0.99,100,42706.58113769594,0.9730724446299925
residential,r_cf_alpha_0.95,5,72644.25217490159,0.9537015643413369
residential,r_cf_alpha_0.95,10,62117.42708099787,0.9607989982940193
residential,r_cf_alpha_0.95,15,61638.09934204879,0.9611177936459665
residential,r_cf_alpha_0.95,20,54065.11151654044,0.9664692443927245
residential,r_cf_alpha_0.95,25,55168.2176650418,0.9654524066980039
residential,r_cf_alpha_0.95,30,44169.42271243992,0.9725954949229149
residential,r_cf_alpha_0.95,35,42223.27129512766,0.97418424415171
residential,r_cf_alpha_0.95,40,42655.785564449914,0.973795383409894
residential,r_cf_alpha_0.95,45,43386.09022024006,0.9732529638029577
residential,r_cf_alpha_0.95,50,43733.43385053604,0.9729621285613863
residential,r_cf_alpha_0.95,55,44186.41269479394,0.9728196865713976
residential,r_cf_alpha_0.95,60,43523.86789309444,0.9731833374447257
residential,r_cf_alpha_0.95,65,39590.39946150915,0.9755229846180065
residential,r_cf_alpha_0.95,70,40406.7621902935,0.9751322516873925
residential,r_cf_alpha_0.95,75,40665.648764505386,0.9749788017662308
residential,r_cf_alpha_0.95,80,37486.70261508123,0.9774659861800499
residential,r_cf_alpha_0.95,85,37878.74817961065,0.9770210187842497
residential,r_cf_alpha_0.95,90,38434.86366201504,0.9765964558400908
residential,r_cf_alpha_0.95,95,38748.2376186185,0.9763657783828383
residential,r_cf_alpha_0.95,100,38814.39550442479,0.9763197969440969
residential,r_cf_alpha_0.05,5,69747.78891675953,0.9556493360829954
residential,r_cf_alpha_0.05,10,71428.46103598693,0.9543049074121495
residential,r_cf_alpha_0.05,15,51133.24027857575,0.9685526771692279
residential,r_cf_alpha_0.05,20,48981.648340561886,0.9700607910981329
residential,r_cf_alpha_0.05,25,50134.823640307215,0.9693173439530549
residential,r_cf_alpha_0.05,30,46652.116443377236,0.9711496738690755
residential,r_cf_alpha_0.05,35,45696.88752641288,0.971740549290673
residential,r_cf_alpha_0.05,40,42636.70321744273,0.9742172002895757
residential,r_cf_alpha_0.05,45,43042.72505124465,0.9741195777594985
residential,r_cf_alpha_0.05,50,43508.81108459858,0.973620307723451
residential,r_cf_alpha_0.05,55,44151.0872387791,0.9728679212859699
residential,r_cf_alpha_0.05,60,43807.23507398142,0.9731867922232776
residential,r_cf_alpha_0.05,65,43806.656465229185,0.9729226568770603
residential,r_cf_alpha_0.05,70,45340.27033846815,0.9723835034699757
residential,r_cf_alpha_0.05,75,45874.03748251214,0.971778419211271
residential,r_cf_alpha_0.05,80,41327.43673841338,0.9752938199525831
residential,r_cf_alpha_0.05,85,41228.988974313615,0.9752507983686683
residential,r_cf_alpha_0.05,90,40005.19519649927,0.9759806377350675
residential,r_cf_alpha_0.05,95,40488.49127265357,0.9756117835765412
residential,r_cf_alpha_0.05,100,40741.61629993821,0.9755726971785931
residential,r_cf_alpha_0.01,5,69077.36122584174,0.9559931859060932
residential,r_cf_alpha_0.01,10,65675.66403472004,0.9582498439130707
residential,r_cf_alpha_0.01,15,56584.97074458322,0.9644980914149549
residential,r_cf_alpha_0.01,20,50301.25503423574,0.9690991978159895
residential,r_cf_alpha_0.01,25,47564.15771045468,0.9707692254872876
residential,r_cf_alpha_0.01,30,43456.76801033542,0.9735462407281281
residential,r_cf_alpha_0.01,35,42134.21432476199,0.974214982784963
residential,r_cf_alpha_0.01,40,40027.50496778471,0.9754355141311881
residential,r_cf_alpha_0.01,45,41230.01410914627,0.9747817327503819
residential,r_cf_alpha_0.01,50,42297.34964668072,0.974267874695632
residential,r_cf_alpha_0.01,55,43192.57457569355,0.9737941764257829
residential,r_cf_alpha_0.01,60,43042.01545445872,0.9736194104279884
residential,r_cf_alpha_0.01,65,41565.93858900778,0.9746878982410937
residential,r_cf_alpha_0.01,70,42302.453407732464,0.974041247838817
residential,r_cf_alpha_0.01,75,42855.51777397435,0.9735472846101046
residential,r_cf_alpha_0.01,80,42968.83491124489,0.9731667635737283
residential,r_cf_alpha_0.01,85,42198.84840358562,0.9736761182343379
residential,r_cf_alpha_0.01,90,42498.48580234016,0.973266222705119
residential,r_cf_alpha_0.01,95,42186.97563320257,0.973628457450815
residential,r_cf_alpha_0.01,100,42749.32916714951,0.9731167121004027
comm_violence,r_cf_alpha_0.99,5,1166462.2085560248,0.85627946292439
comm_violence,r_cf_alpha_0.99,10,1151087.812705302,0.858152250863921
comm_violence,r_cf_alpha_0.99,15,1155703.396796563,0.8576427527829076
comm_violence,r_cf_alpha_0.99,20,1169431.0221186446,0.8560201344714493
comm_violence,r_cf_alpha_0.99,25,1182375.7050258298,0.8544783938323828
comm_violence,r_cf_alpha_0.99,30,1220267.026880113,0.8504593038388798
comm_violence,r_cf_alpha_0.99,35,1220197.4824036132,0.8505360665889408
comm_violence,r_cf_alpha_0.99,40,1224146.7471808046,0.8501107342438889
comm_violence,r_cf_alpha_0.99,45,1228057.5589309554,0.8497471043079884
comm_violence,r_cf_alpha_0.99,50,1216655.5682063906,0.8518215330696476
comm_violence,r_cf_alpha_0.99,55,1339646.006086402,0.8447972718375899
comm_violence,r_cf_alpha_0.99,60,4276129.35558341,0.7881995622707587
comm_violence,r_cf_alpha_0.99,65,6843253.104358013,0.7175184426330581
comm_violence,r_cf_alpha_0.99,70,75453478.86861381,0.709857637252979
comm_violence,r_cf_alpha_0.99,75,87693927.20590048,0.7102669902146597
comm_violence,r_cf_alpha_0.99,80,113366332.56999044,0.7108093910624975
comm_violence,r_cf_alpha_0.99,85,231599279.48000938,0.7063779691714237
comm_violence,r_cf_alpha_0.99,90,276747217.013744,0.6917650467298676
comm_violence,r_cf_alpha_0.99,95,28490496499.569603,0.4708905431862499
comm_violence,r_cf_alpha_0.99,100,24416527464.823757,0.46954692707703993
comm_violence,r_cf_alpha_0.95,5,1166462.2085560248,0.85627946292439
comm_violence,r_cf_alpha_0.95,10,1150963.1397518893,0.8581471030535452
comm_violence,r_cf_alpha_0.95,15,1155459.029102064,0.8576519291999564
comm_violence,r_cf_alpha_0.95,20,1192934.9386267392,0.853210966414842
comm_violence,r_cf_alpha_0.95,25,1185144.450698999,0.8542037788648477
comm_violence,r_cf_alpha_0.95,30,1183131.2398582576,0.8544983850327599
comm_violence,r_cf_alpha_0.95,35,1222742.526242093,0.8502103284100618
comm_violence,r_cf_alpha_0.95,40,1222452.5693917046,0.8505295660993439
comm_violence,r_cf_alpha_0.95,45,3440768.2668989934,0.8027625630687419
comm_violence,r_cf_alpha_0.95,50,22302287.287541755,0.7409219264912078
comm_violence,r_cf_alpha_0.95,55,15420404.645056669,0.715223030657627
comm_violence,r_cf_alpha_0.95,60,117795776.06516819,0.5822856185503035
comm_violence,r_cf_alpha_0.95,65,207055371.8896368,0.5878799915708457
comm_violence,r_cf_alpha_0.95,70,313508449.58178574,0.5792569253821309
comm_violence,r_cf_alpha_0.95,75,326333746.71704113,0.5800478397047182
comm_violence,r_cf_alpha_0.95,80,3412921250.1241426,0.46752125342506423
comm_violence,r_cf_alpha_0.95,85,4464110209.276342,0.48349148907158773
comm_violence,r_cf_alpha_0.95,90,31270477667.31139,0.44981462189382615
comm_violence,r_cf_alpha_0.95,95,2286327644335.601,0.3336603302643933
comm_violence,r_cf_alpha_0.95,100,5629034301925.906,0.2269766940784334
comm_violence,r_cf_alpha_0.05,5,1166462.2085560248,0.85627946292439
comm_violence,r_cf_alpha_0.05,10,1150963.1397518893,0.8581471030535452
comm_violence,r_cf_alpha_0.05,15,1160088.9835732465,0.8570175802543314
comm_violence,r_cf_alpha_0.05,20,1192285.0890448496,0.8533920457325912
comm_violence,r_cf_alpha_0.05,25,1182081.3880459133,0.8545872378492374
comm_violence,r_cf_alpha_0.05,30,1223440.5096942913,0.8501380320481493
comm_violence,r_cf_alpha_0.05,35,1225195.882970611,0.8499816027139682
comm_violence,r_cf_alpha_0.05,40,1223455.8034586564,0.8506701477337811
comm_violence,r_cf_alpha_0.05,45,1368887.117426814,0.8423830415604321
comm_violence,r_cf_alpha_0.05,50,20022923.35352564,0.741919027027467
comm_violence,r_cf_alpha_0.05,55,22424418.315391593,0.7362733922873119
comm_violence,r_cf_alpha_0.05,60,129441594.39308158,0.6156379206970874
comm_violence,r_cf_alpha_0.05,65,13096002867.956284,0.5083885910352894
comm_violence,r_cf_alpha_0.05,70,13092754314.432678,0.5006887016043179
