type,es,vm,alpha,time,iteration,n_features
reg,False,False,0.05,1.3980438709259033,2,300
clf,False,False,0.05,2.0197412967681885,2,300
reg,False,False,0.05,1.407714605331421,3,300
clf,False,False,0.05,2.1239535808563232,3,300
reg,False,False,0.05,1.408843994140625,4,300
clf,False,False,0.05,2.021667718887329,4,300
reg,False,False,0.05,1.4059360027313232,5,300
clf,False,False,0.05,2.0222811698913574,5,300
reg,False,False,0.95,1.5086677074432373,1,300
clf,False,False,0.95,2.1186091899871826,1,300
reg,False,False,0.95,1.516397476196289,2,300
clf,False,False,0.95,2.1295833587646484,2,300
reg,False,False,0.95,1.5281033515930176,3,300
clf,False,False,0.95,2.126737594604492,3,300
reg,False,False,0.95,1.5234565734863281,4,300
clf,False,False,0.95,2.1344153881073,4,300
reg,False,False,0.95,1.5115883350372314,5,300
clf,False,False,0.95,2.126171827316284,5,300
reg,True,True,0.01,0.9272606372833252,1,350
clf,True,True,0.01,1.2225606441497803,1,350
reg,True,True,0.01,0.9005486965179443,2,350
clf,True,True,0.01,1.093860149383545,2,350
reg,True,True,0.01,0.8969211578369141,3,350
clf,True,True,0.01,1.1980338096618652,3,350
reg,True,True,0.01,0.8908042907714844,4,350
clf,True,True,0.01,1.1972551345825195,4,350
reg,True,True,0.01,0.896249532699585,5,350
clf,True,True,0.01,1.2069613933563232,5,350
reg,True,True,0.05,1.0008208751678467,1,350
clf,True,True,0.05,1.2049858570098877,1,350
reg,True,True,0.05,1.0048854351043701,2,350
clf,True,True,0.05,1.2242295742034912,2,350
reg,True,True,0.05,1.01167893409729,3,350
clf,True,True,0.05,1.2286996841430664,3,350
reg,True,True,0.05,1.027533769607544,4,350
clf,True,True,0.05,1.2277872562408447,4,350
reg,True,True,0.05,1.0232057571411133,5,350
clf,True,True,0.05,1.2326433658599854,5,350
reg,True,True,0.95,0.8285765647888184,1,350
clf,True,True,0.95,0.8475494384765625,1,350
reg,True,True,0.95,0.8386390209197998,2,350
clf,True,True,0.95,0.8560662269592285,2,350
reg,True,True,0.95,0.8419668674468994,3,350
clf,True,True,0.95,0.966569185256958,3,350
reg,True,True,0.95,0.8398234844207764,4,350
clf,True,True,0.95,0.8575859069824219,4,350
reg,True,True,0.95,0.8497421741485596,5,350
clf,True,True,0.95,0.8483481407165527,5,350
reg,True,False,0.01,0.9364206790924072,1,350
clf,True,False,0.01,1.2406339645385742,1,350
reg,True,False,0.01,0.9242942333221436,2,350
clf,True,False,0.01,1.2181549072265625,2,350
reg,True,False,0.01,0.9173357486724854,3,350
clf,True,False,0.01,1.2115509510040283,3,350
reg,True,False,0.01,0.9022822380065918,4,350
clf,True,False,0.01,1.1977415084838867,4,350
reg,True,False,0.01,0.8999905586242676,5,350
clf,True,False,0.01,1.203995704650879,5,350
reg,True,False,0.05,0.9980018138885498,1,350
clf,True,False,0.05,1.2087037563323975,1,350
reg,True,False,0.05,1.0121111869812012,2,350
clf,True,False,0.05,1.218419075012207,2,350
reg,True,False,0.05,1.0040819644927979,3,350
clf,True,False,0.05,1.1101386547088623,3,350
reg,True,False,0.05,0.908022403717041,4,350
clf,True,False,0.05,1.1107275485992432,4,350
reg,True,False,0.05,0.9061000347137451,5,350
clf,True,False,0.05,1.2113115787506104,5,350
reg,True,False,0.95,0.8018448352813721,1,350
clf,True,False,0.95,0.8268184661865234,1,350
reg,True,False,0.95,0.833050012588501,2,350
clf,True,False,0.95,0.8450489044189453,2,350
reg,True,False,0.95,0.8168325424194336,3,350
clf,True,False,0.95,0.8287489414215088,3,350
reg,True,False,0.95,0.8215975761413574,4,350
clf,True,False,0.95,0.8246502876281738,4,350
reg,True,False,0.95,0.8193235397338867,5,350
clf,True,False,0.95,0.837761402130127,5,350
reg,False,True,0.01,1.1162967681884766,1,350
clf,False,True,0.01,1.725884199142456,1,350
reg,False,True,0.01,1.208850383758545,2,350
clf,False,True,0.01,1.8023009300231934,2,350
reg,False,True,0.01,1.1902117729187012,3,350
clf,False,True,0.01,1.7949705123901367,3,350
reg,False,True,0.01,1.1927998065948486,4,350
clf,False,True,0.01,1.690753698348999,4,350
reg,False,True,0.01,1.1843981742858887,5,350
clf,False,True,0.01,1.7006785869598389,5,350
reg,False,True,0.05,1.5008940696716309,1,350
clf,False,True,0.05,2.110168695449829,1,350
reg,False,True,0.05,1.4996812343597412,2,350
clf,False,True,0.05,2.110994577407837,2,350
reg,False,True,0.05,1.5037589073181152,3,350
clf,False,True,0.05,2.118682622909546,3,350
reg,False,True,0.05,1.5077319145202637,4,350
clf,False,True,0.05,2.1153430938720703,4,350
reg,False,True,0.05,1.5070908069610596,5,350
clf,False,True,0.05,2.1189756393432617,5,350
reg,False,True,0.95,1.600029706954956,1,350
clf,False,True,0.95,2.2301926612854004,1,350
reg,False,True,0.95,1.621133804321289,2,350
clf,False,True,0.95,2.2289938926696777,2,350
reg,False,True,0.95,1.6124529838562012,3,350
clf,False,True,0.95,2.234722137451172,3,350
reg,False,True,0.95,1.6162309646606445,4,350
clf,False,True,0.95,2.2394235134124756,4,350
reg,False,True,0.95,1.6211278438568115,5,350
clf,False,True,0.95,2.237049102783203,5,350
reg,False,False,0.01,1.210383653640747,1,350
clf,False,False,0.01,1.7243385314941406,1,350
reg,False,False,0.01,1.193504810333252,2,350
clf,False,False,0.01,1.694730281829834,2,350
reg,False,False,0.01,1.1870732307434082,3,350
clf,False,False,0.01,1.7957630157470703,3,350
reg,False,False,0.01,1.1907017230987549,4,350
clf,False,False,0.01,1.7000641822814941,4,350
reg,False,False,0.01,1.1962931156158447,5,350
clf,False,False,0.01,1.8054862022399902,5,350
reg,False,False,0.05,1.4933648109436035,1,350
clf,False,False,0.05,2.1140620708465576,1,350
reg,False,False,0.05,1.5040886402130127,2,350
clf,False,False,0.05,2.2212765216827393,2,350
reg,False,False,0.05,1.5054659843444824,3,350
clf,False,False,0.05,2.1235482692718506,3,350
reg,False,False,0.05,1.5113372802734375,4,350
clf,False,False,0.05,2.1300671100616455,4,350
reg,False,False,0.05,1.5122005939483643,5,350
clf,False,False,0.05,2.1215264797210693,5,350
reg,False,False,0.95,1.6086769104003906,1,350
clf,False,False,0.95,2.2324442863464355,1,350
reg,False,False,0.95,1.613537073135376,2,350
clf,False,False,0.95,2.2302470207214355,2,350
reg,False,False,0.95,1.618112325668335,3,350
clf,False,False,0.95,2.2291181087493896,3,350
reg,False,False,0.95,1.6197805404663086,4,350
clf,False,False,0.95,2.236180543899536,4,350
reg,False,False,0.95,1.6290230751037598,5,350
clf,False,False,0.95,2.236783027648926,5,350
reg,True,True,0.01,0.9150772094726562,1,400
clf,True,True,0.01,1.2207987308502197,1,400
reg,True,True,0.01,0.9061565399169922,2,400
clf,True,True,0.01,1.2033462524414062,2,400
reg,True,True,0.01,0.8991320133209229,3,400
clf,True,True,0.01,1.3082211017608643,3,400
reg,True,True,0.01,0.9018845558166504,4,400
clf,True,True,0.01,1.3094029426574707,4,400
reg,True,True,0.01,0.909080982208252,5,400
clf,True,True,0.01,1.3063328266143799,5,400
reg,True,True,0.05,0.9983417987823486,1,400
clf,True,True,0.05,1.2159817218780518,1,400
reg,True,True,0.05,1.0072317123413086,2,400
clf,True,True,0.05,1.2231452465057373,2,400
reg,True,True,0.05,1.0138812065124512,3,400
clf,True,True,0.05,1.3438777923583984,3,400
reg,True,True,0.05,1.022481918334961,4,400
clf,True,True,0.05,1.3212499618530273,4,400
reg,True,True,0.05,1.0254526138305664,5,400
clf,True,True,0.05,1.3255302906036377,5,400
reg,True,True,0.95,0.8115503787994385,1,400
clf,True,True,0.95,0.9577076435089111,1,400
reg,True,True,0.95,0.8388760089874268,2,400
clf,True,True,0.95,0.9475719928741455,2,400
reg,True,True,0.95,0.8491218090057373,3,400
clf,True,True,0.95,0.9418294429779053,3,400
reg,True,True,0.95,0.8480803966522217,4,400
clf,True,True,0.95,0.9495441913604736,4,400
reg,True,True,0.95,0.8476226329803467,5,400
clf,True,True,0.95,0.8494470119476318,5,400
reg,True,False,0.01,0.9314179420471191,1,400
clf,True,False,0.01,1.3217206001281738,1,400
reg,True,False,0.01,0.9074015617370605,2,400
clf,True,False,0.01,1.206477165222168,2,400
reg,True,False,0.01,0.998516321182251,3,400
clf,True,False,0.01,1.2077791690826416,3,400
reg,True,False,0.01,0.913870096206665,4,400
clf,True,False,0.01,1.3174126148223877,4,400
reg,True,False,0.01,0.9007546901702881,5,400
clf,True,False,0.01,1.2159185409545898,5,400
reg,True,False,0.05,0.9984452724456787,1,400
clf,True,False,0.05,1.2010483741760254,1,400
reg,True,False,0.05,1.002338171005249,2,400
clf,True,False,0.05,1.2278239727020264,2,400
reg,True,False,0.05,1.0161809921264648,3,400
clf,True,False,0.05,1.2190015316009521,3,400
reg,True,False,0.05,1.0247313976287842,4,400
clf,True,False,0.05,1.226806402206421,4,400
reg,True,False,0.05,1.0242829322814941,5,400
clf,True,False,0.05,1.2195730209350586,5,400
reg,True,False,0.95,0.8200242519378662,1,400
clf,True,False,0.95,0.9465925693511963,1,400
reg,True,False,0.95,0.8248507976531982,2,400
clf,True,False,0.95,0.9376580715179443,2,400
reg,True,False,0.95,0.8256978988647461,3,400
clf,True,False,0.95,0.8339588642120361,3,400
reg,True,False,0.95,0.8553588390350342,4,400
clf,True,False,0.95,0.9450716972351074,4,400
reg,True,False,0.95,0.8440990447998047,5,400
clf,True,False,0.95,0.9478740692138672,5,400
reg,False,True,0.01,1.2234642505645752,1,400
clf,False,True,0.01,2.033808708190918,1,400
reg,False,True,0.01,1.3044097423553467,2,400
clf,False,True,0.01,2.0033531188964844,2,400
reg,False,True,0.01,1.2988858222961426,3,400
clf,False,True,0.01,2.003549098968506,3,400
reg,False,True,0.01,1.2905607223510742,4,400
clf,False,True,0.01,2.0950520038604736,4,400
reg,False,True,0.01,1.2999093532562256,5,400
clf,False,True,0.01,2.003445625305176,5,400
reg,False,True,0.05,1.5991027355194092,1,400
clf,False,True,0.05,2.3496320247650146,1,400
reg,False,True,0.05,1.6381034851074219,2,400
clf,False,True,0.05,2.349323034286499,2,400
reg,False,True,0.05,1.6226928234100342,3,400
clf,False,True,0.05,2.3595409393310547,3,400
reg,False,True,0.05,1.6108949184417725,4,400
clf,False,True,0.05,2.3302993774414062,4,400
reg,False,True,0.05,1.6154437065124512,5,400
clf,False,True,0.05,2.333073616027832,5,400
reg,False,True,0.95,1.720841884613037,1,400
clf,False,True,0.95,2.4291398525238037,1,400
reg,False,True,0.95,1.746596336364746,2,400
clf,False,True,0.95,2.4417622089385986,2,400
reg,False,True,0.95,1.7300479412078857,3,400
clf,False,True,0.95,2.4598801136016846,3,400
reg,False,True,0.95,1.7553277015686035,4,400
clf,False,True,0.95,2.4571805000305176,4,400
reg,False,True,0.95,1.755617618560791,5,400
clf,False,True,0.95,2.4439518451690674,5,400
reg,False,False,0.01,1.3278307914733887,1,400
clf,False,False,0.01,2.037731885910034,1,400
reg,False,False,0.01,1.4055278301239014,2,400
clf,False,False,0.01,1.9140293598175049,2,400
reg,False,False,0.01,1.3055014610290527,3,400
clf,False,False,0.01,2.0057687759399414,3,400
reg,False,False,0.01,1.3064587116241455,4,400
clf,False,False,0.01,2.003190040588379,4,400
reg,False,False,0.01,1.2161383628845215,5,400
clf,False,False,0.01,2.0183699131011963,5,400
reg,False,False,0.05,1.6137561798095703,1,400
clf,False,False,0.05,2.3287973403930664,1,400
reg,False,False,0.05,1.6277134418487549,2,400
clf,False,False,0.05,2.3373968601226807,2,400
reg,False,False,0.05,1.6449594497680664,3,400
clf,False,False,0.05,2.329411506652832,3,400
reg,False,False,0.05,1.619156837463379,4,400
clf,False,False,0.05,2.351912021636963,4,400
reg,False,False,0.05,1.6190545558929443,5,400
clf,False,False,0.05,2.339054584503174,5,400
reg,False,False,0.95,1.7238903045654297,1,400
clf,False,False,0.95,2.4257376194000244,1,400
reg,False,False,0.95,1.7197825908660889,2,400
clf,False,False,0.95,2.4477953910827637,2,400
reg,False,False,0.95,1.7356336116790771,3,400
clf,False,False,0.95,2.4421653747558594,3,400
reg,False,False,0.95,1.721649169921875,4,400
clf,False,False,0.95,2.435176134109497,4,400
reg,False,False,0.95,1.7323949337005615,5,400
clf,False,False,0.95,2.445427417755127,5,400
reg,True,True,0.01,0.9216501712799072,1,450
clf,True,True,0.01,1.3310184478759766,1,450
reg,True,True,0.01,1.0143632888793945,2,450
clf,True,True,0.01,1.3317935466766357,2,450
reg,True,True,0.01,1.007213830947876,3,450
clf,True,True,0.01,1.322934865951538,3,450
reg,True,True,0.01,1.0146026611328125,4,450
clf,True,True,0.01,1.309234619140625,4,450
reg,True,True,0.01,1.0168383121490479,5,450
clf,True,True,0.01,1.3184046745300293,5,450
reg,True,True,0.05,1.0214567184448242,1,450
clf,True,True,0.05,1.2671098709106445,1,450
reg,True,True,0.05,1.0396499633789062,2,450
clf,True,True,0.05,1.2471356391906738,2,450
reg,True,True,0.05,1.1317071914672852,3,450
clf,True,True,0.05,1.3345575332641602,3,450
reg,True,True,0.05,1.0323944091796875,4,450
clf,True,True,0.05,1.2393286228179932,4,450
reg,True,True,0.05,1.0274403095245361,5,450
clf,True,True,0.05,1.2342212200164795,5,450
reg,True,True,0.95,0.8633995056152344,1,450
clf,True,True,0.95,0.9605369567871094,1,450
reg,True,True,0.95,0.9282810688018799,2,450
clf,True,True,0.95,0.9168038368225098,2,450
reg,True,True,0.95,0.8337135314941406,3,450
clf,True,True,0.95,0.9666249752044678,3,450
reg,True,True,0.95,0.9332420825958252,4,450
clf,True,True,0.95,0.87807297706604,4,450
reg,True,True,0.95,0.8442833423614502,5,450
clf,True,True,0.95,0.9686236381530762,5,450
reg,True,False,0.01,0.9405899047851562,1,450
clf,True,False,0.01,1.3323113918304443,1,450
reg,True,False,0.01,0.9192733764648438,2,450
clf,True,False,0.01,1.3041813373565674,2,450
reg,True,False,0.01,0.9048292636871338,3,450
clf,True,False,0.01,1.3134336471557617,3,450
reg,True,False,0.01,0.8966093063354492,4,450
clf,True,False,0.01,1.3093717098236084,4,450
reg,True,False,0.01,0.9041681289672852,5,450
clf,True,False,0.01,1.3148925304412842,5,450
reg,True,False,0.05,1.0031592845916748,1,450
clf,True,False,0.05,1.2124099731445312,1,450
reg,True,False,0.05,1.0077292919158936,2,450
clf,True,False,0.05,1.2211813926696777,2,450
reg,True,False,0.05,1.021946907043457,3,450
clf,True,False,0.05,1.2360303401947021,3,450
reg,True,False,0.05,1.0130057334899902,4,450
clf,True,False,0.05,1.327284336090088,4,450
reg,True,False,0.05,1.0258824825286865,5,450
clf,True,False,0.05,1.238105058670044,5,450
reg,True,False,0.95,0.9370956420898438,1,450
clf,True,False,0.95,0.9746918678283691,1,450
reg,True,False,0.95,0.8326385021209717,2,450
clf,True,False,0.95,0.9734725952148438,2,450
reg,True,False,0.95,0.8628759384155273,3,450
clf,True,False,0.95,0.9505777359008789,3,450
reg,True,False,0.95,0.8552820682525635,4,450
clf,True,False,0.95,0.9641931056976318,4,450
reg,True,False,0.95,0.8633780479431152,5,450
clf,True,False,0.95,0.8406741619110107,5,450
reg,False,True,0.01,1.334791660308838,1,450
clf,False,True,0.01,2.1325807571411133,1,450
reg,False,True,0.01,1.3189196586608887,2,450
clf,False,True,0.01,2.1037096977233887,2,450
reg,False,True,0.01,1.3036344051361084,3,450
clf,False,True,0.01,2.12093448638916,3,450
reg,False,True,0.01,1.311769723892212,4,450
clf,False,True,0.01,2.106100559234619,4,450
reg,False,True,0.01,1.4047527313232422,5,450
clf,False,True,0.01,2.125351905822754,5,450
reg,False,True,0.05,1.6056654453277588,1,450
clf,False,True,0.05,2.418107748031616,1,450
reg,False,True,0.05,1.632176160812378,2,450
clf,False,True,0.05,2.434393882751465,2,450
reg,False,True,0.05,1.7129709720611572,3,450
clf,False,True,0.05,2.4407737255096436,3,450
reg,False,True,0.05,1.630962610244751,4,450
clf,False,True,0.05,2.435532331466675,4,450
reg,False,True,0.05,1.7324137687683105,5,450
clf,False,True,0.05,2.4410033226013184,5,450
reg,False,True,0.95,1.8209433555603027,1,450
clf,False,True,0.95,2.643986701965332,1,450
reg,False,True,0.95,1.8359429836273193,2,450
clf,False,True,0.95,2.5483007431030273,2,450
reg,False,True,0.95,1.8224289417266846,3,450
clf,False,True,0.95,2.543668270111084,3,450
reg,False,True,0.95,1.8318016529083252,4,450
clf,False,True,0.95,2.54768967628479,4,450
reg,False,True,0.95,1.84232497215271,5,450
clf,False,True,0.95,2.5567996501922607,5,450
reg,False,False,0.01,1.3178956508636475,1,450
clf,False,False,0.01,2.0913524627685547,1,450
reg,False,False,0.01,1.3216538429260254,2,450
clf,False,False,0.01,2.2285614013671875,2,450
reg,False,False,0.01,1.3130698204040527,3,450
clf,False,False,0.01,2.0249645709991455,3,450
reg,False,False,0.01,1.409273624420166,4,450
clf,False,False,0.01,2.12966251373291,4,450
reg,False,False,0.01,1.3109307289123535,5,450
clf,False,False,0.01,2.1226255893707275,5,450
reg,False,False,0.05,1.7137508392333984,1,450
clf,False,False,0.05,2.424307107925415,1,450
reg,False,False,0.05,1.6194124221801758,2,450
clf,False,False,0.05,2.4326529502868652,2,450
reg,False,False,0.05,1.62394118309021,3,450
clf,False,False,0.05,2.4412617683410645,3,450
reg,False,False,0.05,1.6484265327453613,4,450
clf,False,False,0.05,2.5318610668182373,4,450
reg,False,False,0.05,1.6098692417144775,5,450
clf,False,False,0.05,2.4336998462677,5,450
reg,False,False,0.95,1.724203109741211,1,450
clf,False,False,0.95,2.546175241470337,1,450
reg,False,False,0.95,1.7349555492401123,2,450
clf,False,False,0.95,2.540091037750244,2,450
reg,False,False,0.95,1.8204209804534912,3,450
clf,False,False,0.95,2.548363208770752,3,450
reg,False,False,0.95,1.7369036674499512,4,450
clf,False,False,0.95,2.5362138748168945,4,450
reg,False,False,0.95,1.8487114906311035,5,450
clf,False,False,0.95,2.580763816833496,5,450
reg,True,True,0.01,1.0682563781738281,1,500
clf,True,True,0.01,1.4388692378997803,1,500
reg,True,True,0.01,1.0215246677398682,2,500
clf,True,True,0.01,1.4160130023956299,2,500
reg,True,True,0.01,1.0118913650512695,3,500
clf,True,True,0.01,1.3177764415740967,3,500
reg,True,True,0.01,1.0119531154632568,4,500
clf,True,True,0.01,1.3149025440216064,4,500
reg,True,True,0.01,1.112746000289917,5,500
clf,True,True,0.01,1.4150912761688232,5,500
reg,True,True,0.05,1.0495507717132568,1,500
clf,True,True,0.05,1.3495476245880127,1,500
reg,True,True,0.05,1.0374999046325684,2,500
clf,True,True,0.05,1.3385028839111328,2,500
reg,True,True,0.05,1.0436985492706299,3,500
clf,True,True,0.05,1.3332881927490234,3,500
reg,True,True,0.05,1.130586862564087,4,500
clf,True,True,0.05,1.338068962097168,4,500
reg,True,True,0.05,1.0347590446472168,5,500
clf,True,True,0.05,1.3326287269592285,5,500
reg,True,True,0.95,0.8473086357116699,1,500
clf,True,True,0.95,0.9735047817230225,1,500
reg,True,True,0.95,0.8495824337005615,2,500
clf,True,True,0.95,0.9750931262969971,2,500
reg,True,True,0.95,0.8401603698730469,3,500
clf,True,True,0.95,0.978710412979126,3,500
reg,True,True,0.95,0.9424445629119873,4,500
clf,True,True,0.95,0.9717881679534912,4,500
reg,True,True,0.95,0.8437347412109375,5,500
clf,True,True,0.95,0.9725601673126221,5,500
reg,True,False,0.01,1.0397233963012695,1,500
clf,True,False,0.01,1.3355028629302979,1,500
reg,True,False,0.01,1.12406587600708,2,500
clf,True,False,0.01,1.4068679809570312,2,500
reg,True,False,0.01,1.0164780616760254,3,500
clf,True,False,0.01,1.3138420581817627,3,500
reg,True,False,0.01,1.0079946517944336,4,500
clf,True,False,0.01,1.3174939155578613,4,500
reg,True,False,0.01,1.0222883224487305,5,500
clf,True,False,0.01,1.4031016826629639,5,500
reg,True,False,0.05,1.0101954936981201,1,500
clf,True,False,0.05,1.3300113677978516,1,500
reg,True,False,0.05,1.0316762924194336,2,500
clf,True,False,0.05,1.229964256286621,2,500
reg,True,False,0.05,1.0216641426086426,3,500
clf,True,False,0.05,1.2361149787902832,3,500
reg,True,False,0.05,1.0399036407470703,4,500
clf,True,False,0.05,1.239638090133667,4,500
reg,True,False,0.05,1.0626418590545654,5,500
clf,True,False,0.05,1.2566964626312256,5,500
reg,True,False,0.95,0.8569247722625732,1,500
clf,True,False,0.95,0.9465816020965576,1,500
reg,True,False,0.95,0.8455626964569092,2,500
clf,True,False,0.95,0.9409270286560059,2,500
reg,True,False,0.95,0.8410937786102295,3,500
clf,True,False,0.95,0.9455804824829102,3,500
reg,True,False,0.95,0.8489644527435303,4,500
clf,True,False,0.95,0.9351682662963867,4,500
reg,True,False,0.95,0.9420413970947266,5,500
clf,True,False,0.95,0.9434671401977539,5,500
reg,False,True,0.01,1.5386159420013428,1,500
clf,False,True,0.01,2.3344779014587402,1,500
reg,False,True,0.01,1.4228692054748535,2,500
clf,False,True,0.01,2.2144057750701904,2,500
reg,False,True,0.01,1.4121460914611816,3,500
clf,False,True,0.01,2.216575860977173,3,500
reg,False,True,0.01,1.505925178527832,4,500
clf,False,True,0.01,2.2199668884277344,4,500
reg,False,True,0.01,1.4135146141052246,5,500
clf,False,True,0.01,2.2239582538604736,5,500
reg,False,True,0.05,1.733407735824585,1,500
clf,False,True,0.05,2.529744863510132,1,500
reg,False,True,0.05,1.71879243850708,2,500
clf,False,True,0.05,2.543851852416992,2,500
reg,False,True,0.05,1.8386867046356201,3,500
clf,False,True,0.05,2.6563220024108887,3,500
reg,False,True,0.05,1.8219871520996094,4,500
clf,False,True,0.05,2.535015821456909,4,500
reg,False,True,0.05,1.729795217514038,5,500
clf,False,True,0.05,2.5604026317596436,5,500
reg,False,True,0.95,1.834747314453125,1,500
clf,False,True,0.95,2.6397693157196045,1,500
reg,False,True,0.95,1.8509278297424316,2,500
clf,False,True,0.95,2.647808313369751,2,500
reg,False,True,0.95,1.8458194732666016,3,500
clf,False,True,0.95,2.6405961513519287,3,500
reg,False,True,0.95,1.8333323001861572,4,500
clf,False,True,0.95,2.65643310546875,4,500
reg,False,True,0.95,1.8280839920043945,5,500
clf,False,True,0.95,2.6497018337249756,5,500
reg,False,False,0.01,1.417273759841919,1,500
clf,False,False,0.01,2.1504011154174805,1,500
reg,False,False,0.01,1.4203486442565918,2,500
clf,False,False,0.01,2.22662091255188,2,500
reg,False,False,0.01,1.4030747413635254,3,500
clf,False,False,0.01,2.2225852012634277,3,500
reg,False,False,0.01,1.4183754920959473,4,500
clf,False,False,0.01,2.2154245376586914,4,500
reg,False,False,0.01,1.4044780731201172,5,500
clf,False,False,0.01,2.2222557067871094,5,500
reg,False,False,0.05,1.7137172222137451,1,500
clf,False,False,0.05,2.5341744422912598,1,500
reg,False,False,0.05,1.7202999591827393,2,500
clf,False,False,0.05,2.5325746536254883,2,500
reg,False,False,0.05,1.721048355102539,3,500
clf,False,False,0.05,2.5394580364227295,3,500
reg,False,False,0.05,1.7216832637786865,4,500
clf,False,False,0.05,2.5410351753234863,4,500
reg,False,False,0.05,1.7207362651824951,5,500
clf,False,False,0.05,2.551764488220215,5,500
reg,False,False,0.95,1.838942289352417,1,500
clf,False,False,0.95,2.645789623260498,1,500
reg,False,False,0.95,1.8452239036560059,2,500
clf,False,False,0.95,2.659885883331299,2,500
reg,False,False,0.95,1.8251748085021973,3,500
clf,False,False,0.95,2.6475670337677,3,500
reg,False,False,0.95,1.8294684886932373,4,500
clf,False,False,0.95,2.6532304286956787,4,500
reg,False,False,0.95,1.8403830528259277,5,500
clf,False,False,0.95,2.6456847190856934,5,500
reg,True,True,0.01,1.029388666152954,1,550
clf,True,True,0.01,1.4321911334991455,1,550
reg,True,True,0.01,1.0122334957122803,2,550
clf,True,True,0.01,1.409684181213379,2,550
reg,True,True,0.01,1.0026459693908691,3,550
clf,True,True,0.01,1.4207866191864014,3,550
reg,True,True,0.01,1.0158886909484863,4,550
clf,True,True,0.01,1.4191563129425049,4,550
reg,True,True,0.01,1.0133309364318848,5,550
clf,True,True,0.01,1.422536849975586,5,550
reg,True,True,0.05,1.010035753250122,1,550
clf,True,True,0.05,1.327843427658081,1,550
reg,True,True,0.05,1.0249073505401611,2,550
clf,True,True,0.05,1.3377339839935303,2,550
reg,True,True,0.05,1.0247323513031006,3,550
clf,True,True,0.05,1.339308261871338,3,550
reg,True,True,0.05,1.013824224472046,4,550
clf,True,True,0.05,1.335996389389038,4,550
reg,True,True,0.05,1.027651071548462,5,550
clf,True,True,0.05,1.3332350254058838,5,550
reg,True,True,0.95,0.8390946388244629,1,550
clf,True,True,0.95,0.9457261562347412,1,550
reg,True,True,0.95,0.9325926303863525,2,550
clf,True,True,0.95,0.9486138820648193,2,550
reg,True,True,0.95,0.8531138896942139,3,550
clf,True,True,0.95,0.9432084560394287,3,550
reg,True,True,0.95,0.8378932476043701,4,550
clf,True,True,0.95,0.9320790767669678,4,550
reg,True,True,0.95,0.8350043296813965,5,550
clf,True,True,0.95,0.9501981735229492,5,550
reg,True,False,0.01,1.0260329246520996,1,550
clf,True,False,0.01,1.4364488124847412,1,550
reg,True,False,0.01,1.0298106670379639,2,550
clf,True,False,0.01,1.4100141525268555,2,550
reg,True,False,0.01,1.0104296207427979,3,550
clf,True,False,0.01,1.4127886295318604,3,550
reg,True,False,0.01,1.0088672637939453,4,550
clf,True,False,0.01,1.4150352478027344,4,550
reg,True,False,0.01,1.0138294696807861,5,550
clf,True,False,0.01,1.4215245246887207,5,550
reg,True,False,0.05,1.0128319263458252,1,550
clf,True,False,0.05,1.2323131561279297,1,550
reg,True,False,0.05,1.0176475048065186,2,550
clf,True,False,0.05,1.3322327136993408,2,550
reg,True,False,0.05,1.0322444438934326,3,550
clf,True,False,0.05,1.3390657901763916,3,550
reg,True,False,0.05,1.118675708770752,4,550
clf,True,False,0.05,1.3366854190826416,4,550
reg,True,False,0.05,1.022233247756958,5,550
clf,True,False,0.05,1.3339943885803223,5,550
reg,True,False,0.95,0.8269765377044678,1,550
clf,True,False,0.95,0.9355025291442871,1,550
reg,True,False,0.95,0.8305768966674805,2,550
clf,True,False,0.95,0.9696393013000488,2,550
reg,True,False,0.95,0.9461319446563721,3,550
clf,True,False,0.95,0.93312668800354,3,550
reg,True,False,0.95,0.9544029235839844,4,550
clf,True,False,0.95,0.9515056610107422,4,550
reg,True,False,0.95,0.9407885074615479,5,550
clf,True,False,0.95,0.943270206451416,5,550
reg,False,True,0.01,1.538266897201538,1,550
clf,False,True,0.01,2.3313682079315186,1,550
reg,False,True,0.01,1.5305488109588623,2,550
clf,False,True,0.01,2.329942464828491,2,550
reg,False,True,0.01,1.5073561668395996,3,550
clf,False,True,0.01,2.4241175651550293,3,550
reg,False,True,0.01,1.5128514766693115,4,550
clf,False,True,0.01,2.4159786701202393,4,550
reg,False,True,0.01,1.519554615020752,5,550
clf,False,True,0.01,2.3250155448913574,5,550
reg,False,True,0.05,1.7134807109832764,1,550
clf,False,True,0.05,2.630542516708374,1,550
reg,False,True,0.05,1.8178167343139648,2,550
clf,False,True,0.05,2.6350936889648438,2,550
reg,False,True,0.05,1.8239238262176514,3,550
clf,False,True,0.05,2.629568099975586,3,550
reg,False,True,0.05,1.8188624382019043,4,550
clf,False,True,0.05,2.633392810821533,4,550
reg,False,True,0.05,1.8161091804504395,5,550
clf,False,True,0.05,2.644627571105957,5,550
reg,False,True,0.95,1.9284026622772217,1,550
clf,False,True,0.95,2.7518794536590576,1,550
reg,False,True,0.95,1.9293479919433594,2,550
clf,False,True,0.95,2.7460718154907227,2,550
reg,False,True,0.95,1.9225785732269287,3,550
clf,False,True,0.95,2.742109537124634,3,550
reg,False,True,0.95,1.9373302459716797,4,550
clf,False,True,0.95,2.737642765045166,4,550
reg,False,True,0.95,1.9276659488677979,5,550
clf,False,True,0.95,2.743947982788086,5,550
