type,es,vm,alpha,time,iteration,n_features
clf,False,True,0.05,3.0310232639312744,5,800
reg,False,True,0.95,2.122246265411377,1,800
clf,False,True,0.95,3.1470842361450195,1,800
reg,False,True,0.95,2.1324894428253174,2,800
clf,False,True,0.95,3.1408207416534424,2,800
reg,False,True,0.95,2.12636661529541,3,800
clf,False,True,0.95,3.151454448699951,3,800
reg,False,True,0.95,2.156968593597412,4,800
clf,False,True,0.95,3.263362407684326,4,800
reg,False,True,0.95,2.247204542160034,5,800
clf,False,True,0.95,3.165494441986084,5,800
reg,False,False,0.01,1.855210542678833,1,800
clf,False,False,0.01,2.947394371032715,1,800
reg,False,False,0.01,1.852358102798462,2,800
clf,False,False,0.01,2.8331546783447266,2,800
reg,False,False,0.01,1.9298748970031738,3,800
clf,False,False,0.01,2.8459384441375732,3,800
reg,False,False,0.01,1.825343132019043,4,800
clf,False,False,0.01,2.9399476051330566,4,800
reg,False,False,0.01,1.7263476848602295,5,800
clf,False,False,0.01,2.838836431503296,5,800
reg,False,False,0.05,2.029165744781494,1,800
clf,False,False,0.05,3.1673741340637207,1,800
reg,False,False,0.05,2.1325466632843018,2,800
clf,False,False,0.05,3.0361218452453613,2,800
reg,False,False,0.05,2.036428213119507,3,800
clf,False,False,0.05,3.144216775894165,3,800
reg,False,False,0.05,2.027726411819458,4,800
clf,False,False,0.05,3.154291868209839,4,800
reg,False,False,0.05,2.131174087524414,5,800
clf,False,False,0.05,3.13938307762146,5,800
reg,False,False,0.95,2.1330790519714355,1,800
clf,False,False,0.95,3.1575255393981934,1,800
reg,False,False,0.95,2.135078191757202,2,800
clf,False,False,0.95,3.1587271690368652,2,800
reg,False,False,0.95,2.1566030979156494,3,800
clf,False,False,0.95,3.1624886989593506,3,800
reg,False,False,0.95,2.152789831161499,4,800
clf,False,False,0.95,3.156496524810791,4,800
reg,False,False,0.95,2.1401219367980957,5,800
clf,False,False,0.95,3.180957078933716,5,800
reg,True,True,0.01,1.1388306617736816,1,850
clf,True,True,0.01,1.7445530891418457,1,850
reg,True,True,0.01,1.2217998504638672,2,850
clf,True,True,0.01,1.5201449394226074,2,850
reg,True,True,0.01,1.1316559314727783,3,850
clf,True,True,0.01,1.6494441032409668,3,850
reg,True,True,0.01,1.2561278343200684,4,850
clf,True,True,0.01,1.660916805267334,4,850
reg,True,True,0.01,1.2178752422332764,5,850
clf,True,True,0.01,1.6432044506072998,5,850
reg,True,True,0.05,1.123952865600586,1,850
clf,True,True,0.05,1.4352030754089355,1,850
reg,True,True,0.05,1.130476474761963,2,850
clf,True,True,0.05,1.4515109062194824,2,850
reg,True,True,0.05,1.1208539009094238,3,850
clf,True,True,0.05,1.4469013214111328,3,850
reg,True,True,0.05,1.1592457294464111,4,850
clf,True,True,0.05,1.4541854858398438,4,850
reg,True,True,0.05,1.1421279907226562,5,850
clf,True,True,0.05,1.4461286067962646,5,850
reg,True,True,0.95,0.9427311420440674,1,850
clf,True,True,0.95,0.9469857215881348,1,850
reg,True,True,0.95,0.8537187576293945,2,850
clf,True,True,0.95,0.9548244476318359,2,850
reg,True,True,0.95,0.9488697052001953,3,850
clf,True,True,0.95,0.9510655403137207,3,850
reg,True,True,0.95,0.8461382389068604,4,850
clf,True,True,0.95,0.9587979316711426,4,850
reg,True,True,0.95,0.9450263977050781,5,850
clf,True,True,0.95,0.9486401081085205,5,850
reg,True,False,0.01,1.1514062881469727,1,850
clf,True,False,0.01,1.5395936965942383,1,850
reg,True,False,0.01,1.1255805492401123,2,850
clf,True,False,0.01,1.6351497173309326,2,850
reg,True,False,0.01,1.1201956272125244,3,850
clf,True,False,0.01,1.6326117515563965,3,850
reg,True,False,0.01,1.1207778453826904,4,850
clf,True,False,0.01,1.7259247303009033,4,850
reg,True,False,0.01,1.1128730773925781,5,850
clf,True,False,0.01,1.6353986263275146,5,850
reg,True,False,0.05,1.1249396800994873,1,850
clf,True,False,0.05,1.3450496196746826,1,850
reg,True,False,0.05,1.1457746028900146,2,850
clf,True,False,0.05,1.355741024017334,2,850
reg,True,False,0.05,1.1310112476348877,3,850
clf,True,False,0.05,1.4326448440551758,3,850
reg,True,False,0.05,1.1367621421813965,4,850
clf,True,False,0.05,1.3443272113800049,4,850
reg,True,False,0.05,1.1615161895751953,5,850
clf,True,False,0.05,1.4771785736083984,5,850
reg,True,False,0.95,0.8438456058502197,1,850
clf,True,False,0.95,0.9581031799316406,1,850
reg,True,False,0.95,0.9343762397766113,2,850
clf,True,False,0.95,0.9605236053466797,2,850
reg,True,False,0.95,0.8441801071166992,3,850
clf,True,False,0.95,0.9651968479156494,3,850
reg,True,False,0.95,0.9406917095184326,4,850
clf,True,False,0.95,0.9540834426879883,4,850
reg,True,False,0.95,0.9650552272796631,5,850
clf,True,False,0.95,0.9597616195678711,5,850
reg,False,True,0.01,1.8427503108978271,1,850
clf,False,True,0.01,3.0444860458374023,1,850
reg,False,True,0.01,1.8342764377593994,2,850
clf,False,True,0.01,2.944753646850586,2,850
reg,False,True,0.01,1.815089225769043,3,850
clf,False,True,0.01,2.9249188899993896,3,850
reg,False,True,0.01,1.9218153953552246,4,850
clf,False,True,0.01,3.1511309146881104,4,850
reg,False,True,0.01,1.8195302486419678,5,850
clf,False,True,0.01,2.9333202838897705,5,850
reg,False,True,0.05,2.1323468685150146,1,850
clf,False,True,0.05,3.2382516860961914,1,850
reg,False,True,0.05,2.129371404647827,2,850
clf,False,True,0.05,3.24332332611084,2,850
reg,False,True,0.05,2.1292824745178223,3,850
clf,False,True,0.05,3.1502771377563477,3,850
reg,False,True,0.05,2.1270220279693604,4,850
clf,False,True,0.05,3.252410888671875,4,850
reg,False,True,0.05,2.1288599967956543,5,850
clf,False,True,0.05,3.2493398189544678,5,850
reg,False,True,0.95,2.228933811187744,1,850
clf,False,True,0.95,3.2483463287353516,1,850
reg,False,True,0.95,2.2318897247314453,2,850
clf,False,True,0.95,3.2487082481384277,2,850
reg,False,True,0.95,2.228001117706299,3,850
clf,False,True,0.95,3.2428627014160156,3,850
reg,False,True,0.95,2.242755651473999,4,850
clf,False,True,0.95,3.263716697692871,4,850
reg,False,True,0.95,2.2356808185577393,5,850
clf,False,True,0.95,3.246452569961548,5,850
reg,False,False,0.01,1.951242446899414,1,850
clf,False,False,0.01,3.0543572902679443,1,850
reg,False,False,0.01,1.8159971237182617,2,850
clf,False,False,0.01,2.931814670562744,2,850
reg,False,False,0.01,1.9269254207611084,3,850
clf,False,False,0.01,2.843621015548706,3,850
reg,False,False,0.01,1.9317221641540527,4,850
clf,False,False,0.01,2.93508243560791,4,850
reg,False,False,0.01,1.8397879600524902,5,850
clf,False,False,0.01,2.9415886402130127,5,850
reg,False,False,0.05,2.1245455741882324,1,850
clf,False,False,0.05,3.2524359226226807,1,850
reg,False,False,0.05,2.150691032409668,2,850
clf,False,False,0.05,3.2474613189697266,2,850
reg,False,False,0.05,2.145397663116455,3,850
clf,False,False,0.05,3.2409958839416504,3,850
reg,False,False,0.05,2.1245996952056885,4,850
clf,False,False,0.05,3.1486620903015137,4,850
reg,False,False,0.05,2.1428043842315674,5,850
clf,False,False,0.05,3.258349895477295,5,850
reg,False,False,0.95,2.1242454051971436,1,850
clf,False,False,0.95,3.2519638538360596,1,850
reg,False,False,0.95,2.1353445053100586,2,850
clf,False,False,0.95,3.248199462890625,2,850
reg,False,False,0.95,2.1727817058563232,3,850
clf,False,False,0.95,3.2639496326446533,3,850
reg,False,False,0.95,2.241563081741333,4,850
clf,False,False,0.95,3.270915985107422,4,850
reg,False,False,0.95,2.229424476623535,5,850
clf,False,False,0.95,3.259831428527832,5,850
reg,True,True,0.01,1.246889591217041,1,900
clf,True,True,0.01,1.6571378707885742,1,900
reg,True,True,0.01,1.2147867679595947,2,900
clf,True,True,0.01,1.6341497898101807,2,900
reg,True,True,0.01,1.1231920719146729,3,900
clf,True,True,0.01,1.6350595951080322,3,900
reg,True,True,0.01,1.2278764247894287,4,900
clf,True,True,0.01,1.6490983963012695,4,900
reg,True,True,0.01,1.2213420867919922,5,900
clf,True,True,0.01,1.6324379444122314,5,900
reg,True,True,0.05,1.1373236179351807,1,900
clf,True,True,0.05,1.442317008972168,1,900
reg,True,True,0.05,1.149583339691162,2,900
clf,True,True,0.05,1.4514563083648682,2,900
reg,True,True,0.05,1.160205364227295,3,900
clf,True,True,0.05,1.4470129013061523,3,900
reg,True,True,0.05,1.1380116939544678,4,900
clf,True,True,0.05,1.4473755359649658,4,900
reg,True,True,0.05,1.1464452743530273,5,900
clf,True,True,0.05,1.4614481925964355,5,900
reg,True,True,0.95,0.9396138191223145,1,900
clf,True,True,0.95,0.9482946395874023,1,900
reg,True,True,0.95,0.8689453601837158,2,900
clf,True,True,0.95,0.9461517333984375,2,900
reg,True,True,0.95,0.8343424797058105,3,900
clf,True,True,0.95,0.9461243152618408,3,900
reg,True,True,0.95,0.9365968704223633,4,900
clf,True,True,0.95,0.948397159576416,4,900
reg,True,True,0.95,0.9337177276611328,5,900
clf,True,True,0.95,0.9570634365081787,5,900
reg,True,False,0.01,1.1360456943511963,1,900
clf,True,False,0.01,1.6461780071258545,1,900
reg,True,False,0.01,1.1296095848083496,2,900
clf,True,False,0.01,1.6280817985534668,2,900
reg,True,False,0.01,1.1189079284667969,3,900
clf,True,False,0.01,1.6404902935028076,3,900
reg,True,False,0.01,1.2365078926086426,4,900
clf,True,False,0.01,1.635451316833496,4,900
reg,True,False,0.01,1.1163322925567627,5,900
clf,True,False,0.01,1.6398563385009766,5,900
reg,True,False,0.05,1.118769884109497,1,900
clf,True,False,0.05,1.4305458068847656,1,900
reg,True,False,0.05,1.1266157627105713,2,900
clf,True,False,0.05,1.4589860439300537,2,900
reg,True,False,0.05,1.1564176082611084,3,900
clf,True,False,0.05,1.4358913898468018,3,900
reg,True,False,0.05,1.1242847442626953,4,900
clf,True,False,0.05,1.3330512046813965,4,900
reg,True,False,0.05,1.124023675918579,5,900
clf,True,False,0.05,1.451047658920288,5,900
reg,True,False,0.95,0.8377654552459717,1,900
clf,True,False,0.95,0.9612247943878174,1,900
reg,True,False,0.95,0.8394014835357666,2,900
clf,True,False,0.95,0.9645311832427979,2,900
reg,True,False,0.95,0.8431665897369385,3,900
clf,True,False,0.95,0.9593749046325684,3,900
reg,True,False,0.95,0.9395532608032227,4,900
clf,True,False,0.95,0.9569387435913086,4,900
reg,True,False,0.95,0.8826146125793457,5,900
clf,True,False,0.95,0.9500515460968018,5,900
reg,False,True,0.01,1.9480247497558594,1,900
clf,False,True,0.01,2.9508607387542725,1,900
reg,False,True,0.01,1.8274881839752197,2,900
clf,False,True,0.01,2.9347763061523438,2,900
reg,False,True,0.01,1.9306962490081787,3,900
clf,False,True,0.01,3.048170566558838,3,900
reg,False,True,0.01,1.9237189292907715,4,900
clf,False,True,0.01,3.0479958057403564,4,900
reg,False,True,0.01,1.9356317520141602,5,900
clf,False,True,0.01,2.940530300140381,5,900
reg,False,True,0.05,2.2362353801727295,1,900
clf,False,True,0.05,3.3494222164154053,1,900
reg,False,True,0.05,2.2378957271575928,2,900
clf,False,True,0.05,3.2449467182159424,2,900
reg,False,True,0.05,2.2302114963531494,3,900
clf,False,True,0.05,3.356539011001587,3,900
reg,False,True,0.05,2.2239906787872314,4,900
clf,False,True,0.05,3.364968776702881,4,900
reg,False,True,0.05,2.2268638610839844,5,900
clf,False,True,0.05,3.3571360111236572,5,900
reg,False,True,0.95,2.328946352005005,1,900
clf,False,True,0.95,3.3598155975341797,1,900
reg,False,True,0.95,2.2298989295959473,2,900
clf,False,True,0.95,3.3469483852386475,2,900
reg,False,True,0.95,2.3335249423980713,3,900
clf,False,True,0.95,3.3444769382476807,3,900
reg,False,True,0.95,2.3390283584594727,4,900
clf,False,True,0.95,3.3606984615325928,4,900
reg,False,True,0.95,2.229135513305664,5,900
clf,False,True,0.95,3.386410713195801,5,900
reg,False,False,0.01,1.9287183284759521,1,900
clf,False,False,0.01,2.946925640106201,1,900
reg,False,False,0.01,1.9202442169189453,2,900
clf,False,False,0.01,3.0306050777435303,2,900
reg,False,False,0.01,1.8268351554870605,3,900
clf,False,False,0.01,2.9386229515075684,3,900
reg,False,False,0.01,1.8078343868255615,4,900
clf,False,False,0.01,3.0285980701446533,4,900
reg,False,False,0.01,1.9224050045013428,5,900
clf,False,False,0.01,3.038808584213257,5,900
reg,False,False,0.05,2.1123876571655273,1,900
clf,False,False,0.05,3.3294641971588135,1,900
reg,False,False,0.05,2.139819860458374,2,900
clf,False,False,0.05,3.342864751815796,2,900
reg,False,False,0.05,2.133200168609619,3,900
clf,False,False,0.05,3.2536017894744873,3,900
reg,False,False,0.05,2.2316346168518066,4,900
clf,False,False,0.05,3.25114107131958,4,900
reg,False,False,0.05,2.226317882537842,5,900
clf,False,False,0.05,3.3604958057403564,5,900
reg,False,False,0.95,2.2368860244750977,1,900
clf,False,False,0.95,3.3578784465789795,1,900
reg,False,False,0.95,2.240844964981079,2,900
clf,False,False,0.95,3.3445935249328613,2,900
reg,False,False,0.95,2.243948221206665,3,900
clf,False,False,0.95,3.3698668479919434,3,900
reg,False,False,0.95,2.2341501712799072,4,900
clf,False,False,0.95,3.3680777549743652,4,900
reg,False,False,0.95,2.2337613105773926,5,900
clf,False,False,0.95,3.362130641937256,5,900
reg,True,True,0.01,1.1362042427062988,1,950
clf,True,True,0.01,1.7470998764038086,1,950
reg,True,True,0.01,1.2405846118927002,2,950
clf,True,True,0.01,1.6463253498077393,2,950
reg,True,True,0.01,1.1199195384979248,3,950
clf,True,True,0.01,1.636796474456787,3,950
reg,True,True,0.01,1.1161878108978271,4,950
clf,True,True,0.01,1.6302692890167236,4,950
reg,True,True,0.01,1.2305192947387695,5,950
clf,True,True,0.01,1.6313729286193848,5,950
reg,True,True,0.05,1.1253588199615479,1,950
clf,True,True,0.05,1.4433846473693848,1,950
reg,True,True,0.05,1.1329560279846191,2,950
clf,True,True,0.05,1.4704227447509766,2,950
reg,True,True,0.05,1.1369709968566895,3,950
clf,True,True,0.05,1.447596788406372,3,950
reg,True,True,0.05,1.1395995616912842,4,950
clf,True,True,0.05,1.4497225284576416,4,950
reg,True,True,0.05,1.1308884620666504,5,950
clf,True,True,0.05,1.440525770187378,5,950
reg,True,True,0.95,0.8267765045166016,1,950
clf,True,True,0.95,0.9439830780029297,1,950
reg,True,True,0.95,0.935269832611084,2,950
clf,True,True,0.95,0.9490594863891602,2,950
reg,True,True,0.95,0.9382996559143066,3,950
clf,True,True,0.95,0.9595379829406738,3,950
reg,True,True,0.95,0.9508910179138184,4,950
clf,True,True,0.95,0.9592299461364746,4,950
reg,True,True,0.95,0.8447291851043701,5,950
clf,True,True,0.95,0.9577527046203613,5,950
reg,True,False,0.01,1.1442980766296387,1,950
clf,True,False,0.01,1.6520428657531738,1,950
reg,True,False,0.01,1.1350071430206299,2,950
clf,True,False,0.01,1.640437364578247,2,950
reg,True,False,0.01,1.2152602672576904,3,950
clf,True,False,0.01,1.6249282360076904,3,950
reg,True,False,0.01,1.1142966747283936,4,950
clf,True,False,0.01,1.6266708374023438,4,950
reg,True,False,0.01,1.1222450733184814,5,950
clf,True,False,0.01,1.625777244567871,5,950
reg,True,False,0.05,1.1136698722839355,1,950
clf,True,False,0.05,1.4416184425354004,1,950
reg,True,False,0.05,1.1248507499694824,2,950
clf,True,False,0.05,1.4442780017852783,2,950
reg,True,False,0.05,1.1274359226226807,3,950
clf,True,False,0.05,1.3352322578430176,3,950
reg,True,False,0.05,1.1228647232055664,4,950
clf,True,False,0.05,1.3498926162719727,4,950
reg,True,False,0.05,1.1394755840301514,5,950
clf,True,False,0.05,1.3326270580291748,5,950
reg,True,False,0.95,0.8280847072601318,1,950
clf,True,False,0.95,0.948209285736084,1,950
reg,True,False,0.95,0.8394484519958496,2,950
clf,True,False,0.95,0.9433386325836182,2,950
reg,True,False,0.95,0.9274928569793701,3,950
clf,True,False,0.95,0.9545705318450928,3,950
reg,True,False,0.95,0.940162181854248,4,950
clf,True,False,0.95,0.9591355323791504,4,950
reg,True,False,0.95,0.8456807136535645,5,950
clf,True,False,0.95,0.9608790874481201,5,950
reg,False,True,0.01,1.939788818359375,1,950
clf,False,True,0.01,2.954664707183838,1,950
reg,False,True,0.01,2.0363152027130127,2,950
clf,False,True,0.01,3.037092685699463,2,950
reg,False,True,0.01,1.9213032722473145,3,950
clf,False,True,0.01,3.142770767211914,3,950
reg,False,True,0.01,1.9205386638641357,4,950
clf,False,True,0.01,3.0386292934417725,4,950
reg,False,True,0.01,1.9268333911895752,5,950
clf,False,True,0.01,3.0383760929107666,5,950
reg,False,True,0.05,2.2750325202941895,1,950
clf,False,True,0.05,3.337536096572876,1,950
reg,False,True,0.05,2.2238991260528564,2,950
clf,False,True,0.05,3.3414011001586914,2,950
reg,False,True,0.05,2.221747398376465,3,950
clf,False,True,0.05,3.356908082962036,3,950
reg,False,True,0.05,2.2365503311157227,4,950
clf,False,True,0.05,3.3464503288269043,4,950
reg,False,True,0.05,2.235690116882324,5,950
clf,False,True,0.05,3.3658604621887207,5,950
reg,False,True,0.95,2.238874912261963,1,950
clf,False,True,0.95,3.359853506088257,1,950
reg,False,True,0.95,2.242152690887451,2,950
clf,False,True,0.95,3.3495922088623047,2,950
reg,False,True,0.95,2.335975408554077,3,950
clf,False,True,0.95,3.3571832180023193,3,950
reg,False,True,0.95,2.334555149078369,4,950
clf,False,True,0.95,3.3588080406188965,4,950
reg,False,True,0.95,2.335451364517212,5,950
clf,False,True,0.95,3.3629586696624756,5,950
reg,False,False,0.01,1.8281903266906738,1,950
clf,False,False,0.01,3.048750877380371,1,950
reg,False,False,0.01,1.927466869354248,2,950
clf,False,False,0.01,2.9446208477020264,2,950
reg,False,False,0.01,1.9214491844177246,3,950
clf,False,False,0.01,3.033337354660034,3,950
reg,False,False,0.01,1.9283702373504639,4,950
clf,False,False,0.01,2.937056064605713,4,950
reg,False,False,0.01,1.8231730461120605,5,950
clf,False,False,0.01,3.0361480712890625,5,950
reg,False,False,0.05,2.1262593269348145,1,950
clf,False,False,0.05,3.241692543029785,1,950
reg,False,False,0.05,2.1326677799224854,2,950
clf,False,False,0.05,3.3397738933563232,2,950
reg,False,False,0.05,2.129409074783325,3,950
clf,False,False,0.05,3.3422389030456543,3,950
reg,False,False,0.05,2.2287991046905518,4,950
clf,False,False,0.05,3.2599077224731445,4,950
reg,False,False,0.05,2.2345714569091797,5,950
clf,False,False,0.05,3.360018014907837,5,950
reg,False,False,0.95,2.2350945472717285,1,950
clf,False,False,0.95,3.34767484664917,1,950
reg,False,False,0.95,2.237328290939331,2,950
clf,False,False,0.95,3.3697564601898193,2,950
reg,False,False,0.95,2.2374277114868164,3,950
clf,False,False,0.95,3.360506534576416,3,950
reg,False,False,0.95,2.2381136417388916,4,950
clf,False,False,0.95,3.351200580596924,4,950
reg,False,False,0.95,2.235766887664795,5,950
clf,False,False,0.95,3.366164207458496,5,950
reg,True,True,0.01,1.1223323345184326,1,1000
clf,True,True,0.01,1.6376278400421143,1,1000
reg,True,True,0.01,1.2160353660583496,2,1000
clf,True,True,0.01,1.6349446773529053,2,1000
reg,True,True,0.01,1.127103328704834,3,1000
clf,True,True,0.01,1.7383077144622803,3,1000
reg,True,True,0.01,1.1231606006622314,4,1000
clf,True,True,0.01,1.6322212219238281,4,1000
reg,True,True,0.01,1.2117598056793213,5,1000
clf,True,True,0.01,1.6384975910186768,5,1000
reg,True,True,0.05,1.1378509998321533,1,1000
clf,True,True,0.05,1.4488961696624756,1,1000
reg,True,True,0.05,1.1280028820037842,2,1000
clf,True,True,0.05,1.4496004581451416,2,1000
reg,True,True,0.05,1.1443266868591309,3,1000
clf,True,True,0.05,1.4411871433258057,3,1000
reg,True,True,0.05,1.1283977031707764,4,1000
clf,True,True,0.05,1.4443912506103516,4,1000
reg,True,True,0.05,1.1303319931030273,5,1000
clf,True,True,0.05,1.453321933746338,5,1000
reg,True,True,0.95,0.9351992607116699,1,1000
clf,True,True,0.95,0.958712100982666,1,1000
reg,True,True,0.95,0.953749418258667,2,1000
clf,True,True,0.95,0.9617867469787598,2,1000
reg,True,True,0.95,0.851299524307251,3,1000
clf,True,True,0.95,0.9527378082275391,3,1000
reg,True,True,0.95,0.945134162902832,4,1000
clf,True,True,0.95,0.946922779083252,4,1000
reg,True,True,0.95,0.8528003692626953,5,1000
clf,True,True,0.95,0.9653711318969727,5,1000
reg,True,False,0.01,1.2474989891052246,1,1000
clf,True,False,0.01,1.653719425201416,1,1000
reg,True,False,0.01,1.130225658416748,2,1000
clf,True,False,0.01,1.6507740020751953,2,1000
reg,True,False,0.01,1.1177756786346436,3,1000
clf,True,False,0.01,1.6332566738128662,3,1000
reg,True,False,0.01,1.2273616790771484,4,1000
clf,True,False,0.01,1.6272375583648682,4,1000
reg,True,False,0.01,1.213426113128662,5,1000
clf,True,False,0.01,1.628082036972046,5,1000
reg,True,False,0.05,1.121006727218628,1,1000
clf,True,False,0.05,1.428117036819458,1,1000
reg,True,False,0.05,1.1346230506896973,2,1000
clf,True,False,0.05,1.4483637809753418,2,1000
reg,True,False,0.05,1.126692295074463,3,1000
clf,True,False,0.05,1.439821481704712,3,1000
reg,True,False,0.05,1.125762939453125,4,1000
clf,True,False,0.05,1.435950517654419,4,1000
reg,True,False,0.05,1.1232974529266357,5,1000
clf,True,False,0.05,1.4355108737945557,5,1000
reg,True,False,0.95,0.8226954936981201,1,1000
clf,True,False,0.95,0.944105863571167,1,1000
reg,True,False,0.95,0.8526096343994141,2,1000
clf,True,False,0.95,0.9439892768859863,2,1000
reg,True,False,0.95,0.9518101215362549,3,1000
clf,True,False,0.95,0.9520683288574219,3,1000
reg,True,False,0.95,0.8472254276275635,4,1000
clf,True,False,0.95,0.9445700645446777,4,1000
reg,True,False,0.95,0.8618276119232178,5,1000
clf,True,False,0.95,0.9541704654693604,5,1000
reg,False,True,0.01,2.0424933433532715,1,1000
clf,False,True,0.01,3.1632754802703857,1,1000
reg,False,True,0.01,2.0458216667175293,2,1000
clf,False,True,0.01,3.1409518718719482,2,1000
reg,False,True,0.01,2.02976393699646,3,1000
clf,False,True,0.01,3.1354854106903076,3,1000
reg,False,True,0.01,2.037379026412964,4,1000
clf,False,True,0.01,3.1422529220581055,4,1000
reg,False,True,0.01,1.931647777557373,5,1000
clf,False,True,0.01,3.1350231170654297,5,1000
reg,False,True,0.05,2.323887825012207,1,1000
clf,False,True,0.05,3.448680877685547,1,1000
reg,False,True,0.05,2.270641326904297,2,1000
clf,False,True,0.05,3.4470372200012207,2,1000
reg,False,True,0.05,2.2431812286376953,3,1000
clf,False,True,0.05,3.446916103363037,3,1000
reg,False,True,0.05,2.2231342792510986,4,1000
clf,False,True,0.05,3.355525016784668,4,1000
reg,False,True,0.05,2.229217767715454,5,1000
clf,False,True,0.05,3.4327104091644287,5,1000
reg,False,True,0.95,2.3400192260742188,1,1000
clf,False,True,0.95,3.4545164108276367,1,1000
reg,False,True,0.95,2.334007740020752,2,1000
clf,False,True,0.95,3.4719951152801514,2,1000
reg,False,True,0.95,2.341170310974121,3,1000
clf,False,True,0.95,3.442546844482422,3,1000
reg,False,True,0.95,2.3403892517089844,4,1000
clf,False,True,0.95,3.469705820083618,4,1000
reg,False,True,0.95,2.3366904258728027,5,1000
clf,False,True,0.95,3.4545371532440186,5,1000
reg,False,False,0.01,1.9456562995910645,1,1000
clf,False,False,0.01,3.1577160358428955,1,1000
reg,False,False,0.01,2.038999080657959,2,1000
clf,False,False,0.01,3.132309675216675,2,1000
reg,False,False,0.01,2.01995849609375,3,1000
clf,False,False,0.01,3.14469838142395,3,1000
reg,False,False,0.01,1.9346082210540771,4,1000
clf,False,False,0.01,3.258577823638916,4,1000
reg,False,False,0.01,2.036831855773926,5,1000
clf,False,False,0.01,3.1410136222839355,5,1000
reg,False,False,0.05,2.234790802001953,1,1000
clf,False,False,0.05,3.4465842247009277,1,1000
reg,False,False,0.05,2.2298927307128906,2,1000
clf,False,False,0.05,3.4531009197235107,2,1000
reg,False,False,0.05,2.2303435802459717,3,1000
clf,False,False,0.05,3.4578909873962402,3,1000
reg,False,False,0.05,2.2496230602264404,4,1000
clf,False,False,0.05,3.475090742111206,4,1000
reg,False,False,0.05,2.2402353286743164,5,1000
clf,False,False,0.05,3.463622808456421,5,1000
reg,False,False,0.95,2.3449878692626953,1,1000
clf,False,False,0.95,3.4576661586761475,1,1000
reg,False,False,0.95,2.354949474334717,2,1000
clf,False,False,0.95,3.467688798904419,2,1000
reg,False,False,0.95,2.2391726970672607,3,1000
clf,False,False,0.95,3.4602980613708496,3,1000
reg,False,False,0.95,2.35294246673584,4,1000
clf,False,False,0.95,3.4527697563171387,4,1000
reg,False,False,0.95,2.2637577056884766,5,1000
clf,False,False,0.95,3.4634463787078857,5,1000
reg,True,True,0.01,1.233501672744751,1,1050
clf,True,True,0.01,1.731015682220459,1,1050
reg,True,True,0.01,1.1290247440338135,2,1050
clf,True,True,0.01,1.7425341606140137,2,1050
reg,True,True,0.01,1.2157201766967773,3,1050
clf,True,True,0.01,1.7296929359436035,3,1050
reg,True,True,0.01,1.221292495727539,4,1050
clf,True,True,0.01,1.7443606853485107,4,1050
reg,True,True,0.01,1.2268826961517334,5,1050
clf,True,True,0.01,1.630760908126831,5,1050
reg,True,True,0.05,1.117893934249878,1,1050
clf,True,True,0.05,1.4443368911743164,1,1050
reg,True,True,0.05,1.1358563899993896,2,1050
clf,True,True,0.05,1.4592134952545166,2,1050
reg,True,True,0.05,1.147207260131836,3,1050
clf,True,True,0.05,1.4467031955718994,3,1050
reg,True,True,0.05,1.1252532005310059,4,1050
clf,True,True,0.05,1.4338428974151611,4,1050
reg,True,True,0.05,1.129350185394287,5,1050
clf,True,True,0.05,1.449873447418213,5,1050
reg,True,True,0.95,0.9526820182800293,1,1050
clf,True,True,0.95,0.9611320495605469,1,1050
reg,True,True,0.95,0.944145679473877,2,1050
clf,True,True,0.95,0.9448387622833252,2,1050
reg,True,True,0.95,0.935661792755127,3,1050
clf,True,True,0.95,0.9517221450805664,3,1050
reg,True,True,0.95,0.9410388469696045,4,1050
clf,True,True,0.95,0.9816277027130127,4,1050
reg,True,True,0.95,0.9724414348602295,5,1050
clf,True,True,0.95,0.9714035987854004,5,1050
reg,True,False,0.01,1.252094030380249,1,1050
clf,True,False,0.01,1.6470670700073242,1,1050
reg,True,False,0.01,1.238121747970581,2,1050
clf,True,False,0.01,1.740616798400879,2,1050
reg,True,False,0.01,1.2290756702423096,3,1050
clf,True,False,0.01,1.72967529296875,3,1050
reg,True,False,0.01,1.2242882251739502,4,1050
clf,True,False,0.01,1.7487156391143799,4,1050
reg,True,False,0.01,1.116767168045044,5,1050
clf,True,False,0.01,1.6322810649871826,5,1050
reg,True,False,0.05,1.14363694190979,1,1050
clf,True,False,0.05,1.4383971691131592,1,1050
reg,True,False,0.05,1.1335632801055908,2,1050
clf,True,False,0.05,1.4464468955993652,2,1050
reg,True,False,0.05,1.2499537467956543,3,1050
clf,True,False,0.05,1.4451735019683838,3,1050
reg,True,False,0.05,1.1501481533050537,4,1050
clf,True,False,0.05,1.4377002716064453,4,1050
reg,True,False,0.05,1.1266531944274902,5,1050
clf,True,False,0.05,1.4449315071105957,5,1050
reg,True,False,0.95,0.940180778503418,1,1050
clf,True,False,0.95,0.9564826488494873,1,1050
reg,True,False,0.95,0.9555933475494385,2,1050
clf,True,False,0.95,0.9696438312530518,2,1050
reg,True,False,0.95,0.9567868709564209,3,1050
clf,True,False,0.95,0.9432401657104492,3,1050
reg,True,False,0.95,0.9378151893615723,4,1050
clf,True,False,0.95,0.9587318897247314,4,1050
reg,True,False,0.95,0.8517158031463623,5,1050
clf,True,False,0.95,0.955517053604126,5,1050
reg,False,True,0.01,2.0404767990112305,1,1050
